N	3gram	Tiupa_Anal_3	Narrotol
1	в данном случае	3	8
2	не только в	1	6
3	в том что	7	5
4	к тому же	3	5
5	то же время	3	4
6	той или иной	3	4
7	в то же	3	4
8	не может быть	1	4
9	по отношению к	7	3
10	подобно тому как	2	3
11	в этом отношении	3	3
12	для того чтобы	1	3
13	в первом случае	1	3
14	тем не менее	2	3
15	речь идет о	1	3
16	о том что	5	2
17	мы имеем дело	4	2
18	в самом деле	1	2
19	в равной степени	1	2
20	так и не	5	2
21	в маркированном положении	1	2
22	до сих пор	1	2
23	в отличие от	2	2
24	присутствия в мире	1	2
25	перед нами не	1	2
26	как если бы	1	2
27	в зависимости от	1	2
28	как раз в	1	2
29	не сводится к	1	2
30	имеем дело с	1	2
31	в связи с	1	2
32	тем или иным	2	2
33	дело в том	2	2
34	и все же	1	2
35	во всяком случае	2	2
36	в свою очередь	4	2
37	можно сказать что	2	2
38	в известном смысле	1	2
39	строго отграниченная система	1	1
40	и того же	3	1
41	это уже не	1	1
42	раз в том	1	1
43	что иное как	1	1
44	по сути дела	1	1
45	вести речь о	1	1
46	входит в состав	1	1
47	в ходе которого	1	1
48	персонажей при этом	1	1
49	в полном его	1	1
50	свидетельствует не только	1	1
51	и строго отграниченная	1	1
52	между рассказчиком и	1	1
53	как говорилось выше	1	1
54	готовом стабильно дифференцированном	1	1
55	по этой причине	1	1
56	неизбежно принадлежит к	1	1
57	ощущаться завершенная и	1	1
58	в ответ на	2	1
59	по тем или	1	1
60	один и тот	1	1
61	с другой стороны	5	1
62	с точки зрения	2	1
63	дифференцированном и оцененном	1	1
64	до известной степени	3	1
65	принимает на себя	1	1
66	сам по себе	1	1
67	при этом что	1	1
68	случае мы имеем	1	1
69	с этого момента	1	1
70	в сущности говоря	1	1
71	есть на самом	1	1
72	не говорит и	1	1
73	по крайней мере	4	1
74	именно в этом	1	1
75	полном его составе	1	1
76	в соответствии со	2	1
77	в повестях белкина	7	1
78	в финальной фразе	1	1
79	например так и	1	1
80	едва ли не	2	1
81	в самом начале	1	1
82	оказывается всего лишь	1	1
83	как и в	4	1
84	в ударном положении	1	1
85	дело не с	1	1
86	по сути своей	1	1
87	рода но и	1	1
88	с одной стороны	2	1
89	и тот же	1	1
90	может ощущаться завершенная	1	1
91	же время они	1	1
92	завершенная и строго	1	1
93	в значительной степени	2	1
94	и является в	1	1
95	стабильно дифференцированном и	1	1
96	в результате чего	1	1
97	а с другой	1	1
98	оно живет в	1	1
99	и как бы	1	1
100	бахтин говорил о	1	1
101	в той или	1	1
102	лишь в том	1	1
103	с тем кто	1	1
104	здесь не только	1	1
105	живет в готовом	1	1
106	то есть от	1	1
107	при всей своей	1	1
108	лишь в одном	1	1
109	свое отражение в	1	1
110	лишь в самом	1	1
111	стремится к однозначности	1	1
112	то что не	1	1
113	я в мире	2	1
114	состоит как раз	1	1
115	само по себе	1	1
116	нем звучит один	1	1
117	встречается в качестве	1	1
118	и т.п в	1	1
119	так и его	2	1
120	в конечном счете	2	1
121	ключевая роль принадлежит	1	1
122	отграниченная система смыслов	1	1
123	в русской литературе	3	1
124	ничего не говорит	1	1
125	рассказа представляет собой	1	1
126	одного и того	3	1
127	бахтин может ощущаться	1	1
128	друг от друга	1	1
129	во втором случае	1	1
130	в готовом стабильно	1	1
131	в рамках одного	1	1
132	и оцененном мире	1	1
133	они могут быть	1	1
134	на самом деле	1	1
135	звучит один голос	1	1
136	а в тех	1	1
137	по себе а	1	1
138	в нем звучит	1	1
139	обратим внимание на	1	1
140	между тем это	1	1
