N	2gram	Bakhtin_Pr_3	FransuaR
1	и в	34	56
2	то есть	1	24
3	в романе	1	21
4	в его	22	18
5	таким образом	5	17
6	все эти	4	15
7	в этом	16	14
8	в том	3	13
9	так и	6	13
10	он был	1	12
11	в то	12	12
12	и его	16	12
13	то же	14	11
14	в них	2	11
15	в этих	1	11
16	до конца	3	11
17	как бы	27	11
18	и до	1	10
19	мы уже	6	10
20	еще не	4	10
21	же время	12	10
22	в самом	8	9
23	и не	29	9
24	только в	6	9
25	но и	12	9
26	в сущности	11	8
27	во всех	2	8
28	не только	10	8
29	в нем	19	8
30	и с	15	8
31	и их	1	8
32	и даже	7	8
33	до сих	1	8
34	по своему	3	8
35	сих пор	1	8
36	все это	16	8
37	том что	3	8
38	и на	6	7
39	в большинстве	2	7
40	уже говорили	3	7
41	как мы	7	7
42	у него	4	7
43	той же	2	6
44	в ее	3	6
45	в этой	1	6
46	мертвых душ	1	6
47	но в	16	6
48	на его	4	6
49	точки зрения	8	6
50	вовсе не	11	6
51	связи с	1	6
52	большинстве случаев	3	6
53	прежде всего	15	6
54	в той	2	6
55	все они	1	6
56	и все	19	6
57	потому что	12	6
58	одним из	1	5
59	с ее	3	5
60	с его	6	5
61	но не	4	5
62	в пределах	6	5
63	он не	15	5
64	так сказать	2	5
65	последнее слово	4	5
66	роль в	1	5
67	мы видели	3	5
68	такой же	3	5
69	во время	2	5
70	в отношении	9	5
71	своего рода	2	5
72	в процессе	1	5
73	никогда не	8	5
74	говорили что	3	5
75	один из	2	5
76	не было	2	5
77	как и	18	5
78	в творчестве	3	5
79	что в	7	5
80	ту же	1	4
81	например в	2	4
82	и потому	2	4
83	они были	1	4
84	в ней	3	4
85	за пределы	2	4
86	и к	12	4
87	в которой	2	4
88	что это	5	4
89	в главе	1	4
90	в себе	6	4
91	при этом	4	4
92	их в	3	4
93	что все	4	4
94	переходим к	4	4
95	и ее	2	4
96	и более	1	4
97	даже в	5	4
98	одна из	1	4
99	того чтобы	1	4
100	по своей	1	4
101	во всем	3	4
102	и несколько	1	4
103	наконец в	3	4
104	образы и	1	4
