N	3gram	Losev_Dial_4	Myslijsy
1	в том что	9	7
2	в свою очередь	2	6
3	по крайней мере	7	5
4	тем не менее	2	5
5	подобно тому как	4	4
6	сам по себе	2	4
7	не было бы	1	4
8	то и другое	2	4
9	от того что	2	4
10	на то что	3	3
11	так что если	1	3
12	по себе не	1	3
13	но тем не	1	3
14	как бы ни	1	3
15	и т д	15	3
16	есть прежде всего	3	2
17	после того как	1	2
18	только потому что	1	2
19	то что мы	2	2
20	или по крайней	3	2
21	не в том	4	2
22	с другой стороны	1	2
23	для того чтобы	5	2
24	чувство удовольствия и	1	2
25	то же время	6	2
26	само по себе	4	2
27	не может быть	6	2
28	в этом смысле	4	2
29	в то же	6	2
30	и не имеет	1	2
31	сама по себе	5	2
32	в сравнении с	2	2
33	что если бы	1	2
34	только тогда когда	4	2
35	представим себе что	2	1
36	но только не	2	1
37	дело в том	1	1
38	и той же	3	1
39	что это не	1	1
40	это было бы	1	1
41	не только о	1	1
42	что все в	1	1
43	выйти за пределы	3	1
44	о том как	2	1
45	т д и	3	1
46	будем помнить что	1	1
47	может быть только	1	1
48	друг от друга	1	1
49	я вижу в	1	1
50	одного из своих	1	1
51	и то и	1	1
52	том случае если	1	1
53	в чем заключается	3	1
54	в отличие от	1	1
55	из того что	1	1
56	в собственном смысле	2	1
57	с тем что	1	1
58	но это не	1	1
59	и не может	1	1
60	с этой точки	2	1
61	и не в	1	1
62	день и ночь	2	1
63	только для того	1	1
64	в том случае	1	1
65	и тем не	1	1
66	можно найти в	1	1
67	может и не	1	1
68	не встречает препятствий	1	1
69	она еще не	1	1
70	удовольствия или неудовольствия	1	1
71	мы не знаем	1	1
72	мы не в	1	1
73	есть всегда оценка	1	1
74	имеет ничего общего	2	1
75	между собою и	1	1
76	по сравнению с	2	1
77	то тем самым	1	1
78	это не так	1	1
79	о самом предмете	1	1
80	в связи с	1	1
81	потому что мы	2	1
82	быть может еще	1	1
83	не имеет ничего	2	1
84	то что я	1	1
85	которое может быть	1	1
86	анатомии и физиологии	1	1
87	и как бы	1	1
88	не имеет значения	1	1
89	в этом случае	1	1
90	о том что	1	1
91	ничего общего с	2	1
92	мы можем сказать	1	1
93	вопрос о том	1	1
94	но все же	1	1
95	которые могут быть	1	1
96	что оно не	2	1
97	это как бы	1	1
98	одной и той	3	1
99	и в этом	3	1
100	на каком основании	1	1
