N	3gram	Tiupa_Disk_1	Formalny
1	в связи с	1	10
2	не может быть	3	10
3	в этом отношении	1	7
4	с точки зрения	1	7
5	в то же	3	5
6	то же время	4	5
7	во всяком случае	1	5
8	того или иного	1	4
9	вместе с тем	1	4
10	как мы видели	1	4
11	сам по себе	1	3
12	так и в	1	3
13	в большинстве случаев	1	3
14	и в то	1	3
15	с другой стороны	3	3
16	до известной степени	1	3
17	и не может	1	3
18	на самом деле	1	3
19	в значительной степени	2	3
20	не в том	3	3
21	как раз и	1	3
22	с самого начала	1	2
23	в этом смысле	1	2
24	не было и	1	2
25	в том случае	1	2
26	речевого общения в	2	2
27	и прежде всего	1	2
28	в отличие от	4	2
29	в том что	13	2
30	сами по себе	2	2
31	но все же	1	2
32	прежде всего в	1	2
33	в истории литературы	1	2
34	это приводит к	1	2
35	высказывание может быть	1	2
36	в этом пункте	1	2
37	только то что	1	1
38	с одной стороны	9	1
39	которое не может	1	1
40	лишь в тех	1	1
41	с реальной действительностью	1	1
42	в нем определенные	1	1
43	большей или меньшей	2	1
44	же время и	1	1
45	в одной из	2	1
46	до настоящего времени	1	1
47	что каждый из	1	1
48	из того что	1	1
49	тем что он	1	1
50	как и в	1	1
51	до сих пор	1	1
52	в противном случае	1	1
53	и в особенности	2	1
54	всякое конкретное высказывание	1	1
55	прежде всего как	1	1
56	в этом последнем	1	1
57	что он не	1	1
58	том случае если	1	1
59	в этом случае	1	1
60	сюда же относятся	1	1
61	тем чем он	1	1
62	конструктивная роль в	1	1
63	что не имея	2	1
64	то что они	1	1
65	языка и не	1	1
66	но при этом	3	1
67	более или менее	2	1
68	говоря уже о	2	1
69	что не есть	1	1
70	об отсутствии в	1	1
71	это и есть	1	1
72	в том или	1	1
73	она могла бы	1	1
74	только в том	2	1
75	по аналогии с	1	1
76	или во всяком	1	1
77	именно в том	1	1
78	он не может	1	1
79	в свою очередь	3	1
80	не говоря уже	2	1
81	но и к	1	1
82	а не в	2	1
83	в известной степени	1	1
84	что же касается	2	1
85	во всех этих	1	1
86	существенная роль в	1	1
87	все наши высказывания	1	1
88	тем не менее	1	1
89	а не как	1	1
90	или меньшей степени	1	1
91	в таком случае	1	1
92	в данном случае	2	1
93	в том чтобы	2	1
94	в большей или	1	1
95	том или ином	1	1
96	по крайней мере	2	1
