N	2gram	Propp_Isto_4	Problemy
1	и не	9	31
2	и в	26	29
3	в его	5	24
4	может быть	14	24
5	в этом	7	22
6	а не	6	22
7	т е	18	21
8	в нем	2	19
9	точки зрения	1	19
10	как бы	3	19
11	не только	15	15
12	то что	16	15
13	то же	8	14
14	не как	1	14
15	и его	10	14
16	но и	12	14
17	в пределах	1	13
18	уже не	5	13
19	таким образом	10	12
20	как и	7	12
21	не может	6	12
22	в то	1	10
23	только в	3	10
24	в одном	5	10
25	там где	3	10
26	все эти	3	9
27	все же	9	9
28	это не	5	9
29	если бы	2	9
30	о нем	1	9
31	но не	5	9
32	что в	14	8
33	по себе	2	8
34	как не	1	8
35	в том	3	8
36	что он	10	8
37	потому что	6	8
38	в своем	2	8
39	в своей	4	8
40	а как	2	7
41	и на	2	7
42	и как	5	7
43	но в	5	7
44	в себе	2	7
45	том что	3	7
46	не в	5	7
47	вовсе не	4	7
48	она не	3	7
49	так и	10	7
50	в форме	2	7
51	прежде всего	1	7
52	а в	8	7
53	одним из	1	6
54	так же	18	6
55	в одной	3	6
56	как в	7	6
57	сливается с	2	6
58	в целом	2	6
59	что она	3	6
60	его в	9	6
61	могут быть	6	6
62	к нему	6	6
63	говорит он	1	6
64	был бы	1	6
65	так как	9	6
66	как раз	1	6
67	не могут	2	6
68	все это	2	6
69	это и	5	5
70	должна быть	2	5
71	в зависимости	1	5
72	той же	1	5
73	зависимости от	1	5
74	у него	5	5
75	перед нами	3	5
76	он не	7	5
77	но все	5	5
78	было бы	2	5
79	он и	1	5
80	мир и	1	5
81	героя а	2	5
82	и это	1	5
83	еще не	6	5
84	с ним	1	5
85	ничего не	5	5
86	именно в	1	5
87	и др	5	5
88	и т	27	4
89	так чтобы	1	4
90	и самого	1	4
91	и наконец	1	4
92	в этой	2	4
93	перестает быть	1	4
94	человека в	1	4
95	или наконец	1	4
96	но эта	4	4
97	что было	1	4
98	их в	7	4
99	даже в	4	4
100	как мы	5	4
101	в основе	1	4
102	от того	2	4
103	и с	5	4
104	в свете	3	4
105	и следовательно	1	4
106	он есть	1	4
107	тем что	5	4
108	что и	9	4
109	как же	1	4
110	превращается в	7	4
111	не было	1	4
112	не на	3	4
113	его как	2	4
114	что же	1	4
115	как предмет	1	4
116	но это	3	4
117	в результате	1	4
118	героя в	7	4
119	они не	1	4
120	он может	2	3
121	например в	3	3
122	на материале	1	3
123	он сам	1	3
124	он в	4	3
125	себе и	1	3
126	в особом	1	3
127	и пр	11	3
128	уже в	2	3
129	ее как	1	3
130	подобно тому	1	3
131	тому что	1	3
132	на котором	3	3
133	одна из	2	3
134	на него	3	3
135	никогда не	2	3
136	как будто	1	3
137	для его	1	3
138	и этим	2	3
139	приводит к	1	3
140	и здесь	5	3
141	все его	1	3
142	с другой	4	3
143	в них	1	3
144	ним и	1	3
145	в другой	3	3
146	мы должны	5	3
147	но с	1	3
148	но как	1	3
149	и у	5	3
150	не из	1	3
151	он стремится	1	3
152	ни в	2	3
153	как их	1	3
154	друг друга	1	3
155	тому как	1	3
156	в мир	1	3
157	по существу	3	3
158	как к	1	3
159	бы в	1	3
160	как вы	1	3
