1	и т	14	27
2	и в	46	26
3	т д	3	24
4	так же	2	18
5	то что	7	16
6	не только	11	15
7	может быть	7	14
8	что в	5	14
9	но и	9	12
10	и пр	2	11
11	и его	12	10
12	что он	3	10
13	таким образом	3	10
14	так и	7	10
15	его в	6	9
16	что и	3	9
17	и не	9	9
18	все же	6	9
19	так как	6	9
20	то же	8	8
21	этих случаях	1	8
22	а в	3	8
23	в этом	22	7
24	их в	4	7
25	в качестве	3	7
26	мы имеем	2	7
27	он не	5	7
28	об этом	1	7
29	во время	10	7
30	что здесь	2	7
31	как и	8	7
32	как в	4	7
33	в этих	3	7
34	мы можем	1	6
35	потому что	8	6
36	могут быть	2	6
37	а не	4	6
38	вместе с	9	6
39	мы видим	2	6
40	в иной	2	6
41	в дальнейшем	5	6
42	и то	1	6
43	когда он	1	6
44	еще не	6	6
45	коня в	1	6
46	иной мир	1	6
47	не может	2	6
48	что они	4	6
49	мы видели	2	6
50	как он	2	6
51	с собой	1	5
52	и здесь	1	5
53	уже не	3	5
54	к этому	3	5
55	и по	3	5
56	но в	10	5
57	и др	5	5
58	и у	5	5
59	и что	1	5
60	в одном	7	5
61	и как	3	5
62	как мы	6	5
63	тем что	3	5
64	в некоторых	2	5
65	мы уже	9	5
66	но не	5	5
67	до сих	2	5
68	но все	1	5
69	в его	8	5
70	у него	9	5
71	не в	9	5
72	сих пор	2	5
73	в другом	3	5
74	и с	6	5
75	это и	1	5
76	и только	2	5
77	это не	2	5
78	такое же	1	4
79	в тех	1	4
80	все что	2	4
81	но он	2	4
82	в человеческом	1	4
83	так в	1	4
84	и даже	3	4
85	здесь не	2	4
86	вопрос о	1	4
87	с другой	2	4
88	вовсе не	13	4
89	в своей	1	4
90	но эта	2	4
91	его на	1	4
92	в этот	3	4
93	в числе	1	4
94	а на	2	4
95	о том	4	4
96	в которых	3	4
97	когда герой	1	4
98	другой стороны	1	4
99	связанные с	5	3
100	связи с	8	3
101	на его	1	3
102	в одной	2	3
103	всякого рода	1	3
104	например в	1	3
105	это для	1	3
106	наряду с	2	3
107	же в	4	3
108	и действительно	1	3
109	все эти	5	3
110	на котором	2	3
111	при этом	6	3
112	как это	2	3
113	том что	4	3
114	как бы	10	3
115	он всегда	1	3
116	на волю	1	3
117	должен был	1	3
118	во всем	1	3
119	этом случае	2	3
120	и другие	3	3
121	не имеет	1	3
122	но мы	1	3
123	мы увидим	1	3
124	на земле	2	3
125	связан с	1	3
126	те же	6	3
127	о природе	1	3
128	и он	4	3
129	между ними	2	3
130	герой в	1	3
131	а затем	3	3
132	по существу	5	3
133	в образе	4	3
134	данном случае	1	3
135	как нечто	1	3
136	в том	10	3
137	только в	11	3
138	в данном	2	3
139	с животными	1	3
140	а также	3	3
141	сравнению с	1	3
142	она не	2	3
143	не мог	2	3
144	там где	2	3
145	не на	3	3
146	на него	1	3
147	но это	2	3
148	и более	2	3
149	его к	1	3
150	из этих	4	3
151	и других	2	3
152	о чем	3	3
153	указать на	1	3
154	по сравнению	1	3
155	к себе	4	3
156	представления о	1	3
157	через него	1	3
158	связанных с	3	2
159	герой и	1	2
160	ему в	3	2
161	однако в	1	2
162	здесь мы	3	2
163	не могут	1	2
164	его от	1	2
165	земле в	1	2
166	если бы	1	2
167	другом случае	1	2
168	и их	4	2
169	и целый	1	2
170	же представление	1	2
171	было бы	2	2
172	в виде	1	2
173	в страну	1	2
174	эти новые	1	2
175	этот момент	1	2
176	а как	1	2
177	все это	6	2
178	в частности	5	2
179	которой он	2	2
180	и есть	2	2
181	герой переходит	1	2
182	так много	1	2
183	между прочим	1	2
184	в истории	4	2
185	в фольклоре	2	2
186	сказать что	1	2
187	его с	1	2
188	в греческом	5	2
189	в нем	5	2
190	уже в	4	2
191	и все	6	2
192	одна из	1	2
193	вступают в	2	2
194	и во	6	2
195	в этой	2	2
196	формы и	1	2
197	случае мы	1	2
198	конечно не	4	2
199	никогда не	6	2
200	что на	3	2
201	я тебя	1	2
202	имеется в	1	2
203	есть и	4	2
204	вином и	1	2
205	средние века	3	2
206	в форме	3	2
207	мы считаем	1	2
208	по себе	2	2
209	не по	1	2
210	таков например	2	2
211	тех же	1	2
212	хотя и	3	2
213	или просто	1	2
214	с этим	5	2
215	только с	1	2
216	так что	4	2
217	должна быть	1	2
218	в мифах	1	2
219	в связи	8	2
220	и тем	1	2
221	себя в	1	2
222	же это	1	2
223	их не	2	2
224	в таких	1	2
225	ему как	1	2
226	на острове	4	2
227	в главе	7	2
228	есть в	1	2
229	такую же	1	2
230	на этом	2	2
231	в средние	3	2
232	так например	1	2
233	превращения в	1	2
234	своей матери	1	2
235	это уже	1	2
236	к ним	2	2
237	в немецкой	1	2
238	это обычно	1	2
239	мы здесь	1	2
240	в особенности	6	2
241	представлением о	1	2
242	на этот	1	2
243	его как	1	2
