N	3gram	Ircho_Kome_1	Istorich
1	и т д	4	18
2	с другой стороны	5	8
3	с одной стороны	3	7
4	вместе с тем	1	6
5	о том что	3	4
6	тем не менее	1	4
7	т е в	2	3
8	так же как	1	3
9	к заключению что	1	3
10	после того как	3	3
11	для того чтобы	1	3
12	мы и здесь	1	2
13	по отношению к	3	2
14	же как и	1	2
15	до сих пор	2	2
16	в это время	1	2
17	в данном случае	1	2
18	не только в	1	2
19	но и в	2	2
20	и таким образом	2	2
21	в том что	9	2
22	на то что	2	2
23	как и в	2	2
24	я думаю что	1	1
25	в подземное царство	1	1
26	формы его проявления	1	1
27	к этому же	1	1
28	в том числе	1	1
29	в соответствии с	1	1
30	и здесь найдем	1	1
31	и не только	1	1
32	в зависимости от	1	1
33	видно как из	1	1
34	сам по себе	1	1
35	и тем что	2	1
36	что он не	1	1
37	в отличие от	1	1
38	может быть в	1	1
39	состоит не в	1	1
40	то же время	4	1
41	и здесь мы	1	1
42	что все это	1	1
43	с этой точки	1	1
44	то время как	4	1
45	обращает на себя	1	1
46	состоит в том	1	1
47	это ясно из	1	1
48	которых идет речь	1	1
49	только в виде	1	1
50	в одном случае	1	1
51	о которых идет	1	1
52	т д все	1	1
53	во всяком случае	2	1
54	что у него	1	1
55	мы знаем о	1	1
56	ни у одного	1	1
57	этой точки зрения	1	1
58	мы уже знаем	1	1
59	таким образом в	2	1
60	в то время	5	1
61	в тех же	2	1
62	из них он	1	1
63	до н э	2	1
64	с самого начала	1	1
65	едва ли можно	1	1
66	несмотря на всю	3	1
67	подобно тому как	1	1
68	о том чем	1	1
69	совершенно очевидно что	1	1
70	в то же	4	1
71	же как мы	1	1
72	с этим и	1	1
73	как мы видели	1	1
74	другой стороны в	1	1
