N	2gram	Bakhtin_Fr_3	Myshleni
1	в том	8	33
2	том что	4	27
3	в развитии	1	26
4	точки зрения	2	26
5	то что	5	20
6	в этом	15	19
7	с точки	1	18
8	того что	1	17
9	не только	13	15
10	и в	40	15
11	речи и	1	15
12	таким образом	10	14
13	что в	12	14
14	того чтобы	4	12
15	говорит он	2	12
16	что он	2	12
17	в самом	6	11
18	мы не	2	10
19	в целом	2	10
20	было бы	4	10
21	для того	3	10
22	но и	11	10
23	в сущности	9	9
24	в своем	7	9
25	о том	4	9
26	связи с	6	9
27	может быть	9	9
28	не может	3	9
29	с но	1	8
30	заключается в	1	8
31	не в	1	8
32	никогда не	1	8
33	так и	3	8
34	если бы	3	8
35	и что	1	8
36	на основе	2	7
37	он не	9	7
38	высшей степени	1	7
39	в высшей	1	7
40	по себе	1	7
41	и т.п	10	7
42	с одной	1	7
43	потому что	2	7
44	мы знаем	2	7
45	как бы	3	7
46	и не	13	7
47	во всяком	1	7
48	как известно	2	6
49	самом деле	3	6
50	с таким	1	6
51	мы уже	13	6
52	по отношению	3	6
53	в этой	3	6
54	в истории	4	6
55	и к	3	6
56	что это	1	6
57	как он	2	6
58	как и	11	6
59	мы видели	3	6
60	всяком случае	1	6
61	речи в	1	6
62	в отношении	1	6
63	что эта	1	6
64	как мы	10	6
65	в виду	7	6
66	но в	8	6
67	по своей	1	6
68	мы находим	3	6
69	вовсе не	12	6
70	с другой	2	6
71	там где	3	6
72	в частности	3	6
73	вместе с	3	6
74	как это	1	6
75	в связи	5	6
76	сказать что	3	6
77	смысле слова	4	5
78	то же	7	5
79	видели что	1	5
80	говорит что	1	5
81	уже в	2	5
82	это не	2	5
83	во всей	3	5
84	можно было	3	5
85	и даже	4	5
86	связь между	3	5
87	и их	1	5
88	представление о	2	5
89	и др	7	5
90	с помощью	2	5
91	сравнению с	2	5
92	отношению к	2	5
93	все что	2	5
94	по сравнению	2	5
95	связана с	2	4
96	переход от	2	4
97	с в	2	4
98	хотя бы	2	4
99	с его	3	4
100	из этих	2	4
101	как в	3	4
102	все же	2	4
103	в которой	2	4
104	том чтобы	1	4
105	в них	9	4
106	несмотря на	1	4
107	со всей	1	4
108	в эту	4	4
109	в своей	6	4
110	от его	1	4
111	к этому	6	4
