N	2gram	Tiupa_Hudo_1	Formalny
1	и в	14	38
2	в этом	11	27
3	т е	4	26
4	может быть	5	23
5	и его	5	21
6	и не	2	20
7	в самом	4	16
8	не в	7	15
9	прежде всего	11	15
10	и т	11	14
11	не может	7	14
12	в нем	3	13
13	связи с	4	13
14	но и	5	13
15	в пределах	3	12
16	с его	5	11
17	с тем	1	11
18	в том	12	11
19	вовсе не	1	11
20	в его	8	10
21	в связи	3	10
22	не только	12	9
23	при этом	12	9
24	и с	4	9
25	как и	9	9
26	т п	8	9
27	самом деле	5	8
28	отнюдь не	3	8
29	все же	3	8
30	точки зрения	5	8
31	так и	13	8
32	тем что	3	8
33	в первом	1	7
34	как мы	3	7
35	лишь в	3	7
36	по себе	2	7
37	для него	10	7
38	в своей	10	7
39	с точки	3	7
40	во втором	1	7
41	уже не	7	7
42	этом отношении	3	7
43	не могут	1	7
44	что в	6	7
45	и ее	1	6
46	в ней	4	6
47	все эти	3	6
48	в этой	8	6
49	то же	9	6
50	было бы	6	6
51	он не	4	6
52	в их	2	6
53	могут быть	1	6
54	только в	5	6
55	то что	8	6
56	не было	4	6
57	а не	12	6
58	как раз	4	6
59	в результате	2	6
60	хотя бы	1	6
61	а в	7	6
62	это и	1	5
63	по преимуществу	3	5
64	в первый	2	5
65	говорить о	3	5
66	во всех	1	5
67	в общем	1	5
68	т д	3	5
69	в слове	1	5
70	в то	8	5
71	в основе	1	5
72	же время	8	5
73	если бы	3	5
74	сводится к	1	5
75	и только	1	5
76	что он	9	5
77	всяком случае	1	5
78	именно в	7	5
79	с этим	3	5
80	что же	2	5
81	и для	3	5
82	бы в	1	5
83	или иного	2	5
84	во всяком	1	5
85	высшей степени	1	4
86	в сущности	1	4
87	литературы и	1	4
88	что оно	1	4
89	в сторону	1	4
90	что они	1	4
91	как в	8	4
92	и к	4	4
93	не следует	2	4
94	не как	1	4
95	его от	1	4
96	от нее	1	4
97	входит в	1	4
98	в высшей	1	4
99	не столько	2	4
100	раз и	1	4
101	как о	1	4
102	ничего не	8	4
103	к тому	7	4
104	здесь не	2	4
105	в дальнейшем	1	4
106	того или	2	4
107	но в	5	4
108	что не	2	4
109	из них	4	4
110	так как	1	4
111	не о	2	4
112	в особенности	1	4
113	и даже	3	4
114	там где	1	4
115	на фоне	2	4
116	вот как	1	4
117	как бы	7	4
118	известной степени	1	4
119	они не	2	4
120	б м	2	3
121	например в	2	3
122	же как	2	3
123	и до	1	3
124	а как	1	3
125	из всего	1	3
126	мы не	2	3
127	между этими	1	3
128	и на	3	3
129	если в	2	3
130	чем же	1	3
131	как к	3	3
132	однако не	1	3
133	хотя и	2	3
134	и как	1	3
135	от этого	1	3
136	в целом	2	3
137	из этих	1	3
138	но ведь	1	3
139	роль в	1	3
140	только на	2	3
141	так сказать	2	3
142	но именно	1	3
143	всех этих	1	3
144	понятий и	1	3
145	значительной степени	2	3
146	главным образом	1	3
147	его в	3	3
148	в художественную	1	3
149	для них	1	3
150	литературного произведения	1	3
151	он и	1	3
152	такой же	3	3
153	как таковой	1	3
154	к предмету	1	3
155	место в	1	3
156	однако и	3	3
157	произведения и	1	3
158	до известной	1	3
159	произведения а	1	3
160	но все	1	3
161	того чтобы	3	3
162	так в	2	3
163	особенно в	2	3
164	произведения не	2	3
165	по теории	2	3
166	все дело	1	3
167	одного из	1	3
168	в значительной	2	3
169	того что	4	3
170	в какой	1	3
171	именно на	1	3
172	то и	3	3
173	мы знаем	2	3
174	слова в	2	3
175	каждый из	1	3
176	с другой	1	3
177	и др	1	3
178	том смысле	1	3
179	все это	2	3
180	на самом	2	3
181	поэзии в	1	3
182	и все	4	3
183	жизни и	5	3
184	формы и	1	2
185	можно говорить	1	2
186	еще можно	1	2
187	относится и	1	2
188	в такой	2	2
189	и то	1	2
190	идет о	3	2
191	к другому	4	2
192	едва ли	3	2
193	был и	1	2
194	было и	1	2
195	его не	1	2
196	по аналогии	1	2
197	не была	2	2
198	это время	1	2
199	в широком	1	2
200	столь же	4	2
201	и л	1	2
202	совсем не	1	2
203	но не	3	2
204	но как	2	2
205	а только	4	2
206	от характера	1	2
207	отношение к	1	2
208	отличие от	1	2
209	стал бы	1	2
210	ни одна	1	2
211	к сожалению	1	2
212	в одной	2	2
213	что именно	1	2
214	в художественном	2	2
215	перед нами	5	2
216	то в	4	2
217	со своей	1	2
218	та же	4	2
219	в которой	1	2
220	уже в	1	2
221	он в	1	2
222	в рамки	1	2
223	же это	1	2
224	состоит в	2	2
225	и более	1	2
226	в плане	1	2
227	и по	3	2
228	на этом	3	2
229	то ни	1	2
230	том случае	1	2
231	но совершенно	1	2
232	для нее	2	2
233	и тем	1	2
234	бы совершенно	1	2
235	ни в	5	2
236	от него	3	2
237	должно быть	2	2
238	смысл и	1	2
239	лучше всего	1	2
240	том что	16	2
241	на первый	1	2
242	в этих	5	2
243	во второй	5	2
244	установка на	1	2
245	себе а	1	2
246	в отличие	1	2
247	их в	1	2
248	тому чтобы	1	2
249	даже в	3	2
250	тому что	4	2
251	она не	4	2
252	тем самым	1	2
253	что эта	1	2
254	и другое	2	2
255	самого начала	1	2
256	не имеет	2	2
257	этими двумя	1	2
258	для всего	2	2
259	находится в	1	2
260	никогда не	6	2
261	слова как	2	2
262	этих двух	1	2
263	как она	2	2
