N	2gram	Vygotskiy__2	Stilisti
1	и в	32	42
2	не только	12	27
3	как бы	6	27
4	прежде всего	1	22
5	и т.д	1	20
6	хотя бы	3	17
7	то же	13	15
8	но и	10	15
9	и не	10	14
10	не может	17	12
11	может быть	18	12
12	как и	10	11
13	точки зрения	17	11
14	отнюдь не	5	10
15	в этом	13	10
16	и как	7	10
17	как мы	1	10
18	мы должны	3	10
19	что мы	1	10
20	мы не	3	9
21	при этом	13	9
22	в то	5	9
23	для того	13	9
24	то что	21	9
25	в ней	5	8
26	все же	4	8
27	в себе	2	8
28	таким образом	21	8
29	тем самым	1	8
30	и это	4	8
31	с тем	11	8
32	что же	3	8
33	в зависимости	1	7
34	зависимости от	1	7
35	и на	5	7
36	в которой	2	7
37	было бы	11	7
38	и тем	4	7
39	так как	12	7
40	никогда не	9	7
41	же время	2	7
42	потому что	21	7
43	того чтобы	14	7
44	ничего не	4	7
45	с его	2	7
46	только в	7	7
47	и его	7	7
48	мы можем	3	7
49	а не	7	7
50	и от	2	7
51	во всех	3	6
52	мы будем	2	6
53	точкой зрения	1	6
54	в этой	6	6
55	но ведь	1	6
56	на его	2	6
57	в нем	4	6
58	не в	8	6
59	в процессе	2	6
60	в области	1	6
61	когда мы	2	6
62	так и	3	6
63	и так	3	6
64	в конце	3	6
65	речи и	1	6
66	в свою	3	6
67	той же	8	5
68	в нашем	1	5
69	в той	1	5
70	независимо от	1	5
71	и наконец	1	5
72	одно и	1	5
73	и с	4	5
74	того или	3	5
75	же мы	3	5
76	мы видели	1	5
77	с точки	10	5
78	и той	4	5
79	тому что	4	5
80	в сознании	4	5
81	а в	4	5
82	же самое	6	5
83	те же	6	5
84	в его	2	5
85	и следовательно	2	5
86	и является	1	5
87	и их	3	5
88	слова в	2	5
89	мы никогда	1	5
90	с помощью	1	5
91	вместе с	2	5
92	как это	4	5
93	или иного	2	5
94	и то	3	4
95	самом деле	16	4
96	тем же	1	4
97	что именно	3	4
98	и к	3	4
99	но в	3	4
100	в самом	12	4
101	что это	8	4
102	уже не	1	4
103	всех своих	1	4
104	можно было	7	4
105	в каждом	2	4
106	его в	1	4
107	и без	2	4
108	самого начала	1	4
109	на него	2	4
110	но все	1	4
111	к тому	7	4
112	на это	3	4
113	свою очередь	2	4
114	с самого	1	4
115	было в	1	4
116	если бы	6	4
117	на другого	1	4
118	о том	6	4
119	можно сказать	1	4
120	которой мы	2	4
121	все время	6	4
122	того что	8	4
123	один из	3	4
124	мы видим	4	4
125	мы увидим	1	4
126	в качестве	1	4
127	если мы	12	4
128	вопроса о	1	4
129	точка зрения	2	4
130	само собой	3	4
131	были бы	3	4
132	не просто	1	4
133	а с	2	4
134	то есть	21	4
135	к своему	2	4
136	не что	1	4
137	все это	5	4
138	не существует	2	4
139	бы в	1	4
140	так же	18	4
141	отношения к	1	3
142	на самом	5	3
143	еще не	2	3
144	ответ на	2	3
145	или иное	1	3
146	та же	3	3
147	если он	1	3
148	вследствие этого	1	3
149	что всякое	2	3
150	не к	3	3
151	слов в	1	3
152	и вот	3	3
153	их в	2	3
