N	2gram	Potebnia_M_3	Formalny
1	и не	15	30
2	вовсе не	7	28
3	и в	30	27
4	может быть	28	25
5	не может	6	24
6	так и	11	21
7	и его	4	19
8	в этом	10	18
9	таким образом	14	18
10	а не	15	17
11	самом деле	2	16
12	точки зрения	2	16
13	то же	23	15
14	в нем	9	15
15	в процессе	1	15
16	между ними	1	15
17	на самом	1	14
18	как и	10	14
19	с точки	1	14
20	не в	15	12
21	если бы	12	12
22	и т	5	11
23	в самом	8	11
24	в жизни	1	11
25	и от	4	11
26	художественное произведение	6	11
27	не могут	5	10
28	место в	3	10
29	но и	19	10
30	в действительности	5	9
31	не только	21	9
32	лишь в	1	9
33	как его	1	9
34	так как	13	9
35	так же	3	9
36	как бы	3	8
37	при этом	3	8
38	входит в	2	8
39	ни в	2	8
40	как мы	7	8
41	только в	21	8
42	то что	18	8
43	и все	3	8
44	что в	17	8
45	художественного произведения	5	7
46	тем же	4	7
47	с тем	7	7
48	не менее	5	7
49	же время	5	7
50	потому что	46	7
51	его в	3	7
52	между тем	9	7
53	в его	4	7
54	в том	32	7
55	если мы	1	7
56	там где	3	7
57	все это	4	7
58	в то	10	7
59	в искусстве	3	7
60	действительности и	3	6
61	еще не	5	6
62	но в	1	6
63	все эти	1	6
64	т д	3	6
65	в своей	2	6
66	и ее	1	6
67	и теперь	6	6
68	было бы	9	6
69	что он	6	6
70	с другой	7	6
71	вместе с	12	6
72	в данном	1	6
73	все же	2	6
74	бы в	2	6
75	во всяком	1	6
76	совсем не	1	5
77	но не	7	5
78	в истории	1	5
79	в одной	1	5
80	независимо от	5	5
81	что именно	4	5
82	в художественном	1	5
83	в единстве	1	5
84	так сказать	2	5
85	в каждом	3	5
86	ни было	1	5
87	того чтобы	3	5
88	сводится к	1	5
89	в ней	8	5
90	что они	2	5
91	связи с	2	5
92	т п	2	5
93	друг друга	3	5
94	лишь для	1	5
95	и между	4	5
96	тем что	7	5
97	и потому	4	5
98	тому как	5	5
99	что же	2	5
100	не является	1	5
101	в результате	1	5
102	другой стороны	4	5
103	не есть	17	4
104	мы не	9	4
105	он был	1	4
106	бы то	1	4
107	как в	10	4
108	и как	5	4
109	в целом	3	4
110	на ее	1	4
111	бы ни	3	4
112	в корне	1	4
113	подобно тому	2	4
114	данном случае	1	4
115	в ее	2	4
116	в слове	32	4
117	мы знаем	1	4
118	том что	18	4
119	по себе	16	4
120	она не	2	4
121	в смысле	4	4
122	тогда когда	9	4
123	мы можем	3	4
124	могут быть	3	4
125	к тому	7	4
126	следовательно и	1	4
127	и восприятия	1	4
128	о том	2	4
129	как ее	2	4
130	связь между	2	4
131	же и	3	4
132	конечно не	1	4
133	уже в	5	4
134	только на	3	4
135	для того	4	4
136	со стороны	3	4
137	прежде всего	3	4
138	мы видели	4	4
139	да и	1	4
140	слова и	5	4
141	жизни и	2	4
142	формы и	1	3
143	художественном произведении	3	3
144	одним из	1	3
145	того же	1	3
146	должна быть	1	3
147	мы уже	2	3
148	той же	2	3
149	в виду	1	3
150	и на	3	3
151	в которых	2	3
152	столь же	4	3
153	время в	3	3
154	во всех	1	3
155	то он	2	3
156	а и	4	3
157	нет и	1	3
158	самое понятие	1	3
159	что это	4	3
160	формы в	1	3
161	в себе	16	3
162	не следует	5	3
163	и с	2	3
164	те же	6	3
165	искусства в	1	3
166	это не	1	3
167	и тем	5	3
168	ее в	1	3
169	раз и	1	3
170	в этих	1	3
171	от его	1	3
172	и более	1	3
173	по отношению	5	3
174	тому что	3	3
