N	3gram	Voloshinov_1	PoTuStor
1	с точки зрения	10	6
2	по ту сторону	3	4
3	на самом деле	2	4
4	с самого начала	5	4
5	в чем не	2	3
6	до сих пор	3	3
7	по крайней мере	1	3
8	мы полагаем что	1	3
9	к матери и	2	3
10	фрейд и его	3	3
11	по сравнению с	1	3
12	во всяком случае	3	3
13	не может быть	3	3
14	и его ученики	3	3
15	ни в чем	2	3
16	может быть это	1	3
17	можно сказать что	3	3
18	в большинстве случаев	4	3
19	из тех же	1	2
20	а потому и	2	2
21	и может быть	2	2
22	абстрактный биологический организм	2	2
23	сознания при всей	1	2
24	нам кажется что	1	2
25	является по ранку	2	2
26	друг на друга	1	2
27	я и оно	3	2
28	всей жизни человека	3	2
29	в детской психике	1	2
30	шутки и остроты	1	2
31	рассеяно по всему	2	2
32	ненависть к отцу	1	2
33	его сводится к	1	2
34	на две группы	2	2
35	пробиться в сознание	2	2
36	чувств и желаний	3	2
37	только в переводе	1	2
38	связанных с ними	2	2
39	матери и к	1	2
40	в самом деле	5	2
41	мир по ту	1	2
42	в систему бессознательного	2	2
43	действительным причинам поступка	1	2
44	фрейд и фрейдисты	2	2
45	но в общем	1	2
46	не могут быть	3	2
47	все позволено и	1	2
48	явные образы сновидения	2	2
49	протяжении всей жизни	4	2
50	вся культура и	1	2
51	для психотерапевтической практики	1	2
52	сущность его сводится	1	2
53	все то что	2	2
54	можно определить как	1	2
55	он склонен к	1	2
56	в переводе на	1	2
57	с вытесненным представлением	2	2
58	в сознание и	1	2
59	о том что	1	2
60	мы можем сказать	2	2
61	испытание с точки	2	2
62	в конечном счете	1	2
63	всей последующей жизни	2	2
64	на протяжении всей	5	2
65	мысли и образы	3	2
66	с его все	2	2
67	и к отцу	1	2
68	метод свободного фантазирования	4	2
69	его все позволено	2	2
70	во всех его	1	2
71	социального и исторического	1	2
72	и с его	1	2
73	не нуждается в	1	2
74	виде оно не	1	1
75	но так ли	1	1
76	если бы он	3	1
77	свободно и беспрепятственно	1	1
78	его рождения признать	1	1
79	и выдержать точку	1	1
80	наведений ее мысли	1	1
81	сопротивление во всех	1	1
82	форму и содержание	1	1
83	и первую эрекцию	1	1
84	свое отношение к	1	1
85	его ученики цитируют	1	1
86	события его общеживотной	1	1
87	она хочет приобщить	1	1
88	лежат психические образования	1	1
