N	2gram	Bakhtin_sl_2	KulturaY
1	и т	35	54
2	т п	33	41
3	и в	39	23
4	точки зрения	8	23
5	в том	5	22
6	не только	24	17
7	в этом	16	16
8	с точки	3	16
9	может быть	37	14
10	в области	2	14
11	в самом	1	13
12	что в	3	13
13	не менее	4	12
14	для того	2	12
15	том что	5	11
16	того чтобы	2	11
17	в его	7	11
18	того что	1	11
19	а не	14	11
20	можно говорить	2	10
21	и не	22	10
22	еще не	7	9
23	таким образом	8	9
24	тем не	1	9
25	хотя бы	3	9
26	так как	4	9
27	прежде всего	8	9
28	т д	2	8
29	лишь в	3	8
30	зависимости от	4	8
31	в виду	1	8
32	уже не	5	8
33	до сих	2	8
34	сих пор	2	8
35	как это	3	7
36	в зависимости	4	7
37	все эти	6	7
38	в нашем	2	7
39	должно быть	1	7
40	речи в	1	7
41	того как	2	7
42	те же	2	7
43	и что	1	7
44	с другой	5	7
45	в языке	2	7
46	или иной	5	7
47	на фоне	4	7
48	в данном	2	7
49	слова и	8	7
50	сказать что	3	7
51	то же	4	6
52	говорить о	3	6
53	с помощью	4	6
54	только в	5	6
55	так и	15	6
56	при этом	7	6
57	и тем	1	6
58	в их	2	6
59	ничего не	1	6
60	связи с	3	6
61	не может	20	6
62	языка в	6	6
63	могут быть	7	6
64	по себе	5	6
65	о том	2	6
66	что и	3	6
67	что он	2	6
68	для этого	4	6
69	также и	2	5
70	и есть	1	5
71	как мы	7	5
72	в чем	3	5
73	о слове	7	5
74	в рамках	1	5
75	независимо от	2	5
76	все же	6	5
77	хотя и	2	5
78	как бы	7	5
79	что она	1	5
80	как и	6	5
81	не значит	1	5
82	не в	9	5
83	вовсе не	10	5
84	не могут	5	5
85	той или	5	5
86	и должно	1	5
87	слов и	3	5
88	всякого рода	1	5
89	в поэзии	2	5
90	тем что	1	5
91	далеко не	2	5
92	в связи	2	5
93	но это	3	5
94	а в	4	5
95	литературный язык	3	4
96	того же	1	4
97	в сущности	6	4
98	точка зрения	2	4
99	как в	13	4
100	в своем	6	4
101	целый ряд	1	4
102	в целом	1	4
103	языка как	7	4
104	лишь с	1	4
105	этого слова	1	4
106	в своей	1	4
107	что такое	1	4
108	не столько	3	4
109	которые в	2	4
110	тогда когда	2	4
111	как раз	1	4
112	и о	1	4
113	к языку	1	4
114	для нас	5	4
115	а также	3	4
116	между тем	3	4
117	один из	5	4
118	с одной	5	4
119	что не	1	4
120	слова в	13	4
121	не было	2	4
122	одной стороны	5	4
123	письменной речи	1	4
124	мы говорим	1	4
125	в той	4	4
126	этом случае	6	4
127	то что	2	4
128	только как	1	4
129	в таком	4	4
130	в слове	6	4
131	речь идет	1	3
132	это и	2	3
133	по преимуществу	1	3
134	той же	3	3
135	есть не	1	3
136	мы не	2	3
137	литературным языком	1	3
138	в ней	3	3
139	то мы	1	3
140	но не	6	3
141	то он	1	3
