N	3gram	Bakhtin_Fr_8	Dialekti
1	с точки зрения	2	9
2	в том что	6	9
3	не может быть	2	6
4	то же время	10	6
5	в то же	10	6
6	для того чтобы	2	5
7	в этом смысле	1	4
8	не в том	1	4
9	подобно тому как	1	4
10	и в этом	1	3
11	той или другой	1	3
12	в чем же	1	2
13	о том как	1	2
14	и в то	5	2
15	но в то	2	2
16	по сравнению с	1	2
17	и в частности	1	2
18	мы видим что	2	2
19	искать не в	1	1
20	прямо сказать что	1	1
21	сказать что в	1	1
22	прежде всего в	1	1
23	дело в том	2	1
24	на том же	1	1
25	что это не	1	1
26	том же самом	1	1
27	прежде всего это	1	1
28	к своему пределу	1	1
29	вещи не просто	1	1
30	в частности и	1	1
31	самом же деле	1	1
32	мы переходим к	1	1
33	в той же	3	1
34	в отличие от	1	1
35	можно сказать что	2	1
36	на самом же	1	1
37	мы видим в	1	1
38	во всей его	1	1
39	ни о какой	1	1
40	и то что	1	1
41	в гл ix	1	1
42	в данном случае	2	1
43	если бы мы	1	1
44	друг другу как	1	1
45	да еще с	1	1
46	в сущности это	1	1
47	и при этом	1	1
48	и как бы	1	1
49	и с этой	1	1
50	вот как он	1	1
51	в связи с	3	1
52	можно прямо сказать	1	1
53	как бы в	1	1
54	с одной из	2	1
55	не мог не	1	1
56	имел в виду	1	1
57	уже не просто	1	1
58	о том что	2	1
59	и вместе с	1	1
60	не только не	2	1
61	в пределах одной	1	1
62	как бы ни	1	1
63	ни о каком	1	1
64	вопрос о том	1	1
65	и прежде всего	1	1
66	одна из этих	1	1
67	речь идет о	1	1
68	включает в себя	1	1
69	с другой стороны	2	1
70	может и не	1	1
71	судить о том	1	1
72	в свете этой	1	1
73	после того как	1	1
74	это как бы	1	1
75	кроме того в	1	1
76	и не имеет	1	1
77	в особенности же	1	1
78	смысл и свое	1	1
79	уже не раз	1	1
80	оно и не	1	1
81	но если бы	1	1
82	от вещей и	1	1
83	той или иной	1	1
