N	2gram	Losev_Dial_2	FransuaR
1	и в	19	65
2	и др	1	24
3	как бы	14	22
4	и не	30	22
5	вовсе не	13	18
6	в сущности	2	16
7	в том	14	16
8	в этом	8	15
9	но в	2	14
10	в нем	10	13
11	мы уже	8	12
12	и на	1	11
13	тела в	1	11
14	прежде всего	8	11
15	все эти	2	10
16	не только	19	10
17	и его	5	10
18	так и	10	10
19	но и	12	10
20	и потому	5	10
21	во всех	2	9
22	в его	1	9
23	все это	4	9
24	форм и	2	9
25	за пределы	4	8
26	всех этих	3	8
27	в своем	4	8
28	в основе	1	8
29	культуры и	2	8
30	в дальнейшем	1	8
31	и даже	14	8
32	здесь в	1	8
33	по своему	5	8
34	его в	3	7
35	точки зрения	12	7
36	уже говорили	1	7
37	в области	2	7
38	только в	5	7
39	жизни и	6	7
40	на самом	2	6
41	в ней	2	6
42	еще не	4	6
43	все же	4	6
44	главным образом	1	6
45	при этом	4	6
46	том что	10	6
47	никогда не	9	6
48	тела и	5	6
49	как мы	3	6
50	времени и	9	6
51	искусства и	1	6
52	в литературе	1	6
53	одно из	4	6
54	так как	14	6
55	может быть	20	6
56	не знает	1	6
57	сказать что	10	6
58	связана с	2	5
59	века в	1	5
60	в обычной	1	5
61	литературы и	1	5
62	отличие от	1	5
63	как в	2	5
64	с их	1	5
65	в них	1	5
66	как и	10	5
67	есть в	2	5
68	в своей	8	5
69	потому что	14	5
70	той или	4	5
71	между тем	2	5
72	тело и	3	5
73	и одновременно	1	5
74	на мир	2	5
75	в одном	4	5
76	или иной	1	5
77	еще и	1	5
78	и пр	5	5
79	превращается в	1	5
80	в частности	2	5
81	в той	3	5
82	и все	12	5
83	в своих	2	5
84	и до	1	4
85	в общем	2	4
86	и к	7	4
87	поэтому и	1	4
88	в самом	5	4
89	в этой	3	4
90	так сказать	1	4
91	и еще	1	4
92	в узком	2	4
93	на всю	2	4
94	во время	2	4
95	в их	2	4
96	смех в	1	4
97	не в	8	4
98	до сих	2	4
99	и искусства	1	4
100	можно только	2	4
101	на всех	1	4
102	большей или	1	4
103	связи с	4	4
104	в жизни	2	4
105	из них	3	4
106	или меньшей	1	4
107	сих пор	2	4
108	это уже	2	4
109	мира и	1	4
110	это как	3	4
111	совершенно не	7	4
112	это в	1	4
113	самом деле	4	3
114	по его	1	3
115	мы и	1	3
116	мы будем	1	3
117	не просто	12	3
118	уже не	3	3
119	но все	2	3
120	то что	14	3
121	в себе	15	3
122	но на	1	3
123	и с	5	3
124	это не	10	3
125	весь мир	1	3
126	далеко не	1	3
127	в ее	4	3
128	образности и	1	3
129	с точки	8	3
130	но это	7	3
131	уже сказали	1	3
132	даже в	3	3
133	взглянуть на	1	3
134	ничего не	3	3
135	и тела	1	3
136	по своей	4	3
137	этом отношении	1	3
138	и здесь	1	3
139	не могут	4	3
140	сама жизнь	2	3
141	и прежде	2	3
142	всегда в	1	3
143	в виду	5	3
144	она была	1	3
145	и вообще	6	3
146	с ним	4	3
147	с другой	5	3
148	и во	1	3
149	к нему	4	3
150	во всей	1	3
151	что он	6	3
152	но как	5	3
153	где они	1	3
154	друг друга	1	3
155	в системе	2	3
156	как раз	5	3
157	в других	1	3
158	даже и	1	3
159	же деле	1	3
160	самом же	1	3
161	и эта	1	3
162	нет ничего	1	3
163	и их	3	3
164	в тех	2	3
165	в состоянии	2	3
166	обычной жизни	1	3
167	но для	1	3
168	на землю	1	3
169	и ни	1	3
170	не может	9	3
171	что в	7	3
172	в искусстве	2	3
173	например в	2	2
174	всего того	1	2
175	для своего	1	2
176	всех его	1	2
177	не была	1	2
178	бы ни	2	2
179	и он	1	2
180	это время	3	2
181	он был	1	2
182	на них	1	2
183	время в	1	2
184	в чем	3	2
185	различия между	2	2
186	но не	6	2
187	времени то	2	2
188	нет и	1	2
189	форме и	1	2
190	и выражения	1	2
191	своему существу	1	2
192	этот смех	1	2
193	из этих	1	2
194	на некоторых	1	2
195	во многих	1	2
196	он не	4	2
197	смысле но	1	2
198	не к	1	2
199	человеческого тела	1	2
200	и вот	4	2
201	на его	2	2
202	свое время	1	2
203	и по	4	2
204	на все	2	2
205	это было	3	2
206	истории и	1	2
207	оно находится	1	2
208	всегда и	1	2
209	в этих	3	2
210	эта была	1	2
211	характер это	1	2
212	но эта	1	2
213	их в	2	2
214	и почти	3	2
215	и очень	1	2
216	от чисто	1	2
217	на него	2	2
218	образом в	1	2
219	нем в	1	2
220	и вечность	2	2
221	во всем	1	2
222	начиная с	1	2
223	его обычно	1	2
224	есть только	4	2
225	могут быть	4	2
226	к тому	2	2
227	особый тип	1	2
228	и это	5	2
229	но при	1	2
230	приводит к	1	2
231	во многом	1	2
232	понятно что	2	2
233	на что	1	2
234	из основных	1	2
235	мы всегда	1	2
236	о том	5	2
237	можно сказать	5	2
238	ни на	2	2
239	но с	1	2
240	и образы	2	2
241	мы видим	2	2
242	с одной	2	2
243	только на	1	2
244	или даже	1	2
245	ни с	4	2
246	тела как	1	2
247	в наиболее	1	2
248	от того	4	2
249	в особенности	1	2
250	при всей	1	2
251	только чисто	1	2
252	что не	6	2
253	в некоторых	2	2
254	одной стороны	1	2
255	несмотря на	2	2
256	сферы бытия	1	2
257	отвлеченного и	1	2
258	в разной	2	2
259	его на	1	2
260	в изображении	2	2
261	к жизни	1	2
262	быть только	2	2
263	да и	6	2
264	в это	3	2
265	того что	6	2
266	еще раз	1	2
267	что мы	2	2
268	в целом	1	2
269	кроме того	3	2
270	и часто	2	2
271	и от	3	2
272	это можно	1	2
273	или в	2	2
274	совершенно иной	1	2
275	вовсе нет	1	2
276	вполне понятно	1	2
277	разной степени	1	2
278	от всего	2	2
279	его формы	1	2
280	же в	2	2
281	здесь только	1	2
282	из тех	1	2
283	в живописи	1	2
284	себе самому	1	2
285	в свое	1	2
286	в противоположность	2	2
287	в таком	4	2
288	говорили уже	1	1
289	от этой	1	1
290	речь идет	1	1
291	даны здесь	1	1
292	человека и	2	1
293	тех же	1	1
294	многих отношениях	1	1
295	этого последнего	2	1
296	это и	3	1
297	все его	3	1
298	смотрит на	1	1
299	же по	1	1
300	между двумя	1	1
301	вещь не	1	1
302	уже указывали	1	1
303	оно было	1	1
304	в какой-то	1	1
305	действительности и	1	1
306	то же	12	1
307	их и	1	1
308	и воспринимаются	1	1
309	и глубину	1	1
310	и значение	1	1
311	мы не	1	1
312	этого нет	3	1
313	и новые	1	1
314	нам в	1	1
315	сущности это	1	1
316	на эти	1	1
317	только благодаря	1	1
318	глубины и	1	1
319	говорить о	5	1
320	этого термина	1	1
321	и самой	1	1
322	самый термин	1	1
323	и видеть	1	1
324	и временной	1	1
325	есть форма	2	1
326	от них	1	1
327	таковы и	1	1
328	есть по	1	1
329	остаются в	1	1
330	и воображения	1	1
331	или иное	4	1
332	человека с	1	1
333	только путем	1	1
334	характер чего-то	1	1
335	в животном	1	1
336	это вовсе	2	1
337	с этим	3	1
338	чем мы	1	1
339	все остальные	1	1
340	далее и	1	1
341	не остается	1	1
342	и понимания	1	1
343	и как	10	1
344	что по	2	1
345	есть ли	5	1
346	от этого	3	1
347	них как	1	1
348	и конечно	1	1
349	еще на	2	1
350	в которой	2	1
351	он в	1	1
352	по преимуществу	1	1
353	в последнее	1	1
354	раз в	2	1
355	остановиться на	1	1
356	по форме	1	1
357	творчество и	1	1
358	жизнь как	1	1
359	тому же	1	1
360	как он	4	1
361	на то	1	1
362	не могла	1	1
363	он всегда	2	1
364	и если	4	1
365	вообще не	1	1
366	освобождению от	1	1
367	в античном	2	1
368	из сферы	1	1
369	же это	4	1
370	мир как	1	1
371	и более	3	1
372	можно даже	1	1
373	из него	1	1
374	на этом	2	1
375	но дело	1	1
376	в основу	1	1
377	это конечно	4	1
378	отдельных органов	1	1
379	как они	3	1
380	мифологии и	7	1
381	связанные с	1	1
382	и может	6	1
383	об этом	3	1
384	от земли	2	1
385	действительности в	1	1
386	было бы	3	1
387	говоря о	1	1
388	лишь на	1	1
389	к становлению	1	1
390	на сцене	2	1
391	этом мы	1	1
392	но уже	1	1
393	в храме	1	1
394	мы имеем	3	1
395	и уже	3	1
396	нигде не	1	1
397	на первый	1	1
398	несколько слов	1	1
399	и при	2	1
400	с вещами	1	1
401	что такое	3	1
402	почти не	1	1
403	просто в	1	1
404	телом и	1	1
405	жизнь и	5	1
406	никакому сомнению	1	1
407	мы называем	1	1
408	жизни с	2	1
409	себе самой	1	1
410	как это	7	1
411	есть его	1	1
412	только для	1	1
413	его мы	1	1
414	времени не	1	1
415	но он	4	1
416	сами по	3	1
417	без всяких	1	1
418	оно само	1	1
419	все проявления	1	1
420	тому чтобы	1	1
421	ним в	1	1
422	во времени	4	1
423	формы как	1	1
424	можно ли	3	1
425	не менее	3	1
426	такие фигуры	1	1
427	она не	8	1
428	что с	2	1
429	в то	6	1
430	широком смысле	2	1
431	в науке	2	1
432	именно такова	1	1
433	в самых	1	1
434	считает что	1	1
435	которые были	2	1
436	его проявлений	1	1
437	в разных	3	1
438	же время	5	1
439	своей природе	2	1
440	другой стороны	4	1
441	убедиться в	2	1
442	не утверждаем	1	1
443	тех или	2	1
444	форма выражения	2	1
445	остается в	1	1
446	вопрос в	1	1
447	им и	1	1
448	и исторического	1	1
449	что на	2	1
450	того это	1	1
451	ему не	1	1
452	не потому	6	1
453	с другом	1	1
454	воспринимаются как	1	1
455	все то	1	1
456	конечно гораздо	1	1
457	и такие	1	1
458	и всех	1	1
459	они и	1	1
460	оно не	1	1
461	опираясь на	1	1
462	вещей в	1	1
463	своего развития	1	1
464	у себя	1	1
465	что все	1	1
466	и образ	1	1
467	себе какую-то	1	1
468	здесь не	1	1
469	без всякого	4	1
470	и телесная	1	1
471	в собственном	1	1
472	последнее время	1	1
473	то или	4	1
474	или еще	1	1
475	всей своей	1	1
476	признания и	1	1
477	мы наблюдаем	1	1
478	дано в	1	1
479	котором мы	1	1
480	бытия которая	1	1
481	он именно	1	1
482	те же	1	1
483	здесь как	1	1
484	здесь нет	1	1
485	оно все	1	1
486	еще в	1	1
487	подойти к	1	1
488	именно этот	1	1
489	это только	3	1
490	мы в	2	1
491	строго говоря	1	1
492	из одного	1	1
493	по теории	1	1
494	дополняют друг	1	1
495	эта сторона	1	1
496	мыслится ими	1	1
497	только и	2	1
498	по себе	18	1
499	в состав	1	1
500	и возможно	1	1
501	вот почему	1	1
502	и та	6	1
503	из потока	2	1
504	все вещи	1	1
505	и являются	1	1
506	в глаза	1	1
507	в новую	2	1
508	вне всякой	1	1
509	времени в	2	1
510	по их	1	1
511	науке и	1	1
512	и единый	1	1
513	нас в	1	1
514	в которую	1	1
515	мы понимаем	1	1
516	которой мы	1	1
517	и всякая	2	1
518	и вещей	1	1
519	никаких сомнений	1	1
520	и только	4	1
521	них в	1	1
522	наконец в	1	1
523	именно в	2	1
524	резко отличается	1	1
525	она еще	1	1
526	и следовательно	5	1
527	и она	2	1
528	с человеческим	1	1
529	мысли не	1	1
530	этих сфер	1	1
531	с ними	2	1
532	ли он	1	1
533	проникнуть в	1	1
534	в какой	2	1
535	и действительно	1	1
536	всяком случае	2	1
537	и ее	1	1
538	не было	3	1
539	в теле	1	1
540	делает его	1	1
541	же и	9	1
542	с нею	3	1
543	к земле	1	1
544	литература но	1	1
545	уже в	4	1
546	этом что	1	1
547	и они	2	1
548	то и	1	1
549	но самое	1	1
550	на этих	1	1
551	оно всегда	2	1
552	его и	1	1
553	превращаются в	1	1
554	возможна и	2	1
555	в конце	2	1
556	что и	5	1
557	фигуры как	1	1
558	к ним	1	1
559	не о	1	1
560	без этого	4	1
561	у него	1	1
562	случае не	1	1
563	только по	1	1
564	и во-вторых	1	1
565	тем что	2	1
566	ее на	1	1
567	мир на	1	1
568	такие которые	1	1
569	в очень	2	1
570	момент в	2	1
571	одном месте	1	1
572	свою историю	1	1
573	к которому	1	1
574	она и	2	1
575	следовательно не	2	1
576	которые не	2	1
577	себя и	1	1
578	в живом	1	1
579	только к	2	1
580	говорит о	1	1
581	определенная и	1	1
582	чтобы убедиться	1	1
583	он только	1	1
584	в любой	2	1
585	был в	2	1
586	не на	2	1
587	а не	16	1
588	они одинаково	1	1
589	жизнь в	2	1
590	его как	1	1
591	всех времен	1	1
