N	3gram	Bakhtin_Pr_2	Psycholo
1	для того чтобы	1	19
2	на то что	2	16
3	в том что	4	14
4	в зависимости от	3	6
5	о том что	3	6
6	в самом деле	3	5
7	до сих пор	2	5
8	с другой стороны	1	5
9	по сравнению с	2	4
10	и как бы	2	4
11	друг к другу	3	4
12	в лучшем случае	1	3
13	на этот вопрос	1	3
14	то что он	1	3
15	о котором мы	1	3
16	с самого начала	1	3
17	мы видим что	1	3
18	можно было бы	1	3
19	друг с другом	2	3
20	в этом отношении	2	3
21	и того же	1	2
22	и той же	1	2
23	одного и того	1	2
24	в этом случае	1	2
25	с точки зрения	9	2
26	в отличие от	1	2
27	котором мы говорили	1	2
28	одной и той	1	2
29	том что мы	1	2
30	так же как	3	2
31	в данном случае	1	2
32	сами по себе	1	2
33	таким образом мы	1	2
34	не только в	1	2
35	в конце концов	3	2
36	в том и	1	2
37	по себе не	1	2
38	само по себе	2	2
39	не может быть	6	2
40	и в самом	2	2
41	той или иной	3	2
42	можно сказать что	2	2
43	друг от друга	2	2
44	как бы в	2	2
45	на самом деле	1	2
46	именно потому что	1	2
47	свое отношение к	1	1
48	и в сущности	1	1
49	оно может быть	1	1
50	дело в том	1	1
51	мы имеем в	2	1
52	они все время	1	1
53	по отношению к	8	1
54	более или менее	1	1
55	в этом смысле	5	1
56	которые сами по	1	1
57	нам кажется что	1	1
58	к самому герою	1	1
59	же как и	2	1
60	и в этом	6	1
61	художественного произведения и	1	1
62	что с точки	1	1
63	живого человека в	1	1
64	в другом месте	1	1
65	что он не	1	1
66	жизни и смерти	7	1
67	сказать что и	1	1
68	но он не	1	1
69	с ними в	1	1
70	почти никогда не	1	1
71	и др в	1	1
72	по крайней мере	2	1
73	так сказать в	1	1
74	но все они	1	1
75	показать что и	1	1
76	ни один элемент	1	1
77	то время как	1	1
78	и не дает	1	1
79	все эти три	1	1
80	мы приводили в	1	1
81	х годов и	1	1
82	и в его	3	1
83	у нее нет	1	1
84	смысле этого слова	2	1
85	как один из	1	1
86	потому что она	1	1
87	при этом совершенно	1	1
88	то есть не	1	1
89	а не как	1	1
90	не знает о	1	1
91	что у него	1	1
92	они никогда не	1	1
93	и в романе	1	1
94	в начале романа	1	1
95	и в том	2	1
96	данном случае в	1	1
97	потому что они	2	1
98	этой точки зрения	2	1
99	ни в каком	1	1
100	в нем нет	1	1
101	в то время	1	1
102	нет ни одной	1	1
103	сих пор в	1	1
104	рядом с этим	1	1
105	ничего общего с	1	1
106	не может стать	1	1
107	между ними и	1	1
108	в целом ряде	2	1
109	романа в том	1	1
110	в том смысле	1	1
111	таким образом три	1	1
112	и т.п и	1	1
113	в романах достоевского	5	1
114	тому что он	1	1
115	говорит об этом	1	1
116	согласие или несогласие	1	1
117	не может в	1	1
118	в письме к	1	1
119	но не только	1	1
120	себя и свою	1	1
121	в жизни и	1	1
122	в русской литературе	2	1
123	можно выразить так	1	1
124	он как бы	1	1
