N	2gram	Losev_Prob_2	FransuaR
1	и в	35	65
2	то есть	39	45
3	и др	2	24
4	как бы	4	22
5	и не	37	22
6	вовсе не	37	18
7	в том	12	16
8	в этом	17	15
9	но в	6	14
10	в нем	1	13
11	в условиях	2	13
12	нового времени	1	13
13	мы уже	3	12
14	и на	5	11
15	прежде всего	11	11
16	все эти	7	10
17	не только	24	10
18	и его	1	10
19	так и	7	10
20	но и	16	10
21	и потому	1	10
22	том числе	2	10
23	во всех	2	9
24	в его	7	9
25	все это	4	9
26	всех этих	4	8
27	в своем	4	8
28	в основе	3	8
29	в дальнейшем	1	8
30	и даже	11	8
31	здесь в	1	8
32	по своему	5	8
33	его в	3	7
34	точки зрения	2	7
35	в области	6	7
36	только в	14	7
37	числе и	2	7
38	на самом	4	6
39	и литературы	1	6
40	в ней	2	6
41	еще не	10	6
42	все же	8	6
43	при этом	3	6
44	том что	19	6
45	в отношении	4	6
46	никогда не	1	6
47	как мы	5	6
48	времени и	1	6
49	в значительной	3	6
50	в литературе	1	6
51	так как	7	6
52	может быть	18	6
53	не знает	3	6
54	сказать что	24	6
55	литературы и	1	5
56	с его	1	5
57	его развития	1	5
58	как в	1	5
59	с их	1	5
60	в них	2	5
61	как и	5	5
62	есть в	4	5
63	потому что	13	5
64	той или	5	5
65	между тем	1	5
66	тело и	1	5
67	и одновременно	1	5
68	в одном	1	5
69	или иной	5	5
70	еще и	5	5
71	превращается в	1	5
72	в частности	5	5
73	в той	2	5
74	и все	5	5
75	еще более	2	5
76	в своих	3	5
77	здесь и	1	4
78	и до	1	4
79	в общем	4	4
80	и к	3	4
81	поэтому и	1	4
82	в самом	5	4
83	в этой	9	4
84	так сказать	1	4
85	и еще	1	4
86	в узком	1	4
87	на всю	2	4
88	входит в	2	4
89	во время	1	4
90	в их	3	4
91	мысли и	2	4
92	не в	2	4
93	до сих	4	4
94	и искусства	1	4
95	латинском языке	1	4
96	можно только	2	4
97	связи с	5	4
98	отношение к	1	4
99	сих пор	4	4
100	мира и	1	4
101	для нас	9	4
102	совершенно не	2	4
103	это в	2	4
104	можно говорить	3	3
105	в обычном	1	3
106	самом деле	4	3
107	по его	1	3
108	мы и	6	3
109	конечно и	1	3
110	мы будем	1	3
111	не просто	11	3
112	и вовсе	6	3
113	уже не	8	3
114	но все	2	3
115	то что	38	3
116	в себе	5	3
117	перестает быть	3	3
118	и с	10	3
119	на этой	2	3
120	это не	1	3
121	далеко не	4	3
122	разного рода	4	3
123	но это	6	3
124	даже в	2	3
125	ничего не	10	3
126	по своей	1	3
127	этом отношении	1	3
128	и здесь	4	3
129	не могут	4	3
130	и прежде	2	3
131	всегда в	1	3
132	в виду	8	3
133	известной мере	1	3
134	и вообще	16	3
135	с ним	1	3
136	о нем	2	3
137	с другой	6	3
138	и во	1	3
139	к нему	2	3
140	во всей	1	3
141	что он	4	3
142	но как	6	3
143	в известной	1	3
144	друг друга	1	3
145	в системе	2	3
146	как раз	8	3
147	даже и	18	3
148	же деле	1	3
149	самом же	1	3
150	и эта	1	3
151	мира в	1	3
152	нет ничего	2	3
153	и их	3	3
154	в тех	2	3
155	в состоянии	2	3
156	но для	1	3
157	в более	1	3
158	не является	7	3
159	и ни	3	3
160	не может	13	3
161	что в	11	3
162	отношения к	1	2
163	одним из	1	2
164	мы здесь	3	2
165	нам кажется	2	2
166	это очень	1	2
167	на тех	1	2
168	для своего	1	2
169	и само	2	2
170	это всегда	1	2
171	не вполне	4	2
172	он был	1	2
173	на них	1	2
174	время в	1	2
175	различия между	1	2
176	но не	4	2
177	не входит	1	2
178	значение и	8	2
179	нет и	3	2
180	форме и	1	2
181	мы дадим	1	2
182	и наконец	3	2
183	это определение	1	2
184	в чисто	1	2
185	из этих	3	2
186	во многих	2	2
187	он не	2	2
188	в заключение	2	2
189	свое время	1	2
190	его от	2	2
191	и по	3	2
192	так например	1	2
193	пусть и	1	2
194	слов о	1	2
195	а его	1	2
196	это было	2	2
197	в этих	4	2
198	эта была	1	2
199	и без	5	2
200	но эта	3	2
201	их в	4	2
202	и почти	1	2
203	бы быть	1	2
204	этот мир	1	2
205	и очень	1	2
206	раз и	5	2
207	при всех	3	2
208	в таких	3	2
209	на него	2	2
210	образом в	1	2
211	и вещи	2	2
212	этих двух	1	2
213	и именно	1	2
214	есть только	8	2
215	к тому	3	2
216	и это	5	2
217	которого мы	1	2
218	значительной мере	3	2
219	но при	2	2
220	и многие	2	2
221	говорили что	1	2
222	роль в	2	2
223	особенно в	1	2
224	во многом	1	2
225	поэтому в	1	2
226	на что	1	2
227	о том	18	2
228	можно сказать	6	2
229	ни на	1	2
230	является здесь	2	2
231	не раскрытым	1	2
232	в свете	3	2
233	еще только	1	2
234	но с	1	2
235	этот вопрос	1	2
236	xix и	1	2
237	с одной	5	2
238	только на	9	2
239	и чисто	1	2
240	или даже	3	2
241	ни с	2	2
242	не для	1	2
243	от того	1	2
244	что не	5	2
245	всего мира	1	2
246	одной стороны	5	2
247	до конца	1	2
248	и самый	4	2
249	тело или	3	2
250	несмотря на	3	2
251	и так	1	2
252	и особенно	2	2
253	выражения и	1	2
254	некоторые из	1	2
255	его на	1	2
256	быть только	3	2
257	да и	10	2
258	того что	12	2
