N	3gram	Trubetskoy_1	Problema
1	с точки зрения	9	11
2	той или иной	3	11
3	тем не менее	1	10
4	в том что	7	8
5	то же самое	1	6
6	по крайней мере	1	6
7	в данном случае	3	5
8	но даже и	1	4
9	можно было бы	3	4
10	во всяком случае	6	4
11	то есть не	1	3
12	на самом деле	6	3
13	только в том	2	3
14	то и другое	1	3
15	точно так же	2	3
16	вместе с тем	3	3
17	и с точки	1	3
18	тех или иных	1	3
19	в связи с	1	3
20	и во всяком	2	3
21	того или иного	2	3
22	о том что	2	3
23	в том виде	1	2
24	том виде как	1	2
25	и в других	1	2
26	тот или иной	1	2
27	в себе и	2	2
28	в другом случае	2	2
29	жизни и в	1	2
30	в значительной мере	2	2
31	и в частности	1	2
32	в том чтобы	1	2
33	только в виде	1	2
34	не только для	1	2
35	для того чтобы	6	2
36	более или менее	4	2
37	заключается в том	1	2
38	и прежде всего	1	2
39	в то же	10	2
40	так чтобы все	1	2
41	сама по себе	2	2
42	к тому же	1	2
43	и только в	1	2
44	должны были бы	1	1
45	но все же	1	1
46	а следовательно и	2	1
47	отнюдь не всякий	1	1
48	да и этот	1	1
49	одной или нескольких	1	1
50	в силу этого	1	1
51	заключается не в	1	1
52	дело в том	1	1
53	так же и	1	1
54	между прочим и	1	1
55	одной из этих	1	1
56	ведь даже если	1	1
57	и не может	3	1
58	что он не	2	1
59	также и то	1	1
60	бы то ни	4	1
61	только то что	1	1
62	но можно ли	1	1
63	что не только	1	1
64	совершенно ясно что	1	1
65	том числе и	1	1
66	за то что	1	1
67	ничего подобного не	1	1
68	обусловливают друг друга	1	1
69	во всех областях	1	1
70	есть то что	1	1
71	до сих пор	5	1
72	они в своем	1	1
73	и то что	3	1
74	отнюдь не является	1	1
75	не подлежит никакому	1	1
76	так же как	1	1
77	само собой разумеется	1	1
78	сих пор мы	1	1
79	он как будто	1	1
80	то ни было	1	1
81	подлежит никакому сомнению	1	1
82	мы не знаем	1	1
83	ни к какому	1	1
84	на первый взгляд	1	1
85	в конце концов	3	1
86	говорить о том	1	1
87	те или другие	1	1
88	и не признает	1	1
89	и как бы	1	1
90	всяком случае не	1	1
91	по себе еще	1	1
92	мы говорили выше	1	1
93	от всякого другого	1	1
94	прежде всего в	1	1
95	друг к другу	1	1
96	самом деле для	1	1
97	вопрос о том	1	1
98	в том числе	1	1
99	на себе отпечаток	1	1
100	а в том	1	1
101	ведь вся эта	1	1
102	последнее время в	1	1
103	и вместе с	2	1
104	в свою очередь	1	1
105	это и есть	1	1
106	случае не будет	1	1
107	он верит в	1	1
108	и тем самым	2	1
109	но и для	1	1
110	с самого начала	1	1
111	прежде всего с	1	1
112	несмотря на все	1	1
113	в настоящее время	2	1
114	на то что	4	1
115	о котором мы	1	1
116	являются не просто	1	1
117	к тому что	2	1
118	себе еще не	1	1
119	если бы все	1	1
120	бы для него	1	1
121	нечего и говорить	1	1
