N	2gram	Losev_Prob_1	RusskieA
1	и в	32	29
2	т е	1	24
3	том что	12	22
4	в том	9	22
5	что в	12	22
6	как бы	14	18
7	в других	5	15
8	так как	11	13
9	может быть	14	13
10	и п	1	13
11	во время	1	12
12	в этом	19	11
13	как и	3	11
14	одна из	1	11
15	не только	17	10
16	и с	2	10
17	все это	7	10
18	во многих	2	9
19	о том	11	9
20	в некоторых	1	9
21	а в	4	9
22	его в	6	8
23	показывает что	1	8
24	или на	3	8
25	но и	9	8
26	ее в	2	8
27	как в	4	7
28	данном случае	8	7
29	мы видели	1	7
30	или в	4	7
31	мы имеем	2	6
32	мы не	2	6
33	еще не	9	6
34	и на	8	6
35	при этом	6	6
36	таким образом	6	6
37	того чтобы	9	6
38	на нее	1	6
39	для нас	5	6
40	для того	8	6
41	с тем	5	6
42	вместе с	2	6
43	в данном	9	6
44	этом случае	2	6
45	же в	4	6
46	и т	11	5
47	но не	9	5
48	но в	14	5
49	это не	6	5
50	т д	10	5
51	не может	8	5
52	представление о	1	5
53	потому что	16	5
54	для этого	3	5
55	и что	9	5
56	будто бы	1	5
57	то что	42	5
58	к этому	1	5
59	же как	2	4
60	то же	10	4
61	вопрос о	1	4
62	видели что	1	4
63	что по	1	4
64	уже не	3	4
65	их в	4	4
66	том же	1	4
67	в них	7	4
68	далеко не	5	4
69	в которых	3	4
70	из земли	1	4
71	не в	4	4
72	тогда когда	1	4
73	у нас	14	4
74	а также	4	4
75	к нему	3	4
76	так что	6	4
77	то и	6	4
78	в виде	15	4
79	из них	3	4
80	именно в	4	4
81	а не	15	4
82	о чем	6	4
83	так же	9	4
84	как это	6	4
85	этих случаях	3	4
86	по существу	2	4
87	и все	7	4
88	или вообще	2	4
89	в таком	9	4
90	в году	1	3
91	или ее	1	3
92	и о	8	3
93	в ее	3	3
94	только тогда	1	3
95	что ее	1	3
96	это показывает	1	3
97	что это	3	3
98	все эти	8	3
99	в этой	10	3
100	что она	5	3
101	подобно тому	2	3
102	на этом	1	3
103	и других	1	3
104	с другими	2	3
105	на первый	2	3
106	в эту	2	3
107	в этих	3	3
108	в котором	5	3
109	не будем	2	3
110	но он	3	3
111	она не	2	3
112	в таких	2	3
113	не имеет	2	3
114	как мы	7	3
115	эту ночь	1	3
