N	2gram	Tiupa_Disk_2	Narrotol
1	не только	10	26
2	а не	14	17
3	представляет собой	11	16
4	тогда как	11	15
5	но и	11	15
6	при этом	17	14
7	в том	8	14
8	в качестве	16	14
9	и не	15	14
10	в этом	16	13
11	и в	16	13
12	том что	10	13
13	состоит в	16	12
14	такого рода	9	12
15	только в	3	11
16	в частности	12	11
17	с собачкой	1	10
18	может быть	16	10
19	в данном	7	10
20	своего рода	10	9
21	сводится к	2	9
22	так и	9	9
23	то есть	12	9
24	к тому	1	9
25	а в	2	9
26	в себе	19	8
27	то что	5	8
28	нарративного дискурса	1	8
29	не в	3	8
30	коммуникативного события	5	8
31	в тексте	3	8
32	картина мира	4	8
33	не может	9	8
34	нарративная модальность	1	7
35	иначе говоря	3	7
36	к себе	1	7
37	не сводится	4	7
38	события рассказывания	1	7
39	в рамках	7	6
40	в своем	5	6
41	все же	6	6
42	но в	11	6
43	в жизни	1	6
44	никогда не	2	6
45	ничего не	1	6
46	данном случае	6	6
47	коммуникативное событие	3	6
48	и т.п	12	6
49	можно сказать	3	6
50	а также	8	6
51	в его	3	6
52	того что	1	6
53	со стороны	10	6
54	прежде всего	7	6
55	как бы	4	6
56	нарративная интрига	1	6
57	жизни в	3	6
58	героя в	5	6
59	я не	1	5
60	ответ на	1	5
61	отличие от	12	5
62	что он	2	5
63	как в	8	5
64	хотя и	1	5
65	в нем	7	5
66	тем не	1	5
67	он не	3	5
68	таким образом	1	5
69	по мысли	6	5
70	далеко не	2	5
71	точки зрения	4	5
72	в котором	3	5
73	место в	2	5
74	не столько	3	5
75	человеческого я	1	5
76	тем самым	6	5
77	в то	5	5
78	на него	1	5
79	о том	4	5
80	в форме	1	5
81	с одной	4	5
82	по отношению	4	5
83	с другой	5	5
84	одной стороны	4	5
85	себе самому	2	5
86	в той	2	5
87	картиной мира	1	5
88	в отличие	12	5
89	я в	5	5
90	отношению к	4	5
91	то же	6	4
92	в модальности	2	4
93	в ее	1	4
94	в этой	4	4
95	отнюдь не	6	4
96	перед нами	3	4
97	в силу	1	4
98	уже не	3	4
99	в мире	11	4
100	об этом	1	4
101	в глазах	1	4
102	в своей	6	4
103	не к	2	4
104	не менее	7	4
105	при всей	7	4
106	но при	2	4
107	в себя	2	4
108	читателя в	1	4
109	времени и	2	4
110	как у	1	4
111	и т.д	1	4
112	в другом	3	4
113	истории в	1	4
114	в какой	1	4
115	рассказывания в	1	4
116	для него	5	4
117	следует признать	3	4
118	в рассказе	4	4
119	как и	16	4
120	мира в	3	4
121	как это	1	4
122	не является	4	4
123	и все	3	4
124	с ним	1	4
125	же в	1	4
126	жизни и	3	4
127	что в	5	4
128	для себя	2	3
129	самом деле	1	3
130	мы имеем	2	3
131	пребывания в	1	3
132	с его	6	3
133	как правило	1	3
134	но не	7	3
135	большей части	2	3
136	в целом	2	3
137	все эти	3	3
138	и его	3	3
139	так сказать	1	3
140	не следует	3	3
141	внутренней речи	3	3
142	система персонажей	1	3
143	конечном счете	1	3
144	того или	1	3
145	соответствии с	3	3
146	характер и	1	3
147	о которой	1	3
148	и того	3	3
149	о герое	1	3
150	одна из	1	3
151	пока еще	2	3
152	же время	5	3
153	по своей	6	3
154	этом отношении	4	3
155	к позиции	1	3
156	той или	3	3
157	и сам	1	3
158	мира и	4	3
159	действующих лиц	1	3
160	строго говоря	1	3
161	о ней	1	3
162	о нем	1	3
163	внимание на	1	3
164	коммуникативного поведения	1	3
165	в конечном	1	3
166	по слову	1	3
167	существенную роль	1	3
168	это не	3	3
169	к ней	1	3
170	один из	1	3
171	никак не	1	3
172	между тем	2	3
173	первого лица	1	3
174	и даже	1	3
175	или иной	3	3
176	по большей	2	3
177	в соответствии	2	3
178	человек в	1	3
179	да и	1	3
180	с этой	1	3
181	и для	2	3
182	лицо и	1	3
183	а к	2	3
184	опыта в	1	3
185	сказать что	1	3
186	к его	4	3
187	или иного	2	3
188	нарративного высказывания	1	3
189	в чужой	1	2
190	мере в	1	2
191	к другому	1	2
192	отношения между	2	2
193	должна быть	2	2
194	мы не	1	2
195	же как	2	2
196	ему в	1	2
197	в ней	2	2
198	самого рассказывания	1	2
199	двух или	1	2
200	еще не	6	2
201	человеческого опыта	1	2
202	он сам	1	2
203	как субъекта	1	2
204	столь же	3	2
205	о любви	2	2
206	в чем	1	2
207	иного рода	1	2
208	присутствует в	1	2
209	xix столетия	1	2
210	ней в	1	2
211	однако не	1	2
212	как уже	2	2
213	в концовке	2	2
214	со своей	1	2
215	в самом	1	2
216	было видно	1	2
217	себя с	2	2
218	в нашем	1	2
219	из этих	3	2
220	и пространства	1	2
221	раз в	1	2
222	роль в	4	2
223	от позиции	1	2
224	в случае	1	2
225	вследствие этого	2	2
226	жизнью и	2	2
227	к миру	1	2
228	в принципе	2	2
229	которая не	1	2
230	нарративную интригу	2	2
231	мы его	1	2
232	она оказывается	1	2
233	той же	2	2
234	личного опыта	1	2
235	персонажей и	2	2
236	художественного письма	7	2
237	центральное событие	1	2
238	несмотря на	1	2
239	ведет к	3	2
240	адресата не	1	2
241	за которым	2	2
242	с точки	2	2
243	и что	1	2
244	жизни с	1	2
245	всякий раз	2	2
246	и другого	2	2
247	в памяти	1	2
248	стало быть	1	2
249	и более	1	2
250	в культуре	1	2
251	правильно поставленный	1	2
252	тексте в	1	2
253	в обоих	2	2
254	в процессе	1	2
255	как о	1	2
256	говорить о	2	2
257	картины мира	7	2
258	имеем дело	1	2
259	чеховского творчества	2	2
260	своей природе	1	2
261	присутствие в	1	2
262	потому что	4	2
263	со своим	2	2
264	с таким	2	2
265	не вполне	1	2
266	к читателю	1	2
267	в области	2	2
268	личности в	2	2
269	и здесь	1	2
270	все то	1	2
271	дискурса в	1	2
272	но одновременно	3	2
273	имеет место	1	2
274	оно не	1	2
275	но для	1	2
276	подобно тому	2	2
277	по определению	1	2
278	здесь не	2	2
279	и служит	1	2
280	себе самом	1	2
281	мысль о	3	2
282	в футляре	2	2
283	классического реализма	1	2
284	то чтобы	1	2
285	второго лица	1	2
286	всей своей	3	2
287	на свой	1	2
288	во второй	1	2
289	является событием	1	2
290	и судии	1	2
291	как было	1	2
292	и вследствие	1	2
293	восходит к	3	2
294	существования в	1	2
295	собственной жизни	1	2
296	что и	2	2
297	свидетеля и	1	2
298	для классической	1	2
299	в современной	1	2
300	дискурса как	1	2
301	может оказаться	1	2
302	[...] и	1	2
303	себя в	6	2
304	опыта присутствия	1	2
305	в равной	1	2
306	о них	1	2
307	одно из	4	2
308	на одном	1	2
309	по словам	2	2
310	могло бы	1	2
311	вовсе не	1	2
312	может служить	1	2
313	не случайно	1	2
314	присутствия в	3	2
315	в других	1	2
316	представляют собой	1	2
317	только на	1	2
318	именно в	2	2
319	очевидным образом	3	2
320	бытия в	1	2
321	а с	5	2
322	мира это	1	2
323	нового времени	5	2
324	равной степени	1	2
325	говорящего субъекта	1	2
326	превращается в	1	2
327	чеховский текст	1	2
328	картину мира	4	2
329	более чем	2	2
330	на фоне	1	2
331	в строгом	3	2
332	две жизни	1	2
333	к своему	2	2
334	по своему	1	2
335	о чем	2	2
336	ивана иваныча	2	2
337	тому как	2	2
338	а потом	2	2
339	главного героя	1	2
340	модальности убеждения	1	2
341	той мере	1	2
342	но это	3	2
343	видно что	1	2
344	и адресата	2	2
345	ни для	4	2
346	картине мира	2	2
347	и состоит	2	2
348	собственно и	2	2
349	в результате	2	2
350	своей собственной	1	2
351	но также	1	2
352	интерес к	2	2
353	от всего	1	2
354	чеховского письма	2	2
355	присутствия я	1	2
356	о своем	1	2
357	повествования с	1	2
358	циклическое время	1	2
359	в своих	6	2
360	которая состоит	1	2
361	можно назвать	4	2
362	как на	3	2
363	этом свете	1	1
364	а между	1	1
365	самых общих	1	1
366	как все	2	1
367	одним из	1	1
368	также и	3	1
369	например в	3	1
370	в личностном	2	1
371	четкий потому	1	1
372	читателем ведет	1	1
373	содержаний сознания	1	1
374	состоящий из	1	1
375	завершенности целого	1	1
376	это и	1	1
377	наделять чеховский	1	1
378	в ситуации	1	1
379	каждый из	1	1
380	перед лицом	2	1
381	чего не	3	1
382	в даме	1	1
383	свидетельствует об	1	1
384	текста чеховедами	1	1
385	майевтику сократа	1	1
386	которое может	1	1
387	всей ее	1	1
388	интриги согласно	1	1
389	героя субъекта	1	1
390	на материале	1	1
391	настроенный читатель	1	1
392	несут в	1	1
393	я как	2	1
394	христианской культуры	1	1
395	вопрос о	1	1
396	более не	1	1
397	героя но	1	1
398	не была	1	1
399	высказывания в	1	1
400	не упускать	1	1
401	но она	3	1
402	к вечности	1	1
403	жизненной позиции	3	1
404	а для	1	1
405	о возможности	1	1
406	должен не	1	1
407	на практике	1	1
408	считал главной	1	1
409	субъекта представляет	1	1
410	в некотором	1	1
411	ведет задушевный	1	1
412	жизни это	1	1
413	счастья и	1	1
414	это время	1	1
415	проявляется в	3	1
416	предполагает со	1	1
417	сказано далее	1	1
418	собой в	1	1
419	классической эстетической	1	1
420	установку на	2	1
421	кругозор героя	1	1
422	жизненным опытом	2	1
423	я на	1	1
424	во всех	1	1
425	расхождения в	1	1
426	полюс подлинного	1	1
427	в сторону	1	1
428	но достаточно	1	1
429	формирует все	1	1
430	с совершенно	1	1
431	человеческих отношений	1	1
432	в новом	1	1
433	отношение к	2	1
434	произведение не	1	1
435	повести о	1	1
436	не просто	1	1
437	быть сведена	1	1
438	чеховских произведений	1	1
439	в е	1	1
440	за пределы	1	1
441	настроенный пессимистически	1	1
442	это мир	2	1
443	рассказ о	2	1
444	первый взгляд	2	1
445	в одной	1	1
446	событие состоит	1	1
447	своей жизни	1	1
448	одновременно это	1	1
449	до его	1	1
450	низа и	1	1
451	положителен по	1	1
452	что касается	1	1
453	им в	1	1
454	рассказывания слушатель	1	1
455	коммуникативной эстетической	1	1
456	как полагает	1	1
457	и как	3	1
458	порой расхождения	1	1
459	и наконец	3	1
460	адресата в	3	1
461	характерный эффект	1	1
462	себе не	1	1
463	другой личности	1	1
464	возбуждающем некие	1	1
465	то в	1	1
466	знаменательно что	1	1
467	даже если	1	1
468	в которой	1	1
469	т.п но	1	1
470	бы не	1	1
471	эффект чеховского	1	1
472	событийность и	1	1
473	между настоящим	1	1
474	и моральной	1	1
475	по преимуществу	2	1
476	с их	2	1
477	оставляет читателю	1	1
478	претендует на	1	1
479	оптимистически настроенный	1	1
480	строгом значении	2	1
481	этим создается	1	1
482	зрелый чехов	1	1
483	разрешения жизненной	1	1
484	п.м бицилли	1	1
485	некие рецептивные	1	1
486	разговор наедине	1	1
487	с машей	1	1
488	нарративным строем	1	1
489	сейчас и	1	1
490	однако при	3	1
491	обладает не	1	1
492	этого характера	1	1
493	[...] а	3	1
494	карнавальную пару	1	1
495	герой оказывается	1	1
496	главной для	1	1
497	чеховских рассказов	1	1
498	силу своей	1	1
499	события в	1	1
500	из виду	3	1
501	не тождествен	1	1
502	нашего времени	1	1
503	в формах	2	1
504	слова эта	1	1
505	что свойственно	1	1
506	что ни	2	1
507	на этом	1	1
508	когда на	1	1
509	своих персонажей	1	1
510	угадывается в	2	1
511	исходя из	1	1
512	что является	1	1
513	правило не	1	1
514	этико-интеллектуальное содержание	1	1
515	с позиций	3	1
516	его не	1	1
517	это весьма	1	1
518	входит в	2	1
519	обоих случаях	2	1
520	есть не	1	1
521	по природе	2	1
522	с прошлым	1	1
523	самоопределения выбора	1	1
524	истории последних	1	1
525	внутренним я	1	1
526	практически не	1	1
527	приходит в	1	1
528	рассказчика и	2	1
529	[...] в	3	1
530	отсюда столь	1	1
531	в это	1	1
532	построений зрелого	1	1
533	истолковании эмоционально-волевой	1	1
534	отказавшись от	1	1
535	подлежит верификации	1	1
536	ни в	7	1
537	событием самого	1	1
538	но уже	2	1
539	смыслового завершения	1	1
540	создается характерный	1	1
541	и читателем	1	1
542	жизни но	3	1
543	должно быть	2	1
544	собой как	1	1
545	зрения нарратора	1	1
546	между ними	1	1
547	одного и	3	1
548	несет в	2	1
549	на первый	2	1
550	чехова всегда	1	1
551	есть в	2	1
552	в ходе	2	1
553	как самостоятельный	1	1
554	она сама	1	1
555	двусмысленный четкий	1	1
556	в такой	1	1
557	всяком случае	1	1
558	целого но	1	1
559	открытыми для	1	1
560	одновременно четкий	1	1
561	от времени	1	1
562	как наррация	1	1
563	в которых	1	1
564	высокой квалификации	1	1
565	рецептивную интенцию	1	1
566	необходимые предпосылки	1	1
567	упрощенно говоря	1	1
568	предпосылки для	1	1
569	и напротив	1	1
570	произведений нет	1	1
571	другом и	1	1
572	к фигуре	1	1
573	от героя	1	1
574	себя героем	1	1
575	и двусмысленный	1	1
576	совершенно иной	1	1
577	неустранимо присутствует	1	1
578	их в	2	1
579	что ведет	1	1
580	же может	1	1
581	для нее	1	1
582	задушевный разговор	1	1
583	бахтин имеет	1	1
584	содержание и	1	1
585	жизни то	1	1
586	эстетической и	1	1
587	из нас	1	1
588	и жизненная	1	1
589	напоминает майевтику	1	1
590	полноценный рассказ	1	1
591	роман от	1	1
592	искусно формирует	1	1
593	зрелого чехова	2	1
594	при всех	1	1
595	на рубеже	3	1
596	вплоть до	1	1
597	но они	1	1
598	и персонажи	1	1
599	истории о	1	1
600	она не	1	1
601	в нарастании	1	1
602	дело не	1	1
603	между жизнью	2	1
604	другого проблематично	1	1
605	личности к	1	1
606	в основе	4	1
607	своего персонажа	1	1
608	писал бахтин	1	1
609	чтобы стать	1	1
610	данный аспект	1	1
611	внешнее по	1	1
612	чем не	2	1
613	это еще	2	1
614	того и	2	1
615	системы персонажей	2	1
616	автор оставляет	1	1
617	жизни не	2	1
618	обратим внимание	1	1
619	классический роман	1	1
620	значительные порой	1	1
621	с нами	1	1
622	идиллический хронотоп	1	1
623	году как	1	1
624	читателю апеллируя	1	1
625	такая же	1	1
626	персонажа в	1	1
627	с читателем	3	1
628	на мой	2	1
629	свидетельствуют о	1	1
630	действий в	1	1
631	и молитвы	1	1
632	как будто	3	1
633	дискурсного анализа	1	1
634	на утро	1	1
635	к той	1	1
636	настоящего времени	1	1
637	такой картины	1	1
638	от их	1	1
639	не бывает	1	1
640	в городе	1	1
641	принадлежит к	3	1
642	не могут	1	1
643	на границе	1	1
644	пристального внимания	2	1
645	говорящего и	1	1
646	письма будто	1	1
647	в напряжении	1	1
648	и смертью	2	1
649	об одном	3	1
650	только еще	1	1
651	уже было	1	1
652	возможна только	1	1
653	история беликова	1	1
