N	3gram	Losev_Vlad_1	RusskieA
1	в том что	7	15
2	и т д	2	9
3	том что в	3	6
4	вместе с тем	1	6
5	как мы увидим	2	5
6	в связи с	1	4
7	о том что	7	4
8	к тому что	1	4
9	в настоящее время	1	3
10	как и другие	1	3
11	тем не менее	2	3
12	и а н	1	3
13	что иное как	1	2
14	мы не будем	1	2
15	но это не	1	2
16	в это время	1	2
17	и потому что	3	2
18	на колени и	1	2
19	не только у	1	2
20	одно из этих	1	2
21	в свою очередь	1	2
22	мы увидим ниже	3	2
23	привело к тому	1	2
24	по этому поводу	1	2
25	не что иное	1	2
26	с целью получить	1	2
27	а следовательно и	1	1
28	не без основания	1	1
29	из всего этого	1	1
30	по этому вопросу	1	1
31	так как в	1	1
32	там же с	10	1
33	состояла в том	1	1
34	они ничего не	1	1
35	только в тех	1	1
36	места на место	1	1
37	можно судить по	2	1
38	и в дальнейшем	1	1
39	на самом же	1	1
40	в этом отношении	1	1
41	как это часто	1	1
42	что не только	1	1
43	к ней как	1	1
44	на место в	1	1
45	однако и на	1	1
46	так как он	2	1
47	его жизнь в	1	1
48	всего этого видно	1	1
49	этого видно что	1	1
50	не потому что	1	1
51	в особенности же	1	1
52	не только в	2	1
53	и в первый	1	1
54	но и из	1	1
55	и в этом	1	1
56	в москве и	2	1
57	потому что она	1	1
58	с места на	1	1
59	кроме того в	1	1
60	москве и в	1	1
61	во всяком случае	2	1
62	с м соловьев	9	1
63	и в том	1	1
64	самом же деле	1	1
65	здесь мы имеем	1	1
66	мы уже знаем	1	1
67	в то время	2	1
68	к религиозным обрядам	1	1
69	к этому времени	2	1
70	с тем что	1	1
71	на другой день	1	1
72	один от другого	1	1
73	можно сказать что	2	1
74	пишет что касается	1	1
75	на то что	4	1
76	что во время	1	1
77	во второй половине	1	1
78	как мы уже	3	1
79	что в этот	1	1
80	он так и	2	1
81	что и в	2	1
82	же деле это	1	1
83	но мы здесь	1	1
