N	2gram	Voloshinov_1	Russkaja
1	не может	12	22
2	и не	14	19
3	в том	2	17
4	в этом	10	17
5	и в	38	14
6	то что	8	13
7	то же	14	11
8	точки зрения	10	11
9	таким образом	7	11
10	в то	9	10
11	же время	7	10
12	но и	13	10
13	в себе	9	9
14	не только	27	9
15	том что	3	9
16	с точки	5	9
17	может быть	13	9
18	того чтобы	7	8
19	прежде всего	21	8
20	самом деле	4	7
21	отнюдь не	10	7
22	и если	1	7
23	и с	5	7
24	к тому	4	7
25	не будет	3	7
26	о том	4	7
27	мы должны	10	7
28	ни к	2	7
29	к которой	1	6
30	если в	1	6
31	в своем	1	6
32	и к	4	6
33	с тем	8	6
34	в своих	2	6
35	и при	2	6
36	если бы	4	6
37	все это	4	6
38	и для	3	6
39	для того	9	6
40	что он	2	6
41	для всех	2	6
42	для него	3	6
43	на самом	3	6
44	вопрос о	2	5
45	и на	6	5
46	между собой	2	5
47	во всех	6	5
48	на то	1	5
49	в нем	4	5
50	при этом	9	5
51	он не	2	5
52	он должен	3	5
53	было бы	7	5
54	в своей	2	5
55	никогда не	7	5
56	потому что	5	5
57	лишь при	1	5
58	между тем	3	5
59	только в	6	5
60	хотя бы	18	5
61	конечно не	3	5
62	или иной	4	5
63	до сих	1	5
64	из которых	3	5
65	сих пор	2	5
66	а в	5	5
67	и то	3	4
68	но не	2	4
69	себе и	2	4
70	себя в	4	4
71	все же	7	4
72	более или	1	4
73	не в	6	4
74	в этой	6	4
75	его в	4	4
76	как и	10	4
77	которой он	1	4
78	или менее	1	4
79	в их	1	4
80	точку зрения	3	4
81	тогда когда	1	4
82	от того	3	4
83	не могут	1	4
84	в мире	2	4
85	можно было	4	4
86	и т.д	21	4
87	путь к	1	4
88	в его	6	4
89	так как	7	4
90	со стороны	1	4
91	вместе с	5	4
92	он будет	1	4
93	что же	8	4
94	как бы	28	4
95	возможно лишь	1	4
96	жизни и	3	4
97	что в	1	4
98	все что	1	4
99	вряд ли	3	3
100	то в	1	3
101	и этот	1	3
102	так чтобы	1	3
103	говорить о	1	3
104	в будущем	3	3
105	и ни	2	3
106	еще не	3	3
107	из этих	1	3
108	в самом	4	3
109	что это	4	3
110	главным образом	3	3
111	был и	2	3
112	в другом	1	3
113	лишь в	4	3
114	для них	2	3
115	несмотря на	2	3
116	должно быть	2	3
117	всех этих	1	3
118	но если	1	3
119	таким же	1	3
120	мы говорили	2	3
121	одна из	1	3
122	связи с	3	3
123	в сознании	3	3
124	что оно	3	3
125	той или	3	3
126	приходит к	1	3
127	что может	1	3
128	собой и	1	3
129	для этого	1	3
130	может не	1	3
131	но мы	2	3
132	в значительной	2	3
133	и во	1	3
134	что и	3	3
135	что бы	1	3
136	того что	4	3
137	одной из	2	3
138	в качестве	4	3
139	в большинстве	1	3
140	в виде	1	3
141	из них	3	3
142	в конце	6	3
143	друг друга	2	3
144	тем что	2	3
145	именно в	1	3
146	что для	1	3
147	не было	2	3
148	и потому	2	3
149	да и	4	3
150	этом случае	3	3
151	при условии	2	3
152	или в	2	3
153	о котором	1	3
154	конце концов	3	3
155	и как	9	3
156	все они	1	3
157	не есть	1	3
158	говоря о	1	2
159	и есть	1	2
160	стоящий на	1	2
161	к чему	2	2
162	из всех	1	2
163	на себя	1	2
164	но даже	2	2
165	в ней	8	2
166	в таком	1	2
167	или от	1	2
168	там и	1	2
169	не просто	2	2
170	всю эту	1	2
171	с этим	2	2
172	помнить что	2	2
173	целый ряд	3	2
174	и наконец	5	2
175	но в	5	2
176	не можем	1	2
177	все эти	2	2
178	другом случае	1	2
179	и те	1	2
180	раз навсегда	1	2
181	говорили в	1	2
182	не к	3	2
183	и вот	3	2
184	факт что	1	2
185	мы уже	10	2
186	того или	5	2
187	по себе	1	2
188	и тем	6	2
189	ведь в	3	2
190	одному из	1	2
191	ему по	1	2
192	и тогда	2	2
193	в этих	2	2
194	что такое	4	2
195	в котором	3	2
196	место в	2	2
197	в силу	1	2
198	друг другу	2	2
199	их в	3	2
200	том и	1	2
201	том же	1	2
202	тому что	5	2
203	она не	1	2
204	каждого отдельного	1	2
205	в таких	1	2
206	для нас	3	2
207	у него	1	2
208	к такому	1	2
209	следовательно и	1	2
210	и является	5	2
211	как будто	1	2
212	в области	5	2
213	деятельности и	3	2
214	понять что	1	2
215	если же	1	2
216	россию и	1	2
217	и о	1	2
218	культуры и	1	2
219	ясно что	2	2
220	с самим	2	2
221	это только	1	2
222	даже не	1	2
223	и что	1	2
224	были бы	4	2
225	вне всякой	1	2
226	к нему	2	2
227	отметить что	1	2
228	народов и	1	2
229	этот вопрос	2	2
230	совершенно не	3	2
231	даже если	1	2
232	так что	1	2
233	уже не	4	2
234	только на	3	2
235	в начале	3	2
236	является не	1	2
237	его и	3	2
238	не так	3	2
239	представить себе	3	2
240	ни в	1	2
241	не о	1	2
242	мы можем	7	2
243	к той	1	2
244	даже и	2	2
245	и даже	3	2
246	а с	5	2
247	зависит от	2	2
248	а не	6	2
249	большинстве случаев	1	2
250	на эту	1	2
251	в частности	3	2
252	так же	4	2
253	в меру	1	2
254	тот факт	1	2
255	ни от	1	2
256	в течение	1	2
257	или иного	5	2
258	отношения к	3	2
259	но это	2	2
260	общественной жизни	10	2
261	стоит только	1	2
262	но для	3	2
263	если не	3	2
264	и от	7	2
265	всем этим	1	2
266	в результате	1	2
267	не должен	2	2
268	с ним	2	2
269	на это	4	2
270	тем самым	7	2
271	с новыми	1	1
272	и действительно	1	1
273	должен быть	2	1
274	постепенно в	1	1
275	того же	1	1
276	ли оно	1	1
277	он может	1	1
278	народов у	1	1
279	к своей	1	1
280	это и	1	1
281	которые существуют	1	1
282	смотрит на	1	1
283	культура не	1	1
284	что эти	2	1
285	от которых	2	1
286	со своей	1	1
287	в зависимости	5	1
288	также и	2	1
289	есть не	2	1
290	мы не	9	1
291	же как	1	1
292	до такой	1	1
293	у себя	2	1
294	на эти	2	1
295	в сущности	1	1
296	они были	1	1
297	с исторической	1	1
298	себе что	1	1
299	формы в	1	1
300	без всякого	1	1
301	ни других	1	1
302	неминуемо должен	1	1
303	чем больше	1	1
304	не был	1	1
305	но этого	1	1
306	столь же	1	1
307	что его	1	1
308	было говорить	1	1
309	к этому	2	1
310	но как	2	1
311	значение и	1	1
312	только тогда	2	1
313	данного человека	1	1
314	в общем	1	1
315	должны были	2	1
316	очевидно что	2	1
317	оно является	2	1
318	никакая культура	1	1
319	в истории	1	1
320	первый взгляд	1	1
321	в одной	1	1
322	кого кроме	1	1
323	внутри себя	2	1
324	перед нами	3	1
325	это отнюдь	1	1
326	является тем	1	1
327	когда он	1	1
328	мы подойдем	1	1
329	не являются	1	1
330	от этого	1	1
331	тон и	1	1
332	и конечно	2	1
333	в которой	7	1
334	ни один	2	1
335	бы не	2	1
336	что так	1	1
337	выражение в	3	1
338	но ведь	6	1
339	только один	1	1
340	тому же	2	1
341	если он	3	1
342	вследствие этого	2	1
343	в общении	1	1
344	своим собственным	1	1
345	вообще не	1	1
346	на его	5	1
347	не могла	1	1
348	сейчас не	1	1
349	тем не	1	1
350	время и	1	1
351	а скорее	1	1
352	о которой	1	1
353	человек познавая	1	1
354	истории на	1	1
355	к одному	1	1
356	этого вопроса	1	1
357	войти в	2	1
358	языком и	3	1
359	общей для	1	1
360	лишь с	1	1
361	так например	1	1
362	заключает в	4	1
363	но все	4	1
364	это конечно	1	1
365	значительной степени	2	1
366	время эти	1	1
367	здесь мы	3	1
368	этим самым	1	1
369	мысль об	1	1
370	могла бы	1	1
371	тем же	3	1
372	тем в	1	1
373	целое как	1	1
374	об этом	3	1
375	и неизбежно	1	1
376	и второй	1	1
377	не трудно	1	1
378	то есть	4	1
379	говорить не	1	1
380	или даже	2	1
381	в данной	3	1
382	с другими	2	1
383	чтобы он	1	1
384	это не	3	1
385	уже знаем	1	1
386	то все	1	1
387	чаще всего	3	1
388	остановиться на	1	1
389	в жизни	2	1
390	борьбе за	1	1
391	человека на	1	1
392	этого слова	3	1
393	все равно	1	1
394	его было	1	1
395	как видно	1	1
396	со своими	1	1
397	не всегда	2	1
398	нет и	3	1
399	и того	1	1
400	одного и	1	1
401	мысли что	1	1
402	на первый	1	1
403	бы на	1	1
404	от своего	1	1
405	нас не	2	1
406	и без	4	1
407	бы к	1	1
408	из которой	1	1
409	что вся	2	1
410	на свою	1	1
411	оказывается что	1	1
412	в которых	2	1
413	для всякого	2	1
414	мы теперь	1	1
415	быта и	1	1
416	нельзя было	1	1
417	которых каждая	1	1
418	превратиться в	1	1
419	по крайней	1	1
420	и эти	1	1
421	всякое явление	1	1
422	и начало	1	1
423	который мы	2	1
424	необходимо чтобы	3	1
425	вовсе не	2	1
426	является вполне	1	1
427	между несколькими	1	1
428	же мы	5	1
429	они сами	1	1
430	нетрудно заметить	1	1
431	и вся	1	1
432	ему как	1	1
433	если и	1	1
434	всех их	1	1
435	не менее	1	1
436	что эта	1	1
437	самого начала	4	1
438	и всегда	1	1
439	для каждого	2	1
440	и проч	1	1
441	ее с	2	1
442	на него	4	1
443	в основе	2	1
444	говорить что	1	1
445	чтобы стать	1	1
446	иметь в	1	1
447	та или	1	1
448	это же	2	1
449	только не	1	1
450	в разных	3	1
451	именно с	1	1
452	и весь	1	1
453	всего на	1	1
454	с одним	1	1
455	связь и	3	1
456	их индивидуальной	1	1
457	внутренней и	3	1
458	и теперь	1	1
459	свидетельствуют о	1	1
460	дать человеку	1	1
461	чем ближе	1	1
462	доказать что	1	1
463	этом отношении	2	1
464	или иных	3	1
465	факт для	1	1
466	ведь даже	1	1
467	похож на	1	1
468	человека в	2	1
469	как только	4	1
470	который нельзя	1	1
471	слова но	3	1
472	же самое	5	1
473	должны быть	1	1
474	всего в	3	1
475	себя только	1	1
476	что при	1	1
477	всегда будет	1	1
478	для образования	1	1
479	и это	7	1
480	мы ведь	1	1
481	оно может	1	1
482	из всего	2	1
483	как мы	9	1
484	как не	2	1
485	свою очередь	4	1
486	но при	3	1
487	в ее	3	1
488	языка и	4	1
489	в собственном	1	1
490	мысль о	1	1
491	только то	1	1
492	в себя	1	1
493	с самого	4	1
494	роль в	3	1
495	и когда	2	1
496	котором мы	1	1
497	что у	3	1
498	понимание и	2	1
499	так и	6	1
500	те же	4	1
501	мог бы	1	1
502	благодаря всем	1	1
503	с реальными	1	1
504	по сравнению	1	1
505	мы в	3	1
506	быть может	3	1
507	из одного	1	1
508	в определенной	1	1
509	вот это	1	1
510	может в	1	1
511	иное как	2	1
