N	2gram	Losev_Dial_1	Problemy
1	и в	18	35
2	как бы	11	31
3	и не	30	27
4	что он	11	24
5	в его	3	21
6	но в	6	19
7	как и	2	18
8	не может	12	18
9	о себе	1	17
10	к другому	1	16
11	в нем	16	16
12	то есть	1	16
13	то же	10	15
14	и все	3	15
15	в этом	12	14
16	и его	1	14
17	для него	2	14
18	может быть	17	14
19	но и	7	14
20	все это	11	14
21	он не	3	13
22	что я	3	13
23	к нему	8	13
24	с другим	1	13
25	и с	5	12
26	в другом	2	12
27	прежде всего	10	12
28	и к	1	12
29	в то	6	11
30	самом деле	3	10
31	не только	13	10
32	не в	6	10
33	же время	4	10
34	то что	13	10
35	а я	1	10
36	на самом	3	9
37	в отношении	5	9
38	мы уже	1	8
39	я не	5	8
40	все же	5	8
41	самого начала	1	8
42	как мы	4	8
43	с самого	1	8
44	так и	9	8
45	о мире	1	8
46	и для	2	8
47	потому что	14	8
48	еще не	2	7
49	себе и	2	7
50	и наконец	1	7
51	там где	1	7
52	таким образом	1	7
53	и сам	1	7
54	в виде	2	7
55	вовсе не	7	7
56	так же	4	7
57	что же	3	7
58	точки зрения	17	7
59	с ним	6	7
60	а в	5	7
61	отношении к	3	7
62	он сам	5	6
63	но не	4	6
64	отношение к	5	6
65	что они	3	6
66	в самом	3	6
67	что у	1	6
68	в каждом	2	6
69	у меня	1	6
70	к тому	4	6
71	он с	1	6
72	и что	12	6
73	только в	3	6
74	на меня	1	6
75	стремится к	2	6
76	но это	8	6
77	от него	4	6
78	не знает	2	6
79	что в	13	6
80	и то	9	5
81	как в	2	5
82	в себе	11	5
83	я вам	1	5
84	он и	2	5
85	от себя	1	5
86	в конце	4	5
87	даже в	3	5
88	себе самом	2	5
89	да и	6	5
90	его с	3	5
91	и это	2	5
92	в том	9	5
93	с ними	2	5
94	так что	15	5
95	к самому	2	5
96	и даже	13	5
97	к своему	1	5
98	он как	1	4
99	в мире	2	4
100	в чем	6	4
101	нет и	1	4
102	же и	2	4
103	та же	3	4
104	что это	11	4
105	и вот	6	4
106	друг с	1	4
107	но все	3	4
108	же не	1	4
109	его в	1	4
110	в них	3	4
111	его слово	1	4
112	в своей	2	4
113	в такой	1	4
114	но он	1	4
115	друг другу	3	4
116	по себе	25	4
117	меня не	1	4
118	никогда не	9	4
119	и без	1	4
