1	о том что	5	9
2	анекдота и притчи	1	8
3	то же время	3	8
4	в то же	3	8
5	по отношению к	7	8
6	в том что	7	6
7	в самом деле	1	4
8	с точки зрения	2	3
9	тем не менее	2	3
10	в связи с	1	3
11	в этом отношении	3	3
12	в русской литературе	3	3
13	как и в	4	3
14	до сих пор	1	2
15	не только в	1	2
16	того или иного	1	2
17	не может быть	1	2
18	что он не	1	2
19	в значительной степени	2	2
20	речь идет о	1	2
21	не в том	1	2
22	анекдот и притча	1	2
23	так или иначе	1	2
24	как раз в	1	2
25	по своей природе	1	2
26	на наш взгляд	2	2
27	к себе самому	1	2
28	ту или иную	1	2
29	если говорить о	1	2
30	в конечном счете	2	2
31	и дело здесь	1	2
32	впервые в русской	1	1
33	все той же	1	1
34	незаместимого места в	1	1
35	как субъекты этического	1	1
36	характеристик и описаний	1	1
37	раз в том	1	1
38	уже не может	1	1
39	состоит как раз	1	1
40	совокупности факторов художественного	1	1
41	в равной степени	1	1
42	по себе а	1	1
43	ни у кого	1	1
44	по нашему убеждению	1	1
45	паремию пословично-афористическую сентенцию	1	1
46	было бы ошибочно	1	1
47	конечном счете в	1	1
48	как бы в	1	1
49	в художественном мире	1	1
50	в этом смысле	1	1
51	так и в	1	1
52	субъекты этического выбора	1	1
53	точность словесного выражения	1	1
54	в частности с	1	1
55	перед нами не	1	1
56	будем забывать что	1	1
57	тогда как в	1	1
58	анекдоту и притче	1	1
59	как нам кажется	2	1
60	об архитектонических формах	1	1
61	в противоречие с	1	1
62	места в мире	1	1
63	и точность словесного	1	1
64	в отличие от	2	1
65	к тому времени	1	1
66	друг от друга	1	1
67	том что он	2	1
68	есть на самом	1	1
69	как субъекта самоопределения	1	1
70	в паремию пословично-афористическую	1	1
71	в свою очередь	4	1
72	некий нравственный закон	1	1
73	притчи и анекдота	1	1
74	конденсируется в остроту	1	1
75	в себя и	1	1
76	как в произведении	1	1
77	второй и четвертой	1	1
78	не как объекты	1	1
79	анекдота так и	1	1
80	в чистом виде	1	1
81	малая эпическая форма	4	1
82	в свое время	2	1
83	а притча в	1	1
84	в начале рассказа	1	1
85	и к себе	1	1
86	характер действующего лица	1	1
87	малой эпической формы	1	1
88	именно в этом	1	1
89	или анекдота по	1	1
90	не будем забывать	1	1
91	не исключая и	1	1
92	в ответ на	2	1
93	а между тем	1	1
94	своего незаместимого места	1	1
95	связана с мотивом	1	1
96	нами не как	1	1
97	факторов художественного впечатления	1	1
98	как нам представляется	2	1
99	с одной стороны	2	1
100	на самом деле	1	1
101	по своему происхождению	1	1
102	в данном случае	3	1
103	по сути дела	1	1
104	анекдот конденсируется в	1	1
105	а в том	2	1
106	в русской культуре	1	1
107	повествователем и героем	3	1
108	в разладе со	1	1
109	между тем в	1	1
110	в таком случае	1	1
111	во всяком случае	2	1
112	и хотя в	1	1
113	но еще и	1	1
114	художественного целого в	1	1
115	в первом случае	1	1
116	дело здесь не	1	1
117	становится героем анекдота	1	1
118	во многих отношениях	1	1
119	предстают перед нами	1	1
120	внешних и внутренних	1	1
121	как уже говорилось	1	1
122	между повествователем и	3	1
123	притча в паремию	1	1
124	не сводится к	1	1
125	но как субъекты	1	1
126	при всей своей	1	1
127	не только не	3	1
128	до известной степени	3	1
