N	3gram	Nazirov_Vr_1	Istorich
1	с другой стороны	1	8
2	в том что	2	5
3	до сих пор	1	4
4	о том что	1	4
5	о том как	1	3
6	в то время	1	3
7	не может быть	2	3
8	на первый план	1	2
9	что в нем	1	2
10	точно так же	1	2
11	во всяком случае	1	2
12	о чем говорилось	1	1
13	это то что	1	1
14	никогда не переставал	1	1
15	правда давно уже	1	1
16	и не может	1	1
17	при этом он	1	1
18	у него в	1	1
19	но это не	1	1
20	на первый взгляд	1	1
21	и то что	1	1
22	одно и то	1	1
23	так же как	1	1
24	говорилось выше и	1	1
25	но при этом	1	1
26	и то же	1	1
27	а с другой	1	1
28	все же не	1	1
29	что у него	1	1
30	как бы в	1	1
31	независимо от того	1	1
32	не забудем что	1	1
33	что в ней	1	1
34	речь идет о	1	1
35	и из него	1	1
36	на то что	1	1
37	но в целом	1	1
38	тем не менее	1	1
39	за что же	1	1
