N	3gram	Medvedev_V_1	Problema
1	той или иной	1	11
2	в том что	5	8
3	в той или	1	7
4	то же самое	1	6
5	по крайней мере	2	6
6	с другой стороны	8	6
7	в данном случае	1	5
8	какой мере не	1	4
9	в какой мере	1	4
10	но даже и	1	4
11	можно было бы	2	4
12	ни в какой	1	4
13	те или иные	1	4
14	не только в	2	4
15	во всяком случае	1	4
16	не только не	2	4
17	мы имеем дело	1	3
18	имеем в виду	1	3
19	в этом смысле	1	3
20	только в том	2	3
21	вместе с тем	3	3
22	в зависимости от	5	3
23	в связи с	3	3
24	того или иного	1	3
25	о том что	3	3
26	или иной мере	1	3
27	и т д	14	3
28	чем же в	1	2
29	хотя и не	1	2
30	только в пределах	1	2
31	что перед нами	1	2
32	не говоря уже	1	2
33	хотя бы и	5	2
34	сами по себе	1	2
35	как будто бы	1	2
36	тот или иной	1	2
37	в том смысле	1	2
38	в значительной мере	3	2
39	даже и не	1	2
40	то время как	1	2
41	в том или	1	2
42	в том чтобы	2	2
43	уже по одному	2	2
44	может обойтись без	1	2
45	имеет ничего общего	1	2
46	крайней мере для	1	2
47	не только для	1	2
48	для того чтобы	3	2
49	более или менее	6	2
50	не обходится без	1	2
51	чем иным как	1	2
52	в то время	1	2
53	ничего общего с	1	2
54	не чем иным	1	2
55	в вечном муже	1	2
56	является для него	1	2
57	не может обойтись	1	2
58	в то же	5	2
59	сама по себе	1	2
60	дело не в	1	2
61	к тому же	1	2
62	не имеет ничего	1	2
63	если бы он	1	1
64	чем отличается от	1	1
65	и может быть	1	1
66	только два примера	1	1
67	в силу этого	4	1
68	в существе своем	1	1
69	это то что	1	1
70	иметь в виду	2	1
71	что они отнюдь	1	1
72	равно как и	4	1
73	одной из этих	1	1
74	как это мы	1	1
75	на известной ступени	1	1
76	в виду именно	1	1
77	значит что он	1	1
78	о том как	3	1
79	же как и	1	1
80	по сравнению с	1	1
81	и в искусстве	1	1
82	и не может	2	1
83	художественных образов в	1	1
84	и в то	3	1
85	что он не	1	1
86	с бытием и	1	1
87	только то что	2	1
88	том числе и	2	1
89	по себе в	1	1
90	говоря уже о	1	1
91	это и значит	1	1
92	с этой точки	1	1
93	является не чем	1	1
94	одно и то	1	1
95	в таком случае	1	1
96	есть то что	1	1
97	до сих пор	1	1
98	в ней не	1	1
99	ту или иную	1	1
100	же в таком	1	1
101	мало чем отличается	1	1
102	не значит что	1	1
103	так же как	1	1
104	ни к какому	1	1
105	с одной стороны	2	1
106	человеческого познания и	1	1
107	в конце концов	2	1
108	в чем же	2	1
109	между собою и	1	1
110	объективного мира и	1	1
111	имеем дело с	1	1
112	характером и не	1	1
113	не в том	2	1
114	бы и не	3	1
115	сливается в единый	1	1
116	не случайно и	1	1
117	стихах и в	1	1
118	вопрос о том	1	1
119	том что мы	1	1
120	в том числе	2	1
121	в новое время	1	1
122	они отнюдь не	1	1
123	в художественном образе	1	1
124	бросается в глаза	1	1
125	этой точки зрения	2	1
126	нет ни одного	1	1
127	а в том	1	1
128	в одном и	1	1
129	точном смысле слова	2	1
130	а вместе с	1	1
131	то что в	1	1
132	в этом же	1	1
133	в подавляющем большинстве	1	1
134	том смысле что	1	1
135	и вместе с	1	1
136	в свою очередь	1	1
137	это и есть	3	1
138	и т п	9	1
139	но и для	1	1
140	в каждой из	1	1
141	и наконец в-третьих	1	1
142	приведем только два	1	1
143	и том же	2	1
144	л толстой в	1	1
145	в братьях карамазовых	1	1
146	по этому поводу	7	1
147	об этом свидетельствует	1	1
148	к тому что	3	1
149	это вовсе не	1	1
150	две основные тенденции	1	1
151	одном и том	2	1
152	если бы все	1	1
153	в этой области	3	1
154	анализа и синтеза	1	1
155	мы только что	1	1
156	может быть даже	1	1
