N	2gram	Nazirov_Tv_2	Myshleni
1	в процессе	2	27
2	и в	20	25
3	в развитии	1	24
4	мышления и	1	23
5	в том	8	23
6	на основе	1	22
7	том что	4	20
8	таким образом	10	17
9	так же	5	17
10	что в	7	17
11	в основе	2	16
12	как и	6	15
13	в его	10	15
14	то что	3	15
15	в этом	8	14
16	вместе с	3	14
17	между собой	1	13
18	может быть	8	13
19	в целом	6	13
20	так как	3	12
21	что они	4	10
22	перед нами	1	10
23	и что	2	10
24	что и	1	10
25	было бы	1	10
26	только в	2	10
27	как бы	11	10
28	и не	9	10
29	мы не	4	9
30	связи с	1	9
31	заключается в	1	9
32	ни в	1	9
33	как в	4	9
34	как мы	1	8
35	тем что	3	8
36	показывает что	4	8
37	не является	3	8
38	столь же	1	7
39	все эти	4	7
40	по себе	1	7
41	в области	1	7
42	уже в	2	7
43	как это	1	7
44	же как	3	6
45	высшей степени	1	6
46	и на	5	6
47	но не	5	6
48	потому что	7	6
49	как уже	1	6
50	представляет собой	1	6
51	не только	13	6
52	в силу	1	6
53	в высшей	1	6
54	не может	7	6
55	мы видели	1	6
56	в отличие	2	6
57	не в	4	6
58	не менее	2	6
59	самого начала	1	6
60	приходит к	1	6
61	с самого	1	6
62	можно было	1	6
63	один из	3	6
64	что он	6	6
65	отличие от	2	6
66	и у	2	6
67	с другой	2	6
68	в связи	1	6
69	в основном	6	6
70	все это	6	6
71	все же	5	6
72	одним из	3	5
73	человека и	3	5
74	связи между	1	5
75	мы уже	1	5
76	и как	1	5
77	и к	1	5
78	что это	1	5
79	что она	4	5
80	при этом	8	5
81	к одному	1	5
82	и по	2	5
83	уже говорили	1	5
84	но это	5	5
85	могут быть	2	5
86	о том	5	5
87	так и	6	5
88	если бы	4	5
89	в этой	5	5
90	в пользу	3	5
91	входит в	1	5
92	с одной	1	5
93	для него	3	5
94	именно в	6	5
95	еще не	5	4
96	отнюдь не	4	4
97	из этих	1	4
98	в известном	1	4
99	на то	1	4
100	он не	3	4
101	совпадают с	1	4
102	той же	1	4
103	к которым	1	4
104	не мог	1	4
105	не столько	2	4
106	что с	1	4
107	в то	10	4
108	этого слова	1	4
109	никогда не	11	4
110	не могут	1	4
111	встречается в	1	4
112	к тому	1	4
113	что оно	1	4
114	и это	3	4
115	то время	1	4
116	приводит к	2	4
117	решающую роль	1	4
118	мог бы	1	4
119	с ним	3	4
120	значит что	1	4
121	всяком случае	2	4
122	из них	2	4
123	мы знаем	1	4
124	друг друга	2	4
125	но и	8	4
126	прежде всего	8	4
127	нет никаких	1	4
128	с этим	1	4
129	а в	4	4
130	сказать что	1	4
131	в частности	2	4
132	во всяком	2	4
133	как известно	2	3
134	переход от	1	3
135	на деле	1	3
136	то в	1	3
137	в котором	3	3
138	оба эти	1	3
139	но как	1	3
140	если в	1	3
141	по отношению	3	3
142	когда он	4	3
143	его к	1	3
144	в самом	3	3
145	в случае	1	3
146	и сам	5	3
147	значение в	1	3
148	его в	3	3
149	в жизни	1	3
150	в действии	1	3
151	в которых	3	3
152	их в	2	3
153	не могли	2	3
154	является так	1	3
155	но только	1	3
156	этот тип	1	3
157	эти связи	1	3
158	перед ним	1	3
159	отличается от	1	3
160	для развития	1	3
161	не есть	1	3
162	ничего общего	1	3
163	своего развития	1	3
164	в себя	1	3
165	по способу	1	3
166	когда в	1	3
167	является в	1	3
168	как она	1	3
169	мы видим	4	3
170	с ними	2	3
171	этот вопрос	3	3
172	который в	1	3
173	между тем	3	3
174	не можем	1	3
175	в виде	2	3
176	и их	1	3
177	сами по	1	3
178	или иной	1	3
179	к которому	2	3
180	а с	3	3
181	связь с	2	3
182	наряду с	7	3
183	с этой	3	3
184	в результате	1	3
185	между ними	1	3
186	с ней	1	3
187	другой стороны	2	3
188	в свою	1	3
189	огромное значение	1	3
190	к этому	3	3
191	в сфере	1	2
192	только потому	1	2
193	едва ли	2	2
194	то же	7	2
195	стоит ни	1	2
196	мы и	1	2
197	в чем	4	2
198	с его	1	2
199	они имеют	2	2
200	хотя и	4	2
201	говорили что	1	2
202	бы с	1	2
203	с их	1	2
204	нами в	1	2
205	в себе	3	2
206	на его	4	2
207	к выводу	1	2
208	слова не	1	2
209	в нем	3	2
210	главным образом	1	2
211	в мире	5	2
212	об этом	4	2
213	а по	1	2
214	того или	1	2
215	с другими	2	2
216	подходит к	1	2
217	из нее	1	2
218	в них	1	2
219	это положение	1	2
220	в один	1	2
221	в эту	1	2
222	в этих	1	2
223	в своей	6	2
224	таким же	1	2
225	место в	3	2
226	всякий раз	1	2
227	и эти	1	2
228	однако в	1	2
229	нас к	1	2
230	тому что	1	2
231	тем самым	4	2
232	с ребенком	1	2
233	одна из	3	2
234	в центр	1	2
235	в плане	3	2
236	на себя	1	2
237	и его	9	2
238	той или	1	2
239	указывает на	1	2
240	свое глубокое	1	2
241	свою очередь	1	2
242	ясно что	1	2
243	еще в	1	2
244	не стоит	2	2
245	поэтому в	1	2
246	в построении	1	2
247	и здесь	1	2
248	одного из	1	2
249	раньше чем	1	2
250	и только	2	2
251	от этих	1	2
252	в свете	3	2
253	все время	2	2
254	известном смысле	1	2
255	без этого	1	2
256	так что	2	2
257	очень рано	1	2
258	уже не	3	2
259	в начале	3	2
260	является не	1	2
261	и других	2	2
262	в одном	2	2
263	противоречии с	1	2
264	связан с	1	2
265	развития в	1	2
266	этой задачи	2	2
267	на этот	2	2
268	от всех	1	2
269	в речи	1	2
270	и особенно	1	2
271	и потому	4	2
272	так мы	2	2
273	к жизни	2	2
274	в течение	1	2
275	такого рода	1	2
276	должно быть	1	2
277	с необходимостью	1	2
278	вообще говоря	2	2
279	и для	1	2
280	и от	4	2
281	включает в	2	2
282	об отношении	1	2
283	и одновременно	1	2
284	для нас	1	2
285	находит свое	1	2
286	тот же	1	2
287	или иного	1	2
288	отношению к	3	2
289	этот момент	1	2
290	к другим	1	2
291	в своих	3	2
292	как на	1	2
293	в таком	3	2
294	ту же	1	1
295	должен быть	1	1
296	не видим	1	1
297	не остается	1	1
298	разрешению задачи	1	1
299	совершенно новый	1	1
300	такую же	1	1
301	даже если	1	1
302	и до	1	1
303	из его	1	1
304	видеть в	1	1
305	действительности и	1	1
306	с в	1	1
307	например в	5	1
308	смотреть на	1	1
309	и значение	1	1
310	бы уже	1	1
311	по мнению	3	1
312	социальной и	1	1
313	повседневной жизни	1	1
314	части мы	1	1
315	что уже	1	1
316	на место	1	1
317	все данные	1	1
318	и через	3	1
319	же что	1	1
320	и он	2	1
321	собой в	1	1
322	нам представляется	1	1
323	не приходит	1	1
324	во всех	1	1
325	на другой	1	1
326	менее всего	1	1
327	отношение к	1	1
328	в наиболее	1	1
329	не просто	1	1
330	решения этой	1	1
331	принцип построения	1	1
332	общего с	1	1
333	первый этап	1	1
334	за этим	1	1
335	общую черту	2	1
336	однако не	1	1
337	автора мы	1	1
338	не являются	1	1
339	имеет в	2	1
340	в этот	2	1
341	за собой	4	1
342	для которого	2	1
343	сливается с	1	1
344	еще на	1	1
345	выше мы	1	1
346	действия и	2	1
347	в которой	2	1
348	бы не	2	1
349	и исследования	1	1
350	думать что	1	1
351	тому же	2	1
352	но ведь	2	1
353	после чего	1	1
354	к человеческой	1	1
355	чтобы перед	1	1
356	он ни	1	1
357	отказа от	1	1
358	чем у	1	1
359	свои собственные	1	1
360	том чтобы	1	1
361	наших глазах	1	1
362	а затем	3	1
363	что все	1	1
364	и дальше	1	1
365	речи или	1	1
366	и с	8	1
367	поэтому с	1	1
368	которой является	1	1
369	см главу	1	1
370	вводятся в	1	1
371	известно что	2	1
372	будет иметь	1	1
373	приходит в	1	1
374	и рядом	1	1
375	это слияние	1	1
376	для них	1	1
377	к осознанию	1	1
378	которой он	2	1
379	всегда и	1	1
380	несмотря на	1	1
381	являются как	1	1
382	с такой	1	1
383	такой же	2	1
384	их на	1	1
385	не выдерживает	2	1
386	раз за	1	1
387	нас не	1	1
388	в такой	2	1
389	это делает	1	1
390	между людьми	2	1
391	в глубь	1	1
392	представление о	7	1
393	сих пор	3	1
394	развития их	1	1
395	заставляет нас	3	1
396	и более	1	1
397	важную роль	1	1
398	не изменяет	1	1
399	том же	2	1
400	и вообще	2	1
401	с так	1	1
402	даже в	1	1
403	и потом	1	1
404	не имеет	1	1
405	на него	2	1
406	это еще	1	1
407	через него	1	1
408	жизни не	1	1
409	отличительный признак	1	1
410	к ней	1	1
411	не говорит	1	1
412	и является	1	1
413	а лишь	1	1
414	мире и	1	1
415	вот что	1	1
416	видим его	3	1
417	ему не	1	1
418	у нас	2	1
419	начиная с	2	1
420	этот факт	2	1
421	числе и	1	1
422	является одним	1	1
423	в окончательном	2	1
424	принять за	1	1
425	дальнейшем мы	1	1
426	в применении	1	1
427	для себя	1	1
428	на наших	1	1
429	опираясь на	2	1
430	в виду	1	1
431	но при	1	1
432	же не	2	1
433	в ее	2	1
434	внимания ни	1	1
435	характер и	1	1
436	на той	1	1
437	в пределах	1	1
438	в дальнейшем	4	1
439	роль в	2	1
440	мы наблюдаем	1	1
441	важным и	1	1
442	в живых	1	1
443	что у	4	1
444	этот период	1	1
445	в другом	1	1
446	лицо к	1	1
447	учит нас	1	1
448	особенно в	2	1
449	до сих	3	1
450	рано и	1	1
451	она была	1	1
452	вошел в	1	1
453	во многих	2	1
454	быть может	3	1
455	по мере	1	1
456	означает что	1	1
457	форме в	1	1
458	в последнем	1	1
459	против этого	1	1
460	то мы	1	1
461	сводится к	2	1
462	о нем	1	1
463	с полным	2	1
464	другом месте	1	1
465	на вопрос	1	1
466	за пределами	1	1
467	ли или	1	1
468	утверждает что	1	1
469	противоположным образом	1	1
470	может не	1	1
471	как наиболее	1	1
472	социальной психологии	1	1
473	в конечном	1	1
474	от него	1	1
475	в которую	2	1
476	за основу	1	1
477	переходит в	1	1
478	и всякая	1	1
479	не сводится	1	1
480	выше в	1	1
481	не так	2	1
482	эти наблюдения	2	1
483	том как	1	1
484	образов и	1	1
485	мне кажется	1	1
486	нуждается в	1	1
487	но ни	1	1
488	его место	1	1
489	может оказаться	1	1
490	общим законом	1	1
491	а только	1	1
492	он приходит	1	1
493	взятая в	1	1
494	прямо не	1	1
495	и детей	1	1
496	а напротив	1	1
497	положение что	1	1
498	еще одну	1	1
499	что вообще	1	1
500	или даже	2	1
501	при помощи	2	1
502	по выражению	1	1
503	был бы	1	1
504	в известной	4	1
505	в конце	6	1
506	психологии и	1	1
507	вовсе не	2	1
508	о которой	1	1
509	не о	1	1
510	как его	1	1
511	у него	6	1
512	не случайно	2	1
513	которым приводит	1	1
514	связано с	1	1
515	другом в	2	1
516	как носитель	1	1
517	в новый	1	1
518	без внимания	1	1
519	случае с	1	1
520	и даже	5	1
521	представляет собою	1	1
522	и между	1	1
523	такое же	1	1
524	в большинстве	1	1
525	он обнаруживает	1	1
526	что не	3	1
527	что для	1	1
528	превращается в	3	1
529	а главное	1	1
530	так это	1	1
531	а не	6	1
532	как ни	1	1
533	уже давно	1	1
534	с первого	1	1
535	человека к	1	1
536	дана в	1	1
537	в область	3	1
538	ведет к	1	1
539	применении к	1	1
540	что же	1	1
541	он начинает	1	1
542	влечет за	2	1
543	как раз	1	1
544	остается в	1	1
545	похоже на	1	1
546	с начальным	1	1
547	это явление	1	1
548	этот образ	1	1
549	идя по	1	1
550	это как	1	1
551	или нет	1	1
552	вообще в	1	1
553	глубокие изменения	1	1
