N	3gram	Voloshinov_1	Dialekti
1	с точки зрения	20	9
2	в том что	3	9
3	это значит что	1	7
4	не может быть	13	6
5	то же время	3	6
6	в то же	3	6
7	сама по себе	2	5
8	для того чтобы	3	5
9	в этом смысле	2	4
10	само по себе	1	4
11	это и есть	2	4
12	подобно тому как	1	4
13	имеется в виду	1	3
14	и той же	2	3
15	есть прежде всего	1	3
16	одной и той	2	3
17	лежит в основе	1	3
18	в данный момент	2	2
19	в чем же	2	2
20	как только мы	1	2
21	равно как и	1	2
22	момент – в	1	2
23	как и все	2	2
24	хотя бы и	1	2
25	с этой точки	1	2
26	ту или иную	1	2
27	ничего общего с	2	2
28	но в то	2	2
29	ничего общего не	1	2
30	этой точки зрения	1	2
31	вовсе не в	1	2
32	от того что	2	2
33	в свою очередь	2	2
34	тем не менее	2	2
35	в каком же	1	1
36	же может быть	1	1
37	теперь мы должны	2	1
38	– все это	2	1
39	тот же самый	1	1
40	и неотделим от	1	1
41	неотделим от нее	1	1
42	и пр но	1	1
43	прежде всего в	1	1
44	а не в	1	1
45	же как и	2	1
46	самом же деле	2	1
47	приходится говорить об	1	1
48	может быть только	1	1
49	никогда не будет	1	1
50	вполне понятно что	3	1
51	на первый план	2	1
52	все остальное –	1	1
53	переход от одного	1	1
54	мы переходим к	1	1
55	в отличие от	5	1
56	и та же	1	1
57	можно сказать что	3	1
58	на самом же	2	1
59	не было бы	1	1
60	в себе и	1	1
61	с тем что	1	1
62	возможно лишь в	1	1
63	всей нашей работы	1	1
64	рано или поздно	1	1
65	нет ничего что	1	1
66	в основе своей	1	1
67	ничего не имеет	1	1
68	ни о какой	1	1
69	с другими типами	1	1
70	в меру своей	1	1
71	и вовсе не	1	1
72	к жизни и	1	1
73	и этот момент	2	1
74	а не только	1	1
75	не только в	1	1
76	в конце концов	3	1
77	и в сущности	1	1
78	как и между	1	1
79	имеет общего с	1	1
80	с ними как	1	1
81	зрения она не	1	1
82	и как бы	1	1
83	по природе своей	1	1
84	в нашем случае	1	1
85	так или иначе	1	1
86	в связи с	7	1
87	и пр –	1	1
88	не имеет общего	1	1
89	в нем нет	2	1
90	его жизни и	1	1
91	в этом случае	3	1
92	знания и даже	1	1
93	связи с этим	3	1
94	одна и та	1	1
95	не имеет никакой	1	1
96	не только не	1	1
97	как бы ни	1	1
98	и не может	9	1
99	ни о каком	1	1
100	вопрос о том	2	1
101	и во всякой	1	1
102	и прежде всего	2	1
103	здесь говорить о	1	1
104	но все же	3	1
105	может быть выражено	1	1
106	с другой стороны	5	1
107	друг от друга	1	1
108	для этого необходимо	1	1
109	точки зрения она	1	1
110	кроме того в	1	1
111	допустим что мы	1	1
112	в особенности же	1	1
113	в отношении к	4	1
114	но теперь мы	1	1
115	как же может	1	1
116	от нее это	1	1
117	может быть в	1	1
118	той или иной	1	1
