N	2gram	Medvedev_F_2	FransuaR
1	и в	38	41
2	во всех	5	17
3	таким образом	20	17
4	в нем	13	16
5	и с	9	16
6	и его	21	13
7	но и	13	13
8	в этом	27	12
9	как мы	7	12
10	все эти	6	11
11	все это	3	11
12	в самом	16	10
13	не только	9	10
14	так как	4	10
15	и др	3	10
16	прежде всего	15	10
17	то что	6	10
18	и на	3	9
19	кроме того	2	9
20	о том	1	9
21	здесь в	1	9
22	и все	3	9
23	здесь и	4	8
24	в сущности	4	8
25	но в	4	8
26	в этой	6	8
27	никогда не	2	8
28	и до	3	7
29	в них	1	7
30	как и	9	7
31	том что	2	7
32	в его	10	7
33	вовсе не	11	7
34	в особенности	4	7
35	как бы	4	7
36	что в	7	7
37	например в	3	6
38	в эпоху	2	6
39	в то	5	6
40	один из	2	6
41	с помощью	10	6
42	вместе с	6	6
43	или в	3	6
44	сказать что	2	6
45	что он	5	6
46	подчеркнуть что	1	5
47	с его	11	5
48	в ее	2	5
49	в своем	1	5
50	что это	3	5
51	в себе	1	5
52	то же	6	5
53	той же	1	5
54	рядом с	1	5
55	но он	1	5
56	во всем	1	5
57	тем что	8	5
58	так и	8	5
59	же время	5	5
60	в литературе	1	5
61	из них	4	5
62	большинстве случаев	3	5
63	там где	4	5
64	так же	1	5
65	в той	2	5
66	одним из	1	4
67	того же	1	4
68	самом деле	8	4
69	конечно и	1	4
70	в ней	6	4
71	меньшей степени	1	4
72	он был	2	4
73	как в	4	4
74	и как	3	4
75	и наконец	4	4
76	та же	2	4
77	в другом	1	4
78	не в	15	4
79	даже в	2	4
80	но они	1	4
81	в основе	5	4
82	того чтобы	3	4
83	все же	8	4
84	у нас	1	4
85	и образ	1	4
86	роль в	3	4
87	с ним	2	4
88	борьба с	2	4
89	все время	6	4
90	тот же	1	4
91	с одной	1	4
92	именно на	3	4
93	уже в	2	4
94	в большинстве	4	4
95	в результате	6	4
96	в котором	2	4
97	и даже	4	4
98	с другой	3	4
99	именно в	5	4
100	одной стороны	1	4
101	более того	5	4
102	большей или	1	4
103	и от	2	4
104	в большей	1	4
105	а в	6	4
106	не может	14	4
107	из этого	2	4
108	рассказывается о	1	3
109	они были	2	3
110	существенное значение	1	3
111	первый план	2	3
112	в чем	2	3
113	мы будем	1	3
114	в одной	2	3
115	с этим	5	3
116	перед нами	2	3
117	в первом	7	3
118	при этом	9	3
119	и сам	1	3
120	в плане	2	3
121	связанных с	1	3
122	с другими	10	3
123	было бы	6	3
124	на первый	2	3
125	и их	3	3
126	нас не	1	3
127	к этим	1	3
128	тело как	1	3
129	потому что	2	3
130	только с	1	3
131	этом отношении	7	3
132	есть только	2	3
133	они и	1	3
134	как один	1	3
135	те же	1	3
136	до сих	1	3
137	к нему	3	3
138	во втором	7	3
139	того что	3	3
140	одной из	1	3
141	мы увидим	1	3
142	только в	6	3
143	поэтому и	1	3
144	конечно не	1	3
145	в целях	2	3
146	или меньшей	1	3
147	что не	4	3
148	и самый	1	3
149	но оно	1	3
150	и особенно	1	3
151	в данном	1	3
152	в первой	1	3
153	и не	20	3
154	сих пор	1	3
155	но это	2	3
156	в книге	1	3
157	и для	5	3
158	между ними	2	3
159	жизни и	3	3
160	в искусстве	2	3
161	они не	4	3
162	как известно	1	2
163	связана с	1	2
164	и то	2	2
165	это и	5	2
166	с точки	7	2
167	ведь и	1	2
168	должна быть	5	2
169	было и	2	2
170	мы не	3	2
171	не будем	1	2
172	говорить о	5	2
173	из того	1	2
174	в народных	1	2
175	но конечно	1	2
176	но не	2	2
177	то он	1	2
178	дело обстоит	2	2
179	за пределы	1	2
180	что они	4	2
181	в истории	6	2
182	точки зрения	8	2
183	что именно	2	2
184	дает нам	1	2
185	искусстве и	1	2
186	хотя и	3	2
187	и отчасти	3	2
188	где все	1	2
189	духа в	1	2
190	за свои	1	2
191	он в	2	2
192	отчасти и	1	2
193	и тот	1	2
194	помощью которых	1	2
195	как он	1	2
196	так сказать	3	2
197	он не	6	2
198	всех этих	3	2
199	в корне	7	2
200	на этом	2	2
201	как они	4	2
202	значение в	1	2
203	самим собой	1	2
204	лишь в	7	2
205	это было	3	2
206	он является	1	2
207	и само	1	2
208	мы видели	4	2
209	в развитии	2	2
210	был бы	1	2
211	из этих	3	2
212	но если	1	2
213	в своей	7	2
214	представление о	2	2
215	в другие	1	2
216	борьбу с	1	2
217	их в	2	2
218	для этого	2	2
219	как о	4	2
220	одной плоскости	1	2
221	для всего	2	2
222	так что	1	2
223	как она	2	2
224	связи с	13	2
225	превращается в	2	2
226	не могут	7	2
227	мы узнаем	1	2
228	в области	3	2
229	в эти	1	2
230	должен быть	1	2
231	данном случае	1	2
232	характер и	1	2
233	и этим	2	2
234	в дальнейшем	4	2
235	литературы и	4	2
236	времени и	2	2
237	образом в	1	2
238	что самая	1	2
239	в значительной	3	2
240	связанной с	1	2
241	между тем	2	2
242	и во	1	2
243	кажется что	1	2
244	говорит он	5	2
245	а именно	2	2
246	он стал	1	2
247	на сцену	1	2
248	где они	1	2
249	что если	1	2
250	характерно что	2	2
251	себе в	1	2
252	никто не	1	2
253	и нового	2	2
254	ведь это	1	2
255	и прежде	3	2
256	в конце	2	2
257	как его	2	2
258	каждый из	3	2
259	может быть	23	2
260	как раз	6	2
261	в форме	1	2
262	степени в	1	2
263	а на	1	2
264	если мы	5	2
265	до конца	2	2
266	был в	1	2
267	не на	1	2
268	а не	6	2
269	историю и	1	2
270	все основные	1	2
271	как это	2	2
272	влияния на	1	2
273	тенденция к	1	2
274	однако они	1	2
275	в пределе	1	2
276	в индивидуальном	1	2
277	для нас	1	2
278	от него	2	2
279	в эту	1	2
280	бы в	5	2
281	в этих	2	2
282	еще более	5	2
283	для его	1	2
284	в том	11	2
285	все они	1	2
286	это все	1	2
287	другой стороны	4	2
288	от всех	2	2
289	что даже	1	2
290	отметить что	2	2
291	здесь же	1	2
292	и другие	2	2
293	всех тех	1	2
294	от этой	1	1
295	с утверждением	1	1
296	еще можно	2	1
297	до него	1	1
298	и через	1	1
299	его книге	1	1
300	сам по	3	1
301	все остальное	4	1
302	утверждение что	1	1
303	на самом	3	1
304	то в	2	1
305	тем же	3	1
306	между двумя	2	1
307	были именно	1	1
308	была до	1	1
309	его же	1	1
310	мировоззрения и	1	1
311	из его	1	1
312	он уже	1	1
313	и больше	1	1
314	был и	2	1
315	в зависимости	3	1
316	в их	6	1
317	и литературы	1	1
318	его не	2	1
319	полагает что	1	1
320	что уже	1	1
321	из своих	1	1
322	гуманитарных наук	1	1
323	нам в	1	1
324	основных признаков	1	1
325	в литературном	1	1
326	с критики	1	1
327	так чтобы	1	1
328	совпадает с	2	1
329	не вполне	1	1
330	почти исключительно	1	1
331	в последующих	1	1
332	были в	1	1
333	то это	3	1
334	не оказать	1	1
335	и заставляет	1	1
336	зависимости от	3	1
337	из ее	1	1
338	последнее и	1	1
339	столько же	1	1
340	на них	1	1
341	на их	1	1
342	время в	1	1
343	превращено в	1	1
344	что его	1	1
345	в различных	1	1
346	его здесь	2	1
347	бы не	1	1
348	язык у	1	1
349	одним словом	4	1
350	характер они	1	1
351	значение и	3	1
352	менее всего	3	1
353	отношение к	2	1
354	им для	1	1
355	не просто	2	1
356	и речи	5	1
357	выводит за	1	1
358	один и	1	1
359	стал бы	2	1
360	чем же	3	1
361	на искусство	1	1
362	материалом для	3	1
363	и выражения	1	1
364	что к	1	1
365	и нет	1	1
366	пределе вовсе	1	1
367	и к	4	1
368	более или	1	1
369	в действительности	1	1
370	следующим образом	1	1
371	и хотя	1	1
372	в этот	1	1
373	и признаки	1	1
374	со своей	2	1
375	в которой	2	1
376	в целом	3	1
377	в нашем	1	1
378	думать что	1	1
379	им в	1	1
380	слова было	1	1
381	удельный вес	1	1
382	ее как	2	1
383	если он	1	1
384	не могла	1	1
385	между этими	3	1
386	и природы	1	1
387	есть но	1	1
388	мотив и	1	1
389	роли в	1	1
390	широком смысле	2	1
391	направлено на	1	1
392	и стало	1	1
393	в первых	1	1
394	связанные с	1	1
395	по самому	1	1
396	оно было	1	1
397	являются лишь	1	1
398	они в	1	1
399	он должен	1	1
400	в узком	1	1
401	не как	4	1
402	ими в	1	1
403	мы полагаем	1	1
404	того можно	1	1
405	события в	1	1
406	из виду	1	1
407	быть самим	1	1
408	из него	2	1
409	и по	2	1
410	встречаются в	1	1
411	с собой	1	1
412	именно это	1	1
413	но все	3	1
414	значительной степени	3	1
415	в каждом	1	1
416	для всех	1	1
417	тем в	1	1
418	другого человека	1	1
419	пусть и	2	1
420	же касается	1	1
421	их и	1	1
422	его в	3	1
423	и других	2	1
424	он есть	1	1
425	не совпадает	1	1
426	и основные	1	1
427	должен был	2	1
428	и тем	2	1
429	между отдельными	1	1
430	ведь в	1	1
431	здесь это	1	1
432	далеко не	1	1
433	самое ядро	1	1
434	с тем	11	1
435	он и	3	1
436	несмотря на	1	1
437	явления которые	1	1
438	литературе как	1	1
439	чем в	1	1
440	обратимся к	1	1
441	восприятия и	4	1
442	или менее	1	1
443	и языка	1	1
444	место в	3	1
445	не столько	4	1
446	от его	2	1
447	сходства с	1	1
448	чисто литературными	1	1
449	здесь ярко	1	1
450	был не	1	1
451	не могли	2	1
452	как от	1	1
453	высшую степень	1	1
454	или если	1	1
455	для нее	2	1
456	вообще на	1	1
457	по себе	7	1
458	связей с	1	1
459	же мы	1	1
460	всего его	1	1
461	значительное место	1	1
462	этой области	1	1
463	и сводилось	1	1
464	и против	1	1
465	не менее	1	1
466	не раз	1	1
