N	2gram	Vygotskiy__5	Psycholo
1	то что	26	32
2	и в	16	31
3	в том	18	30
4	что в	16	23
5	может быть	9	22
6	таким образом	19	20
7	при помощи	1	20
8	совершенно ясно	2	19
9	при этом	4	19
10	ясно что	1	19
11	так как	16	18
12	не может	18	17
13	как и	8	16
14	том что	15	16
15	и не	12	16
16	точки зрения	18	15
17	только в	10	14
18	не только	16	13
19	что и	3	13
20	а не	10	13
21	мы не	3	12
22	если мы	7	12
23	так же	15	12
24	в этом	25	12
25	с таким	3	11
26	в самом	4	11
27	не в	6	11
28	в области	12	11
29	могут быть	4	11
30	в сущности	13	10
31	на то	1	10
32	того что	16	10
33	потому что	21	10
34	самом деле	3	9
35	по себе	7	9
36	ни в	1	9
37	как в	5	9
38	показать что	3	8
39	и что	12	8
40	никогда не	5	8
41	что мы	4	8
42	вместе с	4	8
43	все это	2	8
44	во всяком	2	8
45	том чтобы	1	7
46	заключается в	5	7
47	на основании	2	7
48	сказать что	13	7
49	того чтобы	17	7
50	и его	3	7
51	о том	8	7
52	есть в	1	7
53	тому как	4	7
54	что он	25	7
55	этой теории	5	6
56	что это	1	6
57	зависимости от	2	6
58	очевидно что	2	6
59	целый ряд	1	6
60	что она	2	6
61	для того	14	6
62	было бы	10	6
63	если бы	8	6
64	в его	11	6
65	вслед за	2	6
66	всяком случае	1	6
67	вовсе не	2	6
68	и даже	2	6
69	одной стороны	3	6
70	до конца	3	6
71	а в	3	6
72	в психологии	1	6
73	и есть	7	5
74	в зависимости	2	5
75	то же	8	5
76	время как	4	5
77	в ее	1	5
78	с одной	3	5
79	что всякое	1	5
80	в целом	4	5
81	по самому	1	5
82	и совершенно	1	5
83	подобно тому	4	5
84	показывает что	5	5
85	несмотря на	1	5
86	иначе говоря	1	5
87	она не	1	5
88	в то	5	5
89	тогда когда	5	5
90	в процессе	13	5
91	как будто	2	5
92	не является	5	5
93	что психология	1	5
94	то время	4	5
95	для нас	1	5
96	с другой	4	5
97	мы видим	4	5
98	в какой	6	5
99	так что	4	5
100	само по	2	5
101	совершенно не	2	5
