N	2gram	Tiupa_Anal_2	EvropaiC
1	таким образом	2	32
2	в том	12	31
3	и в	16	24
4	том что	12	20
5	все эти	1	19
6	не может	4	18
7	то что	7	17
8	может быть	6	15
9	точки зрения	4	13
10	самом деле	1	12
11	в своем	4	12
12	в этом	18	12
13	между тем	2	11
14	все это	4	11
15	во всех	4	10
16	по отношению	4	10
17	так и	15	10
18	как бы	10	10
19	отношению к	4	10
20	все что	2	10
21	того же	4	9
22	на то	2	9
23	при этом	10	9
24	как и	14	9
25	с другом	1	9
26	друг с	1	9
27	в результате	3	9
28	что в	2	9
29	а и	1	8
30	в самом	6	8
31	с точки	2	8
32	не в	4	8
33	если бы	3	8
34	так же	2	8
35	и все	3	8
36	а между	1	7
37	из этих	1	7
38	в силу	1	7
39	или менее	1	7
40	не менее	4	7
41	по существу	2	7
42	по своей	1	7
43	к тому	7	7
44	о том	7	7
45	и что	1	7
46	но и	12	7
47	и не	12	7
48	более или	1	7
49	из этого	1	7
50	в каждый	1	6
51	еще не	2	6
52	и на	6	6
53	в общем	2	6
54	тогда как	19	6
55	что касается	3	6
56	в этой	9	6
57	в мире	6	6
58	в сознании	4	6
59	несмотря на	3	6
60	и при	1	6
61	с ним	2	6
62	что и	3	6
63	того что	2	6
64	только в	4	6
65	все они	1	6
66	так что	3	6
67	так как	1	6
68	с другой	6	6
69	вместе с	2	6
70	отличается от	1	6
71	как на	1	6
72	между двумя	4	5
73	столь же	4	5
74	и к	5	5
75	но в	6	5
76	в которой	1	5
77	в целом	8	5
78	в себе	7	5
79	тому же	4	5
80	не только	16	5
81	и если	3	5
82	что все	2	5
83	лишь в	9	5
84	его в	2	5
85	что с	2	5
86	в то	2	5
87	как будто	3	5
88	что при	1	5
89	в его	2	5
90	потому что	1	5
91	и их	2	5
92	у него	4	5
93	именно в	3	5
94	далеко не	1	5
95	другой стороны	2	5
96	и для	2	5
97	к этому	2	5
98	в такой	1	4
99	и то	3	4
100	то же	4	4
101	мы уже	1	4
102	из того	1	4
103	что его	1	4
104	данный момент	1	4
105	хотя и	4	4
106	он не	2	4
107	всех этих	1	4
108	в одну	2	4
109	из них	3	4
110	иначе говоря	11	4
111	в их	3	4
112	тем не	3	4
113	том же	1	4
114	связи с	1	4
115	никогда не	3	4
116	и т.д	3	4
117	на вопрос	1	4
118	все прочие	1	4
119	не есть	2	4
120	не так	4	4
121	в конце	4	4
122	самого себя	1	4
123	культуре и	1	4
124	в состоянии	2	4
125	этом случае	4	4
126	мы должны	1	4
127	хотя бы	1	4
128	состоит из	1	4
129	совершенно не	1	4
130	в таком	2	4
131	как известно	1	3
132	национальной и	1	3
133	указанных выше	1	3
134	с более	1	3
135	не вполне	1	3
136	но даже	1	3
137	в данном	8	3
138	очевидно что	1	3
139	и наконец	1	3
140	так или	1	3
141	в нашем	3	3
