N	2gram	Bakhtin_fo_1	Istorich
1	и в	50	28
2	и т	8	25
3	может быть	11	25
4	а не	3	15
5	не может	6	15
6	никогда не	2	14
7	мы имеем	1	13
8	мы должны	2	13
9	для нас	2	13
10	то же	11	12
11	не только	9	12
12	что в	5	12
13	мы видим	3	11
14	только в	4	11
15	мы не	3	10
16	все же	6	10
17	что он	1	10
18	мы увидим	1	10
19	но и	8	10
20	прежде всего	15	10
21	не в	5	9
22	так и	12	9
23	о том	1	9
24	то что	6	9
25	в том	9	9
26	и не	14	9
27	в этом	25	8
28	но в	10	8
29	что это	1	8
30	таким образом	11	8
31	если бы	5	8
32	в ней	4	7
33	здесь мы	1	7
34	это не	6	7
35	еще не	5	7
36	и здесь	1	7
37	этот вопрос	1	7
38	и др	9	7
39	что мы	2	7
40	так же	6	7
41	том что	4	7
42	было бы	2	7
43	в этих	3	7
44	а в	3	7
45	в этой	1	6
46	ни один	1	6
47	его в	3	6
48	для изучения	1	6
49	к тому	3	6
50	что и	3	6
51	так как	6	6
52	с другой	2	6
53	вместе с	3	6
54	например в	6	5
55	вопрос о	2	5
56	мы будем	2	5
57	в своем	4	5
58	увидим что	1	5
59	по существу	12	5
60	их в	3	5
61	дело не	1	5
62	на основе	2	5
63	в дальнейшем	6	5
64	из дому	1	5
65	в его	13	5
66	но не	5	5
67	в качестве	3	5
68	в одном	3	5
69	до сих	3	5
70	попадает в	2	5
71	сих пор	3	5
72	или в	3	5
73	не знает	3	5
74	сказать что	3	5
75	героя в	1	5
76	ее в	2	5
77	и даже	2	4
78	и для	4	4
79	и на	8	4
80	между собой	4	4
81	с этим	6	4
82	все эти	9	4
83	на то	1	4
84	но все	5	4
85	об этом	2	4
86	и с	4	4
87	с тем	3	4
88	как и	8	4
89	в основе	5	4
90	находится в	1	4
91	связи с	6	4
92	должны быть	1	4
93	здесь не	4	4
94	в пределах	5	4
95	так в	1	4
96	того что	2	4
97	с одной	3	4
98	потому что	4	4
99	так что	1	4
100	в большинстве	1	4
101	к ним	2	4
102	должны будем	1	4
103	один из	3	4
104	одной стороны	2	4
105	могут быть	5	4
106	там где	2	4
107	друг с	1	4
108	все это	4	4
109	в связи	5	4
110	хотя бы	2	4
111	но оно	2	4
112	и другие	5	4
113	они не	3	4
114	также и	2	3
115	начинается с	1	3
116	время как	5	3
117	я не	1	3
118	не совсем	1	3
119	не знают	1	3
120	и он	1	3
121	по отношению	3	3
122	перед нами	1	3
123	могли бы	1	3
124	точку зрения	2	3
125	очень много	1	3
126	при этом	3	3
127	не как	2	3
128	и по	2	3
129	в другом	1	3
130	из них	1	3
131	и тогда	1	3
132	во время	1	3
133	нас не	1	3
134	в котором	4	3
135	в их	6	3
136	надо сказать	1	3
137	по себе	2	3
138	раз и	2	3
139	в то	9	3
140	дело в	2	3
141	с другом	1	3
142	есть только	2	3
143	должен быть	1	3
144	как мы	14	3
145	в образе	5	3
146	или на	1	3
147	связь между	2	3
148	во всем	2	3
149	в стороне	2	3
150	и его	16	3
151	уже не	2	3
152	если мы	2	3
153	в начале	3	3
154	или даже	1	3
155	и их	8	3
156	то время	4	3
157	которые могут	1	3
158	тем что	2	3
159	в форме	3	3
160	именно в	3	3
161	мы еще	3	3
162	из которых	1	3
163	наряду с	5	3
164	отношению к	5	3
165	с природой	1	2
166	отношения к	3	2
167	одним из	1	2
168	же как	2	2
169	мы привели	1	2
170	и потому	3	2
171	в зависимости	1	2
172	в доме	1	2
173	по его	1	2
174	из всех	1	2
175	большую роль	3	2
176	не вполне	1	2
177	когда мы	1	2
178	зависимости от	1	2
179	это время	7	2
180	к своему	2	2
181	на них	2	2
182	во всех	6	2
183	то он	1	2
184	а только	2	2
185	точка зрения	1	2
186	мы нашли	1	2
187	этого мотива	1	2
188	значение и	3	2
189	должны были	1	2
190	отличие от	2	2
191	тесно связан	1	2
192	как в	6	2
193	пути в	1	2
194	народа в	1	2
195	мы также	1	2
196	однако не	1	2
197	и как	10	2
198	от этого	2	2
199	в целом	2	2
200	в тех	1	2
201	которые в	1	2
202	тоже не	1	2
203	не более	1	2
204	и тот	1	2
205	в себе	3	2
206	в жертву	1	2
207	как он	2	2
208	его но	3	2
209	вследствие этого	3	2
210	как оно	2	2
211	в нем	24	2
212	связанные с	1	2
213	он не	5	2
214	всех этих	5	2
215	различные формы	1	2
216	он должен	2	2
217	и вот	1	2
218	при помощи	1	2
219	но уже	1	2
220	нет в	2	2
221	должно быть	1	2
222	на первый	1	2
223	для него	2	2
224	в отличие	2	2
225	миф о	1	2
226	в эпоху	1	2
227	есть еще	1	2
228	дорога в	1	2
229	что этот	1	2
230	роль играют	1	2
231	но они	3	2
232	в таких	1	2
233	но связь	1	2
234	как о	1	2
235	самого начала	2	2
236	тогда когда	2	2
237	одна из	2	2
238	что их	1	2
239	по своей	1	2
240	на природу	1	2
241	не могут	3	2
242	всего в	1	2
243	поставить вопрос	1	2
244	в ее	6	2
245	и этим	1	2
246	с самого	2	2
247	приводит к	1	2
248	ясно что	2	2
249	живет в	1	2
250	мог возникнуть	1	2
251	с ним	2	2
252	ничего не	9	2
253	он попадает	1	2
254	нас в	3	2
255	будем называть	1	2
256	этот момент	1	2
257	во всей	3	2
258	и только	1	2
259	здесь в	2	2
260	даже на	1	2
261	в ту	1	2
262	тот же	1	2
263	одной из	3	2
264	их не	1	2
265	по этому	1	2
266	себя в	1	2
267	для всех	2	2
268	то и	1	2
269	здесь же	1	2
270	в данной	2	2
271	его и	2	2
272	был бы	3	2
273	никто не	2	2
274	пока не	1	2
275	вовсе не	13	2
276	как раз	13	2
277	явлений в	1	2
278	были бы	1	2
279	в особенности	9	2
280	даже не	2	2
281	еще и	2	2
282	с ней	1	2
283	что не	3	2
284	говорит о	1	2
285	в некоторых	2	2
286	что дорога	1	2
287	не на	1	2
288	вступает в	2	2
289	уже у	1	2
290	в брак	1	2
291	конечно не	4	2
292	как бы	2	2
293	ко мне	1	2
294	отдельных мотивов	1	2
295	в основном	5	2
296	вопрос в	1	2
297	лучше всего	1	2
298	не существует	1	2
299	и от	1	2
300	бы в	1	2
301	всякого рода	2	2
302	ни к	3	2
303	между ними	3	2
304	была бы	2	2
305	в частности	6	2
306	это было	1	2
307	к этому	3	2
308	можно назвать	2	2
309	их тоже	1	1
310	предыдущем разделе	1	1
311	связана с	1	1
312	с исторической	1	1
313	она обычно	2	1
314	все остальное	1	1
315	и то	4	1
316	не делает	1	1
317	героя эта	1	1
318	он может	1	1
319	тех же	2	1
320	к своей	2	1
321	в средние	1	1
322	по этим	1	1
323	и есть	1	1
324	не меняется	3	1
325	i iii	1	1
326	др или	1	1
327	тем же	1	1
328	ту же	2	1
329	те же	2	1
330	ведь и	1	1
331	значение но	2	1
332	мотивы как	1	1
333	мы уже	11	1
334	а как	3	1
335	есть не	3	1
336	из всего	1	1
337	социальной и	1	1
338	та же	1	1
339	например у	3	1
340	берегу моря	1	1
341	на себя	2	1
342	же что	2	1
343	и был	1	1
344	приключения героев	1	1
345	он был	1	1
346	время в	6	1
347	иной характер	2	1
348	как если	2	1
349	и всего	1	1
350	оно совершенно	1	1
351	совсем не	2	1
352	но как	1	1
353	иметь какую-то	1	1
354	совершенно ясно	1	1
355	вступают в	1	1
356	тут же	1	1
357	некоторые мотивы	1	1
358	отнюдь не	5	1
359	пришел бы	1	1
360	и я	1	1
361	к какой	1	1
362	как по	2	1
363	в истории	2	1
364	отдельных стран	1	1
365	изучения и	1	1
366	не входят	2	1
367	независимо от	1	1
368	стороны и	2	1
369	стран и	1	1
370	в полном	1	1
371	вопросом о	1	1
372	по пути	1	1
373	и к	2	1
374	эти определяются	1	1
375	в фольклоре	1	1
376	имеет в	2	1
377	месте где	1	1
378	в этот	2	1
379	со своей	3	1
380	мотивы и	1	1
381	в которой	2	1
382	и у	5	1
383	образом и	1	1
384	во главе	1	1
385	в нашем	2	1
386	бы не	1	1
387	из этих	1	1
388	вообще а	1	1
389	но он	2	1
390	но его	1	1
391	тому же	2	1
392	количество этих	1	1
393	как доказательства	1	1
394	и пространство	1	1
395	так сказать	7	1
396	о которой	1	1
397	на одну	1	1
398	уже видели	1	1
399	этих мотивов	2	1
400	и еще	2	1
401	же здесь	1	1
402	что еще	1	1
403	изменению и	1	1
404	его от	2	1
405	одного явления	1	1
406	встречаются в	1	1
407	мы говорили	3	1
408	является не	1	1
409	с такими	1	1
410	в основу	3	1
411	значительной степени	1	1
412	могла бы	1	1
413	на всю	1	1
414	главным образом	1	1
415	в совершенно	1	1
416	них не	1	1
417	времени и	10	1
418	иногда довольно	1	1
419	очень важны	1	1
420	дело здесь	1	1
421	их тождества	1	1
422	чаще всего	1	1
423	необходимо сделать	1	1
424	в жизни	6	1
425	по всему	1	1
426	люди не	1	1
427	в них	4	1
428	в историческом	1	1
429	соответствии с	2	1
430	и уже	3	1
431	которой он	1	1
432	но значение	1	1
433	между собою	1	1
434	очень важное	1	1
435	или три	1	1
436	чем в	2	1
437	будем ответить	1	1
438	из проявлений	1	1
439	и некоторые	1	1
440	вошел в	1	1
441	в эту	1	1
442	в понимании	1	1
443	в своей	2	1
444	лежат в	2	1
445	а наоборот	1	1
446	наших дней	1	1
447	это делает	1	1
448	имеется и	2	1
