N	2gram	Bakhtin_sl_2	formyVre
1	и в	39	46
2	в этом	16	22
3	и т	35	14
4	прежде всего	8	14
5	вовсе не	10	13
6	в романе	46	13
7	и его	33	12
8	во всех	12	11
9	не только	24	11
10	только в	5	11
11	т п	33	11
12	как бы	7	10
13	то есть	26	10
14	точки зрения	8	10
15	в том	5	10
16	но в	6	10
17	мы уже	2	9
18	не в	9	9
19	у него	3	9
20	но и	21	9
21	вместе с	2	9
22	и не	22	9
23	и для	5	9
24	мира и	5	9
25	то же	4	8
26	как и	6	8
27	с точки	3	8
28	для того	2	8
29	того чтобы	2	8
30	связи с	3	8
31	в его	7	8
32	в связи	2	8
33	в основном	4	8
34	жизни и	6	8
35	и на	4	7
36	так сказать	6	7
37	всех этих	4	7
38	так и	15	7
39	в них	6	7
40	вещей и	1	7
41	может быть	37	7
42	в одном	2	7
43	то что	2	7
44	как мы	7	6
45	еще не	7	6
46	все же	6	6
47	и наконец	5	6
48	при этом	7	6
49	человека в	5	6
50	и с	9	6
51	его в	4	6
52	в основе	4	6
53	романе в	3	6
54	никогда не	7	6
55	те же	2	6
56	так как	4	6
57	в особенности	3	6
58	здесь в	3	6
59	все это	16	6
60	и времени	1	6
61	и все	5	6
62	рыцарский роман	9	5
63	но не	6	5
64	с этим	2	5
65	в своем	6	5
66	все эти	6	5
67	связанные с	4	5
68	он не	2	5
69	в нем	19	5
70	должно быть	1	5
71	громадное значение	2	5
72	в то	4	5
73	в рыцарском	1	5
74	рыцарском романе	2	5
75	в дальнейшем	2	5
76	романа рабле	1	5
77	в пространстве	1	5
78	и др	4	5
79	в частности	1	5
80	в пределах	13	5
81	в смысле	4	5
82	что в	3	5
83	отношения к	4	4
84	также и	2	4
85	человека и	3	4
86	и самое	1	4
87	в мире	1	4
88	значение и	1	4
89	в истории	11	4
90	как в	13	4
91	уже в	2	4
92	в себе	2	4
93	том что	5	4
94	место в	1	4
95	героев и	1	4
96	же время	4	4
97	уже говорили	1	4
98	к себе	1	4
99	с ним	7	4
100	о том	2	4
101	конечно не	5	4
102	мир в	1	4
103	и их	5	4
104	а не	14	4
105	отнюдь не	1	4
106	еще более	2	4
107	же в	1	4
108	жизни в	2	4
109	на свет	1	4
110	пространстве и	1	4
111	дан в	1	3
112	почти все	2	3
113	нас это	1	3
114	в виду	1	3
115	того же	1	3
116	слова и	8	3
117	а следовательно	1	3
118	мы еще	1	3
119	точка зрения	2	3
120	отношение к	4	3
121	истории романа	1	3
122	в средние	1	3
123	хотя и	2	3
124	целый ряд	1	3
125	как уже	2	3
126	и как	3	3
127	и художественного	1	3
128	уже не	5	3
129	та же	1	3
130	в большинстве	6	3
131	т д	2	3
132	и по	1	3
133	прежде чем	1	3
134	уже сказали	1	3
135	таким образом	8	3
136	на первый	1	3
137	в их	2	3
138	она ни	1	3
139	следовательно и	1	3
140	кроме того	2	3
141	на границе	2	3
142	себя и	4	3
143	зрения не	1	3
144	роль в	2	3
145	мы наблюдаем	2	3
146	в другом	2	3
147	а также	3	3
148	как у	1	3
149	затем в	1	3
150	борьба с	4	3
151	при изображении	1	3
152	что и	3	3
153	на развитие	1	3
154	того что	1	3
155	что он	2	3
156	все они	2	3
157	в качестве	1	3
158	на протяжении	2	3
159	за счет	1	3
160	большинстве случаев	5	3
161	для него	7	3
162	в прошлом	2	3
163	зрения другого	1	3
164	тем что	1	3
165	в форме	2	3
166	чувствует себя	1	3
167	и даже	7	3
168	не было	2	3
169	не на	1	3
170	для романа	2	3
171	мира в	1	3
172	с помощью	4	3
173	не является	1	3
174	романе и	2	3
175	в этих	7	3
176	а в	4	3
177	средние века	1	3
178	и другие	2	3
179	к этому	1	3
180	том числе	1	3
181	смысле слова	1	2
182	ту же	3	2
183	и есть	1	2
184	из самых	1	2
185	явления и	1	2
186	и до	1	2
187	оно было	2	2
188	и стиль	1	2
189	для раскрытия	1	2
190	в сущности	6	2
191	говорить о	3	2
192	роман в	3	2
193	они были	1	2
194	пародия на	1	2
195	первый план	1	2
196	не был	2	2
197	бы она	1	2
198	и т.п	2	2
199	совсем не	1	2
200	к ним	1	2
201	вступают в	1	2
202	в одной	1	2
203	и к	6	2
204	имеет громадное	1	2
205	в этой	1	2
206	с одной	5	2
207	эпохи и	2	2
208	как он	2	2
209	человек не	1	2
210	в корне	1	2
211	на этом	3	2
212	людей и	2	2
213	лишь в	3	2
214	по себе	5	2
215	здесь это	2	2
216	далеко не	2	2
217	мы видели	2	2
218	контакта с	1	2
219	образы людей	1	2
220	автора и	2	2
221	и становится	1	2
222	бытовой и	1	2
223	далее в	2	2
224	но эта	2	2
225	но он	2	2
226	по ту	1	2
227	и более	2	2
228	в той	4	2
229	в историческом	2	2
230	в отношении	4	2
231	своими корнями	2	2
232	она не	6	2
233	эти формы	4	2
234	на котором	2	2
235	и имеет	1	2
236	там где	6	2
237	марка аврелия	1	2
238	в роман	3	2
239	этом отношении	3	2
240	в духе	1	2
241	могут быть	7	2
242	во все	1	2
243	числе и	1	2
244	здесь они	1	2
245	и потому	7	2
246	и это	1	2
247	и о	1	2
248	чем не	2	2
249	в зоне	1	2
250	здесь не	4	2
251	без всякого	2	2
252	и от	3	2
253	в себя	2	2
254	дано в	1	2
255	особенно в	2	2
256	но здесь	4	2
257	и должно	1	2
258	таков например	2	2
259	влияние на	2	2
260	можно сказать	1	2
261	рыцарского романа	9	2
262	это не	5	2
263	и только	1	2
264	века и	1	2
265	в литературе	1	2
266	быть и	3	2
267	один из	5	2
268	словом и	8	2
269	и образов	1	2
270	со всеми	2	2
271	это новое	1	2
272	греческого романа	1	2
273	в поэзии	2	2
274	него и	1	2
275	и других	4	2
276	характерно что	1	2
277	сами по	1	2
278	в конце	1	2
279	не для	1	2
280	протяжении всего	1	2
281	рядом с	3	2
282	не были	1	2
283	или иной	5	2
284	до сих	2	2
285	с другой	5	2
286	именно в	2	2
287	и самая	1	2
288	наконец в	4	2
289	романа в	5	2
290	и затем	2	2
291	в некоторых	3	2
292	их не	1	2
293	смысла и	3	2
294	а на	1	2
295	не знает	2	2
296	до конца	17	2
297	и самый	1	2
298	человек в	6	2
299	в последующем	1	2
300	во франции	2	2
301	в эпосе	4	2
302	не может	20	2
303	как это	3	2
304	в данном	2	2
305	в последнем	1	2
306	лежит в	1	2
307	и всех	1	2
308	дело идет	2	2
309	этом случае	6	2
310	сих пор	2	2
311	только для	1	2
312	в двух	1	2
313	но это	3	2
314	образ человека	1	2
315	ни была	1	2
316	во всяком	3	2
317	все что	2	2
318	себя как	1	1
319	и адекватно	1	1
320	и шире	1	1
321	можно говорить	2	1
322	в дальнейшей	1	1
323	например в	5	1
324	и действительно	1	1
325	и грубой	2	1
326	его моментов	2	1
327	связан с	3	1
328	августина у	1	1
329	их особенно	1	1
330	риме в	1	1
331	необходимо отметить	3	1
332	это и	2	1
333	некоторой степени	1	1
334	идет о	1	1
335	обстоит дело	2	1
336	с идеей	1	1
337	и сочетает	1	1
338	по преимуществу	1	1
339	игры с	2	1
340	должна быть	3	1
341	в германии	2	1
342	романа герои	2	1
343	а как	1	1
344	есть не	1	1
345	со всех	1	1
346	на материале	2	1
347	совершенно иные	1	1
348	миру и	1	1
