N	2gram	Vygotskiy__1	KulturaY
1	и т	26	39
2	потому что	10	25
3	т п	16	24
4	и в	31	23
5	т е	3	22
6	не только	13	20
7	в том	30	19
8	в этом	12	18
9	и не	16	16
10	было бы	6	15
11	так как	18	15
12	может быть	22	15
13	т д	8	14
14	точки зрения	15	14
15	если бы	6	12
16	у нас	4	12
17	в самом	11	12
18	но в	3	11
19	том что	16	11
20	того чтобы	7	11
21	в области	11	11
22	русском языке	2	10
23	по себе	9	10
24	в русском	2	10
25	а не	13	10
26	что в	23	10
27	самом деле	9	9
28	вопрос о	3	9
29	в сущности	10	9
30	хотя бы	1	9
31	то что	32	9
32	вовсе не	6	9
33	для того	6	9
34	не может	17	9
35	с точки	2	8
36	не в	11	8
37	языка и	1	8
38	и что	8	8
39	в качестве	2	8
40	уже не	2	8
41	прежде всего	4	8
42	с другой	5	8
43	и пр	1	8
44	что это	6	7
45	все же	5	7
46	в силу	3	7
47	и с	2	7
48	не менее	2	7
49	обстоятельство что	1	7
50	но и	2	7
51	другой стороны	5	7
52	то же	5	6
53	и на	1	6
54	но не	3	6
55	в этой	3	6
56	это не	1	6
57	тем не	2	6
58	ту же	2	6
59	между тем	4	6
60	слова в	3	6
61	русский язык	1	6
62	что мы	8	6
63	и то	2	5
64	мы имеем	4	5
65	я не	1	5
66	зависимости от	6	5
67	еще не	1	5
68	целый ряд	6	5
69	не следует	1	5
70	должна быть	3	5
71	по существу	4	5
72	и вот	3	5
73	что все	3	5
74	об этом	1	5
75	и тем	2	5
76	несмотря на	5	5
77	и здесь	2	5
78	не могут	3	5
79	ясно что	19	5
80	приводит к	2	5
81	в его	6	5
82	один из	4	5
83	тот же	2	5
84	что он	7	5
85	только в	14	5
86	должен быть	1	5
87	речь в	1	5
88	всяком случае	6	5
89	само по	5	5
90	там где	4	5
91	вместе с	8	5
92	как это	4	5
93	что же	2	5
94	этого слова	4	5
95	слова и	1	5
96	все это	8	5
97	этом смысле	2	5
98	таким образом	20	5
99	во всяком	8	5
100	в зависимости	5	4
101	что я	4	4
102	со стороны	4	4
103	отнюдь не	6	4
104	перед нами	1	4
105	хотя и	3	4
106	бы и	2	4
107	если мы	12	4
108	на то	10	4
109	широком смысле	1	4
110	в нем	2	4
111	так и	3	4
112	но все	1	4
113	должно быть	1	4
114	своего рода	1	4
115	можно ли	2	4
116	в то	5	4
117	но только	3	4
118	ничего не	2	4
119	что на	3	4
120	к тому	4	4
121	и о	4	4
122	в пределах	1	4
123	от того	3	4
124	или в	1	4
125	могут быть	11	4
126	можно сказать	1	4
127	это слово	1	4
128	для нас	5	4
129	в нашей	1	4
130	мы знаем	3	4
131	ни в	9	4
132	в конце	3	4
133	в них	2	4
134	в особенности	1	4
135	в каком	2	4
136	не было	3	4
137	в связи	2	4
138	как бы	5	4
139	в результате	4	4
140	этой области	2	4
141	сказать что	7	4
142	была бы	1	4
143	к этому	4	4
144	так же	12	4
145	того же	2	3
146	это и	3	3
147	в первый	1	3
148	как не	1	3
149	а только	2	3
150	или иное	2	3
151	как в	9	3
152	с этим	3	3
153	то или	2	3
154	выражение в	1	3
155	то и	2	3
156	главным образом	2	3
157	в статье	1	3
158	он не	3	3
159	и по	3	3
160	что она	6	3
161	чем в	1	3
162	что такое	2	3
163	этого вопроса	2	3
164	знаем что	1	3
165	в таких	1	3
166	в процессе	5	3
167	казалось бы	2	3
168	п в	1	3
169	и его	7	3
170	связи с	1	3
171	следует что	1	3
172	отличается от	2	3
173	что оно	3	3
174	как мы	2	3
175	в виду	4	3
176	в ней	1	3
177	последнее время	2	3
178	а в	6	3
179	те же	4	3
180	на это	2	3
181	сводится к	1	3
182	вот почему	1	3
183	никак не	4	3
184	а также	1	3
185	аналогии с	1	3
186	знает что	1	3
187	что и	13	3
188	конце концов	3	3
189	того что	10	3
190	есть в	7	3
191	уже в	3	3
192	же в	1	3
193	до конца	6	3
194	у него	4	3
195	как раз	2	3
196	именно в	1	3
197	различие между	4	3
198	из которых	3	3
199	слов в	1	3
200	но для	1	3
201	в большей	1	3
202	зрения в	1	3
203	этом отношении	2	3
204	но это	3	3
205	совершенно не	5	3
206	к этой	2	3
207	и это	3	3
208	точно так	3	3
209	гораздо более	2	3
210	смысле слова	3	2
211	речь идет	3	2
212	же как	4	2
213	и потому	2	2
214	на самом	2	2
215	тех же	2	2
216	и есть	5	2
217	тем же	3	2
218	по преимуществу	1	2
219	почти всегда	3	2
220	той же	3	2
221	что если	1	2
222	но вот	1	2
223	но даже	2	2
224	бы сказать	1	2
225	меньше чем	1	2
226	в широком	1	2
227	а следовательно	1	2
228	не то	2	2
229	теряет свой	1	2
230	конечном счете	3	2
231	ответ на	1	2
232	очевидно что	6	2
233	отличие от	4	2
234	что они	2	2
235	материалом для	1	2
236	в своем	3	2
237	могли бы	1	2
238	его к	1	2
239	что само	2	2
240	за собой	1	2
241	и у	4	2
242	быть только	1	2
243	и если	4	2
244	по словам	1	2
245	при этом	19	2
246	словах как	1	2
247	в корне	1	2
248	состоит в	3	2
249	за счет	1	2
250	в одну	1	2
251	могла бы	1	2
252	том случае	2	2
253	на все	1	2
254	заключается в	7	2
255	только о	2	2
256	это положение	1	2
257	все равно	1	2
258	соответствии с	1	2
259	с тем	3	2
260	как и	16	2
261	не всегда	2	2
262	мы видели	2	2
263	а если	1	2
264	п но	1	2
265	и еще	1	2
266	и сейчас	2	2
267	в своей	3	2
268	почти ни	1	2
269	в их	1	2
270	в отличие	3	2
271	в которых	3	2
272	результате этого	1	2
273	и более	1	2
274	тем самым	2	2
275	стоит в	1	2
276	как можно	1	2
277	что эта	3	2
278	она не	5	2
279	может служить	1	2
280	дело не	1	2
281	уже из	1	2
282	того как	1	2
283	но что	2	2
284	из предыдущего	1	2
285	следовательно и	1	2
286	что наша	1	2
287	о революционной	1	2
288	очень часто	4	2
289	должны быть	3	2
290	понять что	1	2
291	оно не	1	2
292	утверждать что	5	2
293	таких словах	1	2
294	свою очередь	1	2
295	нам и	1	2
296	в буквальном	1	2
297	характер и	1	2
298	роль в	3	2
299	что у	3	2
300	что для	2	2
301	речи мы	1	2
302	это только	2	2
303	по сравнению	1	2
304	и вообще	1	2
305	все дело	2	2
306	одного из	1	2
307	как у	1	2
308	в конечном	3	2
309	к нему	2	2
310	нуждается в	3	2
311	вообще и	1	2
312	слов и	1	2
313	тех пор	1	2
314	но так	1	2
315	с ними	1	2
316	он уже	1	2
317	с одной	5	2
318	современном русском	1	2
319	указывает что	1	2
320	же и	1	2
321	конечно не	1	2
322	за этим	1	2
323	а это	1	2
324	был бы	5	2
325	при отсутствии	1	2
326	никогда не	8	2
327	и даже	6	2
328	выходит за	1	2
329	на примере	3	2
330	ли это	2	2
331	еще и	1	2
332	мы скажем	1	2
333	на этот	1	2
334	которых мы	1	2
335	вопросе о	1	2
336	и следовательно	2	2
337	для этой	1	2
338	так называемых	1	2
339	в частности	3	2
340	с первого	1	2
341	представить себе	3	2
342	мы говорим	1	2
343	так мы	1	2
344	в той	1	2
345	смысле этого	2	2
346	как будто	5	2
347	ли не	1	2
348	с этой	4	2
349	и для	5	2
350	и от	2	2
351	самая форма	1	2
352	чтобы понять	4	2
353	то не	1	2
354	и все	5	2
355	теряет свою	1	2
356	мы должны	1	2
357	будто бы	2	2
358	есть продукт	2	2
359	в свою	1	2
360	только как	1	2
361	указывал что	1	2
362	себе не	3	2
363	случае если	1	2
364	в своих	4	2
365	по поводу	2	2
366	это в	2	2
367	этой точки	5	2
368	вроде следующего	1	1
369	я сказал	2	1
370	научного и	1	1
371	совершенно справедливо	1	1
372	в такой	2	1
373	основная тенденция	1	1
374	и без	2	1
375	утверждение что	1	1
376	лучше в	1	1
377	так легко	1	1
378	как такового	1	1
379	мере в	1	1
380	на деле	3	1
381	показать что	8	1
382	раньше в	1	1
383	которое мы	1	1
384	в котором	4	1
385	ведь и	1	1
386	едва ли	1	1
387	это объяснение	1	1
388	а как	1	1
389	есть не	2	1
390	ссылкой на	1	1
391	мы не	12	1
392	на эти	2	1
393	есть нечто	2	1
394	как функции	1	1
395	время как	5	1
396	совпадает с	4	1
397	что иное	1	1
398	на тему	1	1
399	вместо того	1	1
400	большей частью	2	1
401	иное как	1	1
402	это действительно	1	1
403	столь же	4	1
404	время в	1	1
405	стороны если	1	1
406	бы то	1	1
407	явная попытка	1	1
408	с его	1	1
409	только после	1	1
410	это имеет	2	1
411	как таковая	1	1
412	не без	1	1
413	формы если	1	1
414	то мы	1	1
415	что этого	1	1
416	правильно указывает	1	1
417	но как	2	1
418	дело обстоит	1	1
419	явлений и	1	1
420	одном и	1	1
421	только тогда	7	1
422	есть по	1	1
423	совершенно ясно	19	1
424	явлениями и	1	1
425	нет и	1	1
426	сама по	2	1
427	и нам	1	1
428	относится к	1	1
429	так что	5	1
430	меньше всего	1	1
431	идет о	2	1
432	самое понятие	1	1
433	независимо от	2	1
434	что именно	1	1
435	значение его	1	1
436	как к	2	1
437	что как	1	1
438	далее мы	1	1
439	как вполне	1	1
440	бы я	1	1
441	бы однако	1	1
442	и как	2	1
443	говорит что	5	1
444	что по	3	1
445	сказал бы	1	1
446	до тех	2	1
447	думается мне	1	1
448	и к	3	1
449	его значении	1	1
450	языка так	1	1
451	то в	1	1
452	в себя	2	1
453	в которой	4	1
454	привести к	1	1
455	мы получаем	2	1
456	в целом	5	1
457	не оставляет	1	1
458	из этих	6	1
459	во многих	1	1
460	что автор	1	1
461	в известном	2	1
462	в последнее	4	1
463	образом при	1	1
464	бы только	1	1
465	в себе	4	1
466	тому же	3	1
467	между речью	1	1
468	что без	1	1
469	как оно	1	1
470	все те	1	1
471	что сказать	1	1
472	эта система	1	1
473	психологический закон	1	1
474	мы можем	4	1
475	и утверждает	1	1
