N	2gram	Vygotskiy__7	Russkaja
1	не может	11	22
2	и не	18	19
3	в том	18	17
4	в этом	29	17
5	и в	26	14
6	с другом	2	14
7	друг с	2	14
8	то что	24	13
9	самим собой	2	12
10	то же	8	11
11	точки зрения	28	11
12	таким образом	23	11
13	в то	3	10
14	но и	11	10
15	в себе	9	9
16	не только	24	9
17	том что	17	9
18	с точки	21	9
19	может быть	7	9
20	во всяком	2	9
21	того чтобы	19	8
22	прежде всего	7	8
23	как на	6	8
24	самом деле	6	7
25	отнюдь не	1	7
26	и с	5	7
27	в данном	5	7
28	к тому	7	7
29	о том	4	7
30	самого себя	1	7
31	мы должны	6	7
32	ни к	1	7
33	к которой	1	6
34	если в	4	6
35	в своем	1	6
36	и к	7	6
37	с тем	5	6
38	в своих	2	6
39	и при	2	6
40	признать что	2	6
41	если бы	5	6
42	все это	3	6
43	и для	5	6
44	для того	18	6
45	что он	8	6
46	всяком случае	1	6
47	для него	3	6
48	на самом	3	6
49	вопрос о	6	5
50	между собой	6	5
51	во всех	6	5
52	на то	4	5
53	в нем	2	5
54	при этом	1	5
55	он не	3	5
56	было бы	6	5
57	в своей	3	5
58	никогда не	4	5
59	потому что	16	5
60	между тем	1	5
61	и только	4	5
62	только в	8	5
63	конечно не	1	5
64	или иной	1	5
65	до сих	3	5
66	себя и	2	5
67	из которых	2	5
68	по существу	1	5
69	сих пор	3	5
70	а в	2	5
71	и то	7	4
72	но не	3	4
73	все же	6	4
74	не в	4	4
75	в этой	3	4
76	быть самим	1	4
77	в совершенно	1	4
78	его в	2	4
79	как и	15	4
80	которой он	1	4
81	в их	2	4
82	точку зрения	2	4
83	тогда когда	5	4
84	во всем	3	4
85	ли это	1	4
86	от того	1	4
87	не могут	4	4
88	приводит к	4	4
89	можно было	2	4
90	и т.д	1	4
91	в его	4	4
92	так как	14	4
93	вместе с	12	4
94	он будет	1	4
95	что же	2	4
96	как бы	6	4
97	что в	12	4
98	к этой	2	4
99	все что	6	4
100	и т	1	3
101	то в	2	3
102	и этот	1	3
103	говорить о	1	3
104	еще не	4	3
105	он сам	1	3
106	из этих	3	3
107	что они	10	3
108	в самом	9	3
109	что это	6	3
110	и по	3	3
111	в другом	1	3
112	лишь в	2	3
113	для них	1	3
114	о которых	2	3
115	несмотря на	2	3
116	должно быть	2	3
117	всех этих	1	3
118	но если	2	3
119	таким же	1	3
120	мы говорили	2	3
121	можно ли	2	3
122	одна из	1	3
123	связи с	4	3
124	в сознании	6	3
125	что оно	4	3
126	той или	1	3
127	что все	2	3
128	данном случае	5	3
129	собой и	1	3
130	надо признать	1	3
131	для этого	3	3
132	но мы	3	3
133	и во	4	3
134	что и	3	3
135	а следовательно	1	3
136	в лучшем	2	3
137	того что	14	3
138	одной из	4	3
139	в качестве	5	3
140	в большинстве	2	3
141	в виде	1	3
142	из них	1	3
143	в конце	4	3
144	себя от	2	3
145	друг друга	4	3
146	тем что	9	3
147	именно в	6	3
148	только к	2	3
149	что для	2	3
150	не было	1	3
151	ко всем	2	3
152	и потому	3	3
153	этом случае	14	3
154	при условии	1	3
155	лучшем случае	2	3
156	она может	2	3
157	или в	2	3
158	о котором	1	3
159	конце концов	1	3
160	и как	1	3
161	все они	1	3
162	не есть	4	3
163	из этого	2	3
164	себя как	1	2
165	бы для	1	2
166	и есть	2	2
167	этом направлении	1	2
168	к чему	1	2
169	из всех	5	2
170	приводят к	2	2
171	но она	1	2
172	в ней	3	2
173	в таком	1	2
174	время в	2	2
175	там и	1	2
176	они будут	1	2
177	по отношению	6	2
178	друг от	2	2
179	сама по	1	2
180	с этим	2	2
181	последнее время	3	2
182	целый ряд	4	2
