N	3gram	Bakhtin_Pr_1	Komedia
1	в том что	7	5
2	о том что	2	4
3	для того чтобы	2	4
4	хоть и не	1	3
5	по отношению к	11	3
6	то же время	7	3
7	в то время	2	3
8	в то же	7	3
9	в этом смысле	9	2
10	до сих пор	2	2
11	в той же	3	2
12	в отличие от	2	2
13	бы то ни	3	2
14	то время как	1	2
15	то ни было	2	2
16	то что он	1	2
17	во всяком случае	3	2
18	к тому что	1	2
19	можно было бы	3	2
20	друг с другом	3	2
21	что и в	1	2
22	нет и в	1	1
23	ни в один	1	1
24	в самом деле	2	1
25	так и не	1	1
26	с точки зрения	15	1
27	и в то	3	1
28	с самого начала	2	1
29	он говорит о	1	1
30	то что в	1	1
31	что в нем	1	1
32	как таковой и	1	1
33	точно так же	1	1
34	что весь этот	1	1
35	отношения между ними	1	1
36	как мы их	1	1
37	а вместе с	1	1
38	и во всяком	1	1
39	и его судьба	1	1
40	в нашем литературоведении	1	1
41	в первом случае	1	1
42	по этому вопросу	1	1
43	ни в одном	1	1
44	в один из	1	1
45	на задний план	1	1
46	как будто бы	1	1
47	по сравнению с	1	1
48	само по себе	2	1
49	с другой стороны	2	1
50	таким образом и	1	1
51	в полной мере	1	1
52	не может быть	3	1
53	их взаимоотношения в	1	1
54	того или иного	1	1
55	у него в	1	1
56	в основе его	1	1
57	так и в	1	1
58	не укладывается ни	1	1
59	не только в	1	1
60	при ознакомлении с	1	1
61	но все же	1	1
62	что это не	1	1
63	тем более что	1	1
64	но все эти	1	1
65	в большинстве случаев	2	1
66	укладывается ни в	1	1
67	и не столь	1	1
68	и на события	1	1
69	в пределах одного	1	1
70	того чтобы его	1	1
71	же становится в	1	1
