N	3gram	Bakhtin_fo_2	Istorich
1	и т д	3	18
2	до сих пор	2	6
3	в этом случае	2	5
4	вместе с тем	1	5
5	мы имеем в	2	5
6	в том что	3	5
7	в иной мир	1	4
8	но все же	1	4
9	что он не	1	4
10	со всех сторон	1	4
11	не только в	5	4
12	в связи с	7	4
13	с тем что	1	3
14	с одной стороны	1	3
15	в другом месте	2	2
16	на самом деле	1	2
17	вместо того чтобы	1	2
18	наряду с этим	1	2
19	но и в	3	2
20	во всех этих	3	2
21	здесь мы видим	1	2
22	руки и ноги	1	2
23	с другой стороны	1	2
24	не может быть	1	2
25	всех этих случаях	1	2
26	о том что	1	2
27	и вместе с	1	2
28	с самого начала	1	2
29	сказал что он	1	2
30	о том как	3	1
31	к тому времени	1	1
32	как то что	1	1
33	в основном же	1	1
34	более поздние представления	1	1
35	и связанные с	1	1
36	другой стороны в	1	1
37	и в материале	1	1
38	в виду что	1	1
39	и так сказать	1	1
40	мифов и легенд	1	1
41	друг от друга	2	1
42	и не только	1	1
43	и непосредственно в	1	1
44	но и другие	1	1
45	в отличие от	1	1
46	каждый из этих	1	1
47	прежде всего нужно	2	1
48	в себя и	1	1
49	и то же	1	1
50	с этим в	1	1
51	то что было	2	1
52	о чем подробнее	1	1
53	в связи со	1	1
54	как мы увидим	1	1
55	и др все	1	1
56	том что они	1	1
57	в себе в	1	1
58	потому что они	2	1
59	зевса и т	1	1
60	ее так что	1	1
61	мы здесь не	1	1
62	связи с этим	2	1
63	это значит что	2	1
64	и прежде всего	3	1
65	то же представление	1	1
66	в другом случае	1	1
67	это как бы	1	1
68	только в этом	1	1
69	сих пор она	1	1
70	друг с другом	4	1
71	и в нем	1	1
72	том что он	1	1
73	это свидетельствует о	1	1
74	вне связи с	1	1
75	и в другом	1	1
