N	3gram	Tiupa_Disk_2	Psycholo
1	в том что	6	9
2	не может быть	3	8
3	в самом деле	1	7
4	о том что	3	7
5	во всяком случае	1	6
6	не в том	1	5
7	подобно тому как	2	5
8	с другой стороны	1	5
9	с одной стороны	4	5
10	как и в	5	4
11	не в состоянии	1	3
12	и той же	1	3
13	в отличие от	12	3
14	одной и той	1	3
15	в конечном счете	1	3
16	все то что	1	3
17	состоит в том	2	2
18	может быть сведена	1	2
19	с точки зрения	2	2
20	в этом отношении	4	2
21	в применении к	1	2
22	как будто бы	1	2
23	быть сведена к	1	2
24	так и в	3	2
25	в одном из	1	2
26	то есть в	1	2
27	при этом не	1	2
28	тем не менее	1	2
29	но прежде всего	1	1
30	и того же	2	1
31	и том же	1	1
32	такой же мере	1	1
33	в основе своей	2	1
34	другой стороны в	1	1
35	и столь же	1	1
36	том что лирика	1	1
37	все дело в	1	1
38	одном и том	1	1
39	мы имеем дело	1	1
40	потому что в	1	1
41	дело в том	2	1
42	в том числе	1	1
43	одной стороны и	2	1
44	и там где	1	1
45	то что и	1	1
46	мире в то	1	1
47	то что в	1	1
48	как уже было	1	1
49	и вследствие этого	1	1
50	заключает в себе	2	1
51	в той мере	1	1
52	и могут быть	1	1
53	и то что	2	1
54	отнюдь не является	1	1
55	в это время	1	1
56	между тем как	1	1
57	из виду что	1	1
58	но в такой	1	1
59	мы все же	1	1
60	и не быть	1	1
61	в себя и	1	1
62	и то же	2	1
63	приходит к выводу	1	1
64	не могут быть	1	1
65	совпадают с теми	1	1
66	в такой же	1	1
67	в мире в	2	1
68	мере в какой	1	1
69	в полной мере	1	1
70	речь идет о	1	1
71	принципиальное различие между	1	1
72	не принадлежит к	1	1
73	только то что	1	1
74	которое может быть	1	1
75	того и другого	1	1
76	во всем что	1	1
77	та или иная	1	1
78	с самого начала	1	1
79	это отнюдь не	1	1
80	существенную роль в	1	1
81	включает в себя	1	1
82	можно сказать что	1	1
83	одного и того	2	1
84	и в частности	1	1
85	никак не могут	1	1
86	и не дает	1	1
87	той мере в	1	1
88	одно и то	2	1
89	том что и	1	1
90	том числе и	1	1
