N	2gram	Bakhtin_Fr_4	Freidism
1	таким образом	20	24
2	и не	16	23
3	не может	2	20
4	точки зрения	4	19
5	прежде всего	8	18
6	к отцу	1	16
7	в этом	11	15
8	в его	8	15
9	с помощью	4	14
10	мы можем	3	13
11	может быть	2	13
12	и его	8	12
13	все эти	9	11
14	как и	12	11
15	с точки	2	11
16	как бы	8	11
17	то что	4	11
18	самом деле	1	10
19	но в	12	10
20	его в	9	10
21	с ним	2	10
22	как мы	10	10
23	так и	11	10
24	и потому	1	10
25	с его	4	9
26	и в	29	9
27	то же	10	8
28	не только	10	8
29	он не	3	8
30	в своей	5	8
31	еще не	4	8
32	оно и	1	8
33	что он	4	8
34	только в	2	8
35	так как	7	8
36	все это	4	8
37	и все	13	8
38	все что	1	8
39	в самом	1	7
40	мы уже	10	7
41	отношение к	1	7
42	и наконец	2	7
43	ни в	2	7
44	мы видели	7	7
45	те же	1	7
46	к нему	3	7
47	один из	4	7
48	тот же	3	7
49	мы знаем	1	7
50	сказать что	5	7
51	в ней	3	6
52	за пределы	1	6
53	все те	2	6
54	так сказать	2	6
55	и с	9	6
56	на протяжении	1	6
57	и ее	1	6
58	того что	3	6
59	для него	1	6
60	вовсе не	9	6
61	никогда не	2	6
62	на самом	4	5
63	и на	11	5
64	он сам	1	5
65	в чем	3	5
66	и к	2	5
67	в этой	13	5
68	что такое	1	5
69	знаем что	1	5
70	в то	10	5
71	сознанием и	1	5
72	в себя	2	5
73	но мы	2	5
74	можно сказать	1	5
75	для того	3	5
76	в большинстве	6	5
77	большинстве случаев	5	5
78	но и	9	5
79	с этим	1	5
80	в свою	1	5
81	что в	1	5
82	смысле слова	1	4
83	и за	3	4
84	той же	3	4
85	связанных с	2	4
86	мы не	1	4
87	в которой	4	4
88	говорить о	1	4
89	но не	2	4
90	все же	3	4
91	с их	1	4
92	в нем	5	4
93	всех этих	3	4
94	на этом	2	4
95	связанные с	4	4
96	при этом	3	4
97	об этом	1	4
98	в жизни	2	4
99	во время	10	4
100	в основе	2	4
101	же время	8	4
102	потому что	1	4
103	и для	2	4
104	материнское лоно	1	4
105	к тому	2	4
106	т.е в	1	4
107	того чтобы	3	4
108	данном случае	1	4
109	с самого	3	4
110	другими словами	2	4
111	которой мы	1	4
112	и образы	9	4
113	с ними	3	4
114	конечно не	4	4
115	уже не	2	4
116	не дает	1	4
117	в котором	2	4
118	мы находим	1	4
119	как раз	2	4
120	от того	1	4
121	и др	4	4
122	в данном	1	4
123	и о	5	4
124	в более	1	4
125	в этих	2	4
126	между ними	2	4
127	в таком	1	4
128	человека и	1	3
129	и есть	4	3
130	при анализе	1	3
131	теперь мы	1	3
132	на место	1	3
133	он был	2	3
134	конечном счете	1	3
135	в общем	1	3
136	один и	2	3
137	как в	2	3
138	и как	3	3
139	всего к	1	3
140	и тот	2	3
141	в себе	3	3
142	этот процесс	6	3
143	главным образом	1	3
144	о которой	1	3
145	в узком	3	3
146	и вот	3	3
147	и по	5	3
148	что все	1	3
149	конечно в	1	3
150	зрения на	1	3
151	уже знаем	1	3
152	сознания мы	1	3
153	такой же	3	3
154	он дает	1	3
155	мысли и	1	3
156	можем сказать	1	3
157	самого начала	3	3
158	на него	1	3
159	чем не	1	3
160	бы он	1	3
161	с ее	3	3
162	свою очередь	1	3
163	всем этим	1	3
164	и этим	2	3
165	если бы	1	3
166	и что	1	3
167	в конечном	1	3
168	и она	1	3
169	со всеми	1	3
170	себя в	2	3
171	у него	5	3
172	в них	7	3
173	со стороны	2	3
174	и т.п	12	3
175	на этот	1	3
176	и оно	1	3
177	по своему	4	3
178	слова и	1	3
179	и от	1	3
180	но это	4	3
181	узком смысле	2	3
182	это как	1	3
183	от всех	2	3
184	жизни и	4	3
185	отношения к	1	2
186	и то	2	2
187	это и	5	2
188	и до	5	2
189	уже указывали	1	2
190	ее целом	1	2
191	и название	1	2
192	в первый	1	2
193	большую роль	2	2
194	того же	5	2
195	не без	1	2
196	в ее	3	2
197	видели что	1	2
198	но как	3	2
199	отличие от	1	2
200	значение для	1	2
201	относится к	1	2
202	дает нам	2	2
203	в своем	3	2
204	в этот	1	2
205	не приходится	1	2
206	что это	5	2
207	в нашем	4	2
208	человек не	1	2
209	что она	1	2
210	из этой	1	2
211	их в	2	2
212	его таким	1	2
213	но все	1	2
214	них не	1	2
215	на этой	2	2
216	при помощи	1	2
217	это было	1	2
218	это не	5	2
219	по всему	2	2
220	поэтому они	1	2
221	только о	1	2
222	и становится	1	2
223	том что	3	2
224	в эту	3	2
225	что значит	3	2
226	во второй	2	2
227	и при	2	2
228	в их	2	2
229	в отличие	1	2
