N	2gram	Bakhtin_sl_2	StatiiOP
1	и в	39	29
2	том что	5	27
3	в том	5	27
4	в этом	16	21
5	не только	24	19
6	но и	21	19
7	что в	3	19
8	о том	2	17
9	в его	7	13
10	что он	2	13
11	у пушкина	1	12
12	то что	2	11
13	все это	16	11
14	таким образом	8	10
15	и т	35	9
16	в своем	6	9
17	он не	2	9
18	так и	15	9
19	этом отношении	3	9
20	и не	22	9
21	но в	6	8
22	как раз	1	8
23	в ней	3	7
24	в самом	1	7
25	но все	5	7
26	в своей	1	7
27	не столько	3	7
28	того как	2	7
29	для того	2	7
30	в виду	1	7
31	вместе с	2	7
32	одним из	2	6
33	и на	4	6
34	все же	6	6
35	т д	2	6
36	факт что	2	6
37	вовсе не	10	6
38	того чтобы	2	6
39	и его	33	6
40	об этом	1	6
41	и что	1	6
42	в одном	2	6
43	до сих	2	6
44	точки зрения	8	5
45	в языке	2	5
46	того что	1	5
47	между тем	3	5
48	в качестве	1	5
49	прежде всего	8	5
50	а не	14	5
51	в той	4	5
52	как бы	7	5
53	сих пор	2	5
54	речь идет	1	4
55	кроме того	2	4
56	хотя и	2	4
57	и к	6	4
58	не приходится	3	4
59	в нем	19	4
60	в другом	2	4
61	и с	9	4
62	должен был	1	4
63	не в	9	4
64	дело в	2	4
65	ничего не	1	4
66	и о	1	4
67	связи с	3	4
68	для него	7	4
69	с другой	5	4
70	именно в	2	4
71	действующих лиц	2	4
72	в частности	1	4
73	своего времени	1	4
74	тот факт	2	4
75	еще более	2	4
76	а как	1	4
77	в романе	46	4
78	к этому	1	4
79	например в	5	3
80	идет о	1	3
81	в их	2	3
82	его не	4	3
83	хотя бы	3	3
84	подчеркнуть что	2	3
85	не был	2	3
86	но не	6	3
87	как в	13	3
88	с этим	2	3
89	не было	2	3
90	вообще не	1	3
91	ни в	4	3
92	в эту	1	3
93	в этих	7	3
94	но он	2	3
95	по себе	5	3
96	не менее	4	3
97	самого начала	1	3
98	одной из	1	3
99	иметь в	1	3
100	никогда не	7	3
101	и по	1	3
102	это слово	1	3
103	тем что	1	3
104	оно не	8	3
105	с самого	1	3
106	материала для	1	3
107	и здесь	2	3
108	как у	1	3
109	должно было	1	3
