N	2gram	Losev_Dial_2	Marksizm
1	может быть	20	28
2	и пр	5	25
3	и в	19	19
4	как бы	14	19
5	и не	30	19
6	не может	9	18
7	точки зрения	12	17
8	то же	12	16
9	и его	5	16
10	как мы	3	15
11	в этом	8	15
12	в сущности	2	14
13	так сказать	1	14
14	таким образом	4	14
15	не только	19	13
16	с точки	8	13
17	связи с	4	13
18	в нем	10	11
19	вовсе не	13	11
20	не в	8	10
21	так и	10	10
22	но и	12	10
23	том что	10	10
24	самом деле	4	9
25	при этом	4	9
26	как и	10	9
27	в основе	1	9
28	это –	23	9
29	а не	16	9
30	на почве	1	9
31	в то	6	8
32	же время	5	8
33	только в	5	8
34	отнюдь не	6	8
35	на самом	2	7
36	его в	3	7
37	и более	3	7
38	одна из	1	7
39	никогда не	9	7
40	в том	14	7
41	прежде всего	8	7
42	в связи	4	7
43	но в	2	7
44	в таком	4	7
45	мы уже	8	6
46	и значение	1	6
47	во всех	2	6
48	и как	10	6
49	в самом	5	6
50	если мы	2	6
51	восприятия чужой	1	6
52	слова и	1	6
53	ни в	10	6
54	в смысле	5	6
55	к тому	2	6
56	же самое	2	6
57	и следовательно	5	6
58	быть и	4	6
59	и значением	1	6
60	между тем	2	6
61	мы можем	1	6
62	– не	9	6
63	и все	12	6
64	хотя бы	4	6
65	смысле слова	1	5
66	того же	1	5
67	и на	1	5
68	все же	4	5
69	является не	1	5
70	то ни	1	5
71	лишь на	1	5
72	в данном	3	5
73	в их	2	5
74	самого начала	2	5
75	слово –	1	5
76	с самого	2	5
77	– и	3	5
78	и здесь	1	5
79	к нему	4	5
80	в его	1	5
81	или иной	1	5
82	в той	3	5
83	его –	1	5
84	тем более	1	5
85	совершенно не	7	5
86	– как	2	5
87	так же	2	5
88	тем же	2	4
89	все те	1	4
90	должна быть	5	4
91	и ее	1	4
92	слова о	1	4
93	бы то	1	4
94	вполне понятно	1	4
95	конечно не	6	4
96	только на	1	4
97	в себе	15	4
98	на то	1	4
99	– лишь	1	4
100	значение в	1	4
101	это не	10	4
102	было бы	3	4
103	и тем	1	4
104	ведь если	1	4
105	одного и	1	4
106	его формы	1	4
107	тому что	2	4
108	ничего не	3	4
109	следует что	2	4
110	той или	4	4
111	из одного	1	4
112	по мере	1	4
113	того что	6	4
114	с ними	2	4
115	что он	6	4
116	в душе	7	4
117	и их	3	4
118	как раз	5	4
119	– в	8	4
120	пр и	1	4
121	– это	6	4
122	то что	14	4
123	сказать что	10	4
124	таком случае	3	3
125	и то	7	3
126	в котором	1	3
127	и до	1	3
128	в становлении	2	3
129	в ней	2	3
130	еще не	4	3
131	в ее	4	3
132	отличие от	1	3
133	за пределы	4	3
134	в истории	2	3
135	и выражения	1	3
136	с этим	3	3
137	перед нами	2	3
138	все эти	2	3
139	в этой	3	3
140	но ведь	2	3
141	в чужую	1	3
142	он не	4	3
143	не к	1	3
144	не как	2	3
145	– на	1	3
146	для данной	1	3
147	одно и	4	3
148	не будет	2	3
149	в другом	4	3
