N	2gram	Tiupa_Anal_2	FransuaR
1	и в	16	40
2	то есть	9	18
3	и его	4	17
4	прежде всего	3	16
5	в этом	18	15
6	в романе	1	15
7	мы уже	1	13
8	не только	16	13
9	в его	2	13
10	и не	12	13
11	вовсе не	2	12
12	что в	2	12
13	как и	14	11
14	но и	12	11
15	таким образом	2	10
16	как мы	3	10
17	и т.п	8	10
18	в сущности	4	9
19	он не	2	9
20	в них	1	9
21	может быть	6	9
22	и все	3	9
23	и до	2	8
24	той же	2	8
25	и на	6	8
26	все эти	1	8
27	в том	12	8
28	у него	4	8
29	но в	6	8
30	то же	4	7
31	в своем	4	7
32	он и	2	7
33	в виду	1	7
34	в одном	2	7
35	во всех	4	6
36	в самом	6	6
37	в этих	2	6
38	в то	2	6
39	же время	2	6
40	связи с	1	6
41	в своей	2	6
42	к этому	2	6
43	здесь и	1	5
44	в нем	1	5
45	так сказать	1	5
46	и для	2	5
47	те же	2	5
48	начала и	1	5
49	в литературе	1	5
50	мы видим	1	5
51	для него	4	5
52	то что	7	5
53	а не	10	5
54	в связи	1	5
55	как раз	4	5
56	также и	1	4
57	смеха в	1	4
58	в нашем	3	4
59	жизнью и	2	4
60	в мире	6	4
61	было бы	3	4
62	ни в	1	4
63	том что	12	4
64	в эту	3	4
65	в их	3	4
66	даже в	2	4
67	у нас	1	4
68	и смертью	1	4
69	о том	7	4
70	и о	1	4
71	роль в	2	4
72	особенно в	7	4
73	и здесь	1	4
74	а также	7	4
75	и во	2	4
76	один из	2	4
77	только на	3	4
78	из них	3	4
79	так как	1	4
80	и даже	9	4
81	здесь в	2	4
82	и потому	1	4
83	в данном	8	4
84	в основном	1	4
85	все это	4	4
86	в мировой	1	4
87	почти вовсе	1	4
88	еще более	2	4
89	самом деле	1	3
90	в приведенном	1	3
91	только для	1	3
92	он был	2	3
93	с его	1	3
94	по отношению	4	3
95	отличие от	2	3
96	в этой	9	3
97	и как	1	3
98	и наконец	1	3
99	и к	5	3
100	в себе	7	3
101	но ведь	1	3
102	при этом	10	3
103	всех этих	1	3
104	об этом	1	3
105	на протяжении	2	3
106	в отличие	2	3
107	вплоть до	1	3
108	в таких	2	3
109	дело не	2	3
110	одна из	1	3
111	о нем	1	3
112	они были	1	3
113	начиная с	1	3
114	в ее	1	3
115	можно было	3	3
116	еще в	2	3
117	если бы	3	3
118	в другом	1	3
119	никак не	2	3
120	в значительной	2	3
121	между тем	2	3
122	нуждается в	1	3
123	что и	3	3
124	еще не	2	3
125	только в	4	3
126	так и	15	3
127	же и	1	3
128	в начале	1	3
129	одно из	2	3
130	не так	4	3
131	в конце	4	3
132	тем что	3	3
133	характерны для	1	3
134	связан с	1	3
135	сказать что	2	3
136	в частности	16	3
137	не может	4	3
138	вместе с	2	3
139	ко всем	1	3
140	как в	4	3
141	такого рода	2	3
142	во все	1	3
143	как бы	10	3
144	хотя он	1	3
145	и смерти	4	3
146	но это	1	3
147	а в	3	3
148	слово в	1	3
149	к этой	1	3
150	как известно	1	2
151	того же	4	2
152	переход от	1	2
153	тем же	1	2
154	по преимуществу	4	2
155	включая и	2	2
156	со смертью	3	2
157	хотя бы	1	2
158	быть в	1	2
159	не был	3	2
160	в последних	1	2
161	но не	4	2
162	тут же	1	2
163	его к	1	2
164	имеет в	1	2
165	в которой	1	2
166	в целом	8	2
167	он в	4	2
168	из этих	1	2
169	раз в	1	2
170	и если	3	2
171	на его	3	2
172	как он	1	2
173	в первой	3	2
174	не к	1	2
175	свидетельствует о	2	2
176	на этом	4	2
177	значительной степени	2	2
178	лишь в	9	2
179	далеко не	1	2
180	характер и	1	2
181	в один	4	2
182	особенно для	1	2
183	точки зрения	4	2
184	в котором	2	2
185	своего рода	12	2
186	том же	1	2
187	не менее	4	2
188	как о	3	2
189	он с	1	2
190	этом отношении	3	2
191	особое внимание	1	2
192	и далее	1	2
193	и такие	1	2
194	должны быть	1	2
195	той или	3	2
196	данном случае	5	2
197	на основе	2	2
198	и сам	3	2
199	здесь он	1	2
200	времени и	1	2
201	одного из	3	2
202	поэтому в	1	2
203	можно сказать	4	2
204	в разных	1	2
205	с другой	6	2
206	это не	1	2
207	к нему	1	2
208	который в	1	2
209	и ее	1	2
210	уже в	1	2
211	в следующих	1	2
212	слова в	1	2
213	как его	1	2
214	в системе	1	2
215	или иной	3	2
216	именно в	3	2
217	характерно для	1	2
218	еще и	1	2
219	романа в	3	2
220	нового времени	1	2
221	о чем	2	2
222	прямо на	1	2
223	в состоянии	2	2
224	этого слова	3	2
225	слова и	1	2
226	и сама	1	2
227	при описании	2	2
228	потому что	1	2
229	одной из	3	2
230	одном лице	1	2
231	отношению к	4	2
232	ко всему	1	2
233	из этого	1	2
234	это в	1	2
235	все что	2	2
236	и своих	1	1
237	границы между	1	1
238	отношения к	2	1
239	и т	1	1
240	с с	1	1
241	с жизнью	1	1
242	художественного произведения	2	1
243	это делает	1	1
244	совершенно новый	1	1
245	так у	4	1
246	этого мира	1	1
247	из его	2	1
248	исходит из	1	1
249	долгое время	1	1
250	одним и	1	1
251	в несколько	1	1
252	есть не	1	1
253	и свободы	2	1
254	мы имеем	3	1
255	с более	1	1
256	оружия и	1	1
257	второе я	1	1
258	отдельно в	1	1
259	особенно продуктивной	1	1
260	тема и	1	1
261	почти все	1	1
262	что иное	1	1
263	и такой	1	1
264	но даже	1	1
265	конечно и	1	1
266	и он	2	1
267	которое во	1	1
268	из второй	1	1
269	иное как	1	1
270	повсюду в	1	1
271	когда не	2	1
272	тем как	1	1
273	это имеет	1	1
274	во внешнем	1	1
275	для жизни	1	1
276	довольно много	1	1
277	то он	1	1
278	о смерти	1	1
279	несколько ином	1	1
280	и всякий	1	1
281	почти до	1	1
282	в общем	2	1
283	речи всех	1	1
284	и я	2	1
285	пластам его	1	1
286	в художественном	1	1
287	все остальные	1	1
288	перед нами	1	1
289	когда он	1	1
290	себе не	2	1
291	и ограниченного	1	1
292	со своей	1	1
293	бы и	1	1
294	как верхний	1	1
295	всего романа	1	1
296	представляет собой	8	1
297	в тех	1	1
298	этого противопоставления	1	1
299	в известном	1	1
300	не понимал	1	1
301	данном контексте	1	1
302	по форме	1	1
303	и тот	1	1
304	свободы но	1	1
305	на любом	1	1
306	и резко	1	1
307	в ряду	1	1
308	после чего	1	1
309	если он	1	1
310	но на	1	1
311	в наших	1	1
312	все они	1	1
313	по словам	1	1
314	и легко	1	1
315	не как	1	1
316	речи в	2	1
317	в первом	1	1
318	характер в	1	1
319	свое время	1	1
320	целом как	1	1
321	подобно тому	3	1
322	что ни	1	1
323	что может	1	1
324	и по	1	1
325	в образе	1	1
326	так например	2	1
327	или иных	2	1
328	без исключения	1	1
329	я вам	1	1
330	а затем	2	1
331	распространяется на	1	1
332	в совершенно	1	1
333	самого автора	1	1
334	значимости в	1	1
335	а как	2	1
336	его в	2	1
337	это было	2	1
338	заключается в	1	1
339	при встрече	1	1
340	например с	1	1
341	и тем	4	1
342	смерть и	1	1
343	литературного произведения	16	1
344	все равно	1	1
345	как об	1	1
346	в контексте	5	1
347	этого не	1	1
348	несмотря на	3	1
349	когда автор	1	1
350	такой же	1	1
351	остается в	1	1
352	со всей	1	1
353	игру и	1	1
354	этом случае	4	1
355	и при	1	1
356	и их	2	1
357	или точнее	2	1
358	таким же	1	1
359	этой связи	1	1
360	в отношении	1	1
361	и смерть	2	1
362	с точки	2	1
363	к одному	1	1
364	то его	1	1
365	тебя в	1	1
366	но эта	2	1
367	которые в	1	1
368	не в	4	1
369	и эти	1	1
370	и более	1	1
371	что этот	1	1
372	для нее	2	1
373	по себе	2	1
374	и вся	1	1
375	тому что	1	1
376	к завершению	1	1
377	раз и	1	1
378	таких случаях	1	1
379	тем самым	4	1
380	них не	2	1
381	с теми	1	1
382	материей и	1	1
383	с ночным	1	1
384	ничего не	9	1
385	на себе	3	1
386	было не	1	1
387	о них	1	1
388	но только	1	1
389	только не	4	1
390	и амбивалентна	1	1
391	никогда не	3	1
392	он приобрел	1	1
393	именно с	1	1
394	всего на	1	1
395	с одним	1	1
396	как она	1	1
397	по своей	1	1
398	и эпизод	1	1
399	прежде чем	1	1
400	тому кто	1	1
401	уже и	2	1
402	как будто	3	1
403	что на	3	1
404	и несколько	1	1
405	одно и	1	1
406	на границе	1	1
407	мы узнаем	2	1
408	здесь совершенно	1	1
409	отличается от	1	1
410	всего в	2	1
411	бы он	1	1
412	вероятно в	1	1
413	части романа	1	1
414	вырождается в	1	1
415	отказаться от	1	1
416	в применении	1	1
417	образы и	1	1
418	свою очередь	1	1
419	языка и	2	1
420	только то	1	1
421	в себя	4	1
422	в произведении	2	1
423	и самого	1	1
424	в пределах	9	1
425	отвлеченный характер	1	1
426	с первым	1	1
427	не с	4	1
428	было в	1	1
429	каждого из	1	1
430	участия в	1	1
431	нам уже	1	1
432	она была	1	1
433	не приводит	1	1
434	имеется в	1	1
435	жизнь и	1	1
436	целом все	1	1
437	разговорного языка	1	1
438	где каждый	1	1
439	с ним	2	1
440	на уровне	9	1
441	является по	1	1
442	произведения как	2	1
443	уже отмечали	1	1
444	этому мы	1	1
445	вот и	1	1
446	внимание на	2	1
447	и внутреннее	1	1
448	за пределами	2	1
449	и что	1	1
450	все его	1	1
451	путь к	1	1
452	же самые	1	1
453	от них	1	1
454	ко второму	1	1
455	это лишь	1	1
456	вообще и	2	1
457	и всего	1	1
458	того что	2	1
459	в заключительной	1	1
460	что здесь	1	1
461	и одновременно	3	1
462	дело с	1	1
463	что даже	1	1
464	вступил в	2	1
465	не имеет	2	1
466	к их	1	1
467	и оба	1	1
468	между этими	1	1
469	с одной	5	1
470	в качестве	11	1
471	так что	3	1
472	для всех	2	1
473	не принимает	1	1
474	ни с	2	1
475	на встречу	1	1
476	со слушателями	1	1
477	ведь это	2	1
478	это место	1	1
479	его речь	1	1
480	с этими	1	1
481	каждый из	1	1
482	и из	1	1
483	с другим	1	1
484	что тот	1	1
485	с той	2	1
486	только к	1	1
487	его из	1	1
488	говорит о	5	1
489	превращается в	2	1
490	общему количеству	1	1
491	более того	1	1
492	в третьей	1	1
493	слов и	1	1
494	отнюдь не	8	1
495	значение слов	1	1
496	и слово	2	1
497	мира в	1	1
498	но оно	1	1
499	в последней	1	1
500	еще очевиднее	1	1
501	так же	2	1
502	и особенно	4	1
503	до этого	1	1
504	но особенно	1	1
505	как это	6	1
506	относятся к	1	1
507	только его	1	1
508	к своему	2	1
509	для обозначения	1	1
510	применении к	1	1
511	тому как	3	1
512	за рамки	1	1
513	быть только	1	1
514	да и	1	1
515	культуре и	1	1
516	и богатство	1	1
517	и жизнь	1	1
518	главного героя	3	1
519	персонажей в	2	1
520	материал для	1	1
521	в свое	1	1
522	места и	1	1
523	в любом	1	1
524	ведь и	2	1
525	так ли	1	1
526	нисколько не	1	1
527	встрече с	1	1
528	тех или	2	1
529	или в	3	1
530	в результате	3	1
531	но когда	1	1
532	в литературной	1	1
533	ни к	1	1
534	его жизнь	1	1
535	будто бы	1	1
536	же в	1	1
537	как человек	1	1
538	себе и	1	1
539	с фигурой	2	1
540	к самому	1	1
541	с людьми	2	1
542	с ними	3	1
543	от лица	1	1
544	в свою	1	1
545	не знает	3	1
546	другой стороны	2	1
547	речи и	2	1
548	не что	1	1
549	который не	1	1
550	на палубе	1	1
551	это была	1	1
552	речи как	1	1
553	ее в	1	1
554	именно здесь	1	1
555	как на	1	1
556	в таком	2	1
