N	2gram	Vygotskiy__5	Mirosoze
1	и в	16	46
2	в нем	7	22
3	у него	6	22
4	может быть	9	21
5	в этом	25	20
6	не только	16	18
7	и не	12	18
8	никогда не	5	18
9	для него	5	18
10	но и	6	15
11	не может	18	15
12	как и	8	13
13	а не	10	13
14	не есть	4	13
15	прежде всего	3	12
16	потому что	21	12
17	и он	1	11
18	не было	1	11
19	но он	7	11
20	в ней	2	11
21	у нас	2	11
22	но в	6	10
23	в себе	1	10
24	он не	8	10
25	он был	1	9
26	не в	6	9
27	не знает	5	9
28	и есть	7	8
29	отношение к	11	8
30	в своем	5	8
31	так как	16	8
32	она не	1	8
33	как бы	5	8
34	но это	3	8
35	связана с	1	7
36	как в	5	7
37	и к	2	7
38	в нашем	1	7
39	в этой	6	7
40	хотя бы	5	7
41	и потому	2	7
42	и для	1	7
43	что он	25	7
44	вопрос о	12	6
45	что это	1	6
46	не могу	1	6
47	он сам	1	6
48	и здесь	2	6
49	так же	15	6
50	того что	16	6
51	и там	1	6
52	жизни и	2	6
53	то же	8	5
54	есть не	2	5
55	я не	2	5
56	не способен	2	5
57	друг к	1	5
58	в самом	4	5
59	привести к	1	5
60	что она	2	5
61	что все	6	5
62	к другу	1	5
63	в своей	2	5
64	в отношении	9	5
65	в конце	1	5
66	во всем	2	5
67	и его	3	5
68	к тому	6	5
69	и это	1	5
70	те же	2	5
71	это не	4	5
72	один из	1	5
73	в его	11	5
74	для того	14	5
75	то что	26	5
76	и все	1	5
77	в духе	1	5
78	также и	1	4
79	мысль что	4	4
80	с его	1	4
81	его на	2	4
82	на деле	1	4
83	думать что	1	4
84	в жизни	2	4
85	в царстве	1	4
86	том что	15	4
87	его отношение	2	4
88	тому что	5	4
89	не имеет	4	4
90	того чтобы	17	4
91	перед ним	1	4
92	должны быть	2	4
93	способен к	1	4
94	что у	2	4
95	так и	7	4
96	для этого	1	4
97	себя в	1	4
98	вопроса о	3	4
99	что и	3	4
100	в свою	4	4
101	они не	3	4
102	до конца	3	4
103	что в	16	4
104	все что	2	4
105	смысле слова	1	3
106	же как	7	3
107	это и	3	3
108	к другому	1	3
109	высшей степени	2	3
110	той же	4	3
111	и на	6	3
112	иное как	1	3
113	в чем	3	3
114	человеку и	1	3
115	он в	3	3
116	как он	6	3
117	идет дальше	1	3
118	в каждом	1	3
119	и с	3	3
120	на все	5	3
121	его в	2	3
122	ни в	1	3
123	в них	2	3
124	в высшей	2	3
125	все равно	2	3
126	для чего	1	3
127	же есть	1	3
128	в такой	5	3
129	что было	2	3
130	того как	5	3
131	что иное	1	3
132	по своей	3	3
133	себя и	2	3
134	не существует	1	3
135	если бы	8	3
136	с ним	5	3
137	о том	8	3
