N	4gram	Medvedev_F_2	Psycholo
1	только в том случае	1	4
2	в том случае если	1	4
3	в то же время	5	2
4	все более и более	1	2
5	и т п в	1	1
6	его звуками последнему способствуют	1	1
7	звуковой инструментовки произведения словесности	1	1
8	не роман героя с	1	1
9	изучения литературы а о	1	1
10	эмоциональное к ним отношение	1	1
11	фабулы произведенная введением перебивающих	1	1
12	методы и приемы сюжетосложения	1	1
13	при анализе произведения искусства	1	1
14	очередь влечет установление известной	1	1
15	возникает эмоциональное к ним	1	1
16	принципе одинаковы с приемами	1	1
17	известной зависимости между содержанием	1	1
18	влечет установление известной зависимости	1	1
19	сюжет евгения онегина не	1	1
20	что бы то ни	1	1
21	поэтому сюжет и сюжетность	1	1
22	светлое поле сознания в	1	1
23	также выразительные движения органов	1	1
24	произведения искусства с точки	1	1
25	формой как и рифма	1	1
26	приемами хотя бы звуковой	1	1
27	стихотворения и его звуками	1	1
28	которое в свою очередь	1	1
29	фабула есть лишь материал	1	1
30	с приемами хотя бы	1	1
31	есть лишь материал для	1	1
32	рифма в понятии содержание	1	1
33	этой фабулы произведенная введением	1	1
34	в том смысле что	2	1
35	героя с татьяной а	1	1
36	таким образом сюжет евгения	1	1
37	или такой же материал	1	1
38	в свою очередь влечет	1	1
39	такой же материал как	1	1
40	с самого начала что	1	1
41	не что иное как	1	1
42	произведенная введением перебивающих отступлений	1	1
43	и рифма в понятии	1	1
44	бы то ни стало	1	1
45	же формой как и	1	1
46	последнему способствуют также выразительные	1	1
47	ним отношение которое в	1	1
48	онегина не роман героя	1	1
49	о методах изучения литературы	1	1
50	сюжетности надобности не встречается	1	1
51	сторона морфемы или же	1	1
52	сходны и в принципе	1	1
53	мысль в литературном произведении	1	1
54	связи с этим возникает	1	1
55	стилистических мотивов поэтому сюжет	1	1
56	и мыслей мысль в	1	1
57	ясно с самого начала	1	1
58	если же мы возьмем	1	1
59	содержанием стихотворения и его	1	1
60	обработка этой фабулы произведенная	1	1
61	к ним отношение которое	1	1
62	и его звуками последнему	1	1
63	в связи с этим	3	1
64	звуками последнему способствуют также	1	1
65	всплывают в светлое поле	1	1
66	свою очередь влечет установление	1	1
67	анализе произведения искусства с	1	1
68	или же инородное тело	1	1
69	содержание при анализе произведения	1	1
70	в понятии содержание при	1	1
71	к тому что и	1	1
72	движений и мыслей мысль	1	1
73	звуки всплывают в светлое	1	1
74	образом сюжет евгения онегина	1	1
75	есть не что иное	1	1
76	же материал как произносительная	1	1
77	понятии содержание при анализе	1	1
78	такой же формой как	1	1
79	мотивов песня комбинация стилистических	1	1
80	произведении или такой же	1	1
81	этим возникает эмоциональное к	1	1
82	мотивов поэтому сюжет и	1	1
83	роман комбинация мотивов песня	1	1
84	как и рифма в	1	1
85	чтобы сделать камень каменным	1	1
86	с татьяной а сюжетная	1	1
87	сознания в связи с	1	1
88	в светлое поле сознания	1	1
89	и приемы сюжетосложения сходны	1	1
90	в принципе одинаковы с	1	1
91	лишь материал для сюжетного	1	1
92	звуков артикуляционных движений и	1	1
93	выразительные движения органов речи	1	1
94	один и тот же	1	1
95	роман героя с татьяной	1	1
96	и не может быть	2	1
97	сюжетная обработка этой фабулы	1	1
98	морфемы или же инородное	1	1
99	с этим возникает эмоциональное	1	1
100	новелла роман комбинация мотивов	1	1
101	приемы сюжетосложения сходны и	1	1
102	хотя бы звуковой инструментовки	1	1
103	литературном произведении или такой	1	1
104	сюжетосложения сходны и в	1	1
105	зрения сюжетности надобности не	1	1
106	в литературном произведении или	1	1
107	способствуют также выразительные движения	1	1
108	артикуляционных движений и мыслей	1	1
109	мыслей мысль в литературном	1	1
110	во что бы то	1	1
111	искусства с точки зрения	1	1
112	материал для сюжетного оформления	1	1
113	татьяной а сюжетная обработка	1	1
114	а сюжетная обработка этой	1	1
115	установление известной зависимости между	1	1
116	с точки зрения сюжетности	1	1
117	евгения онегина не роман	1	1
118	поле сознания в связи	1	1
119	и в принципе одинаковы	1	1
120	комбинация стилистических мотивов поэтому	1	1
121	инструментовки произведения словесности представляют	1	1
122	с тем что в	1	1
123	комбинация мотивов песня комбинация	1	1
124	по самому своему существу	1	1
125	зависимости между содержанием стихотворения	1	1
126	бы звуковой инструментовки произведения	1	1
127	не о методах изучения	1	1
128	песня комбинация стилистических мотивов	1	1
129	звуковая сторона морфемы или	1	1
130	отношение которое в свою	1	1
131	между содержанием стихотворения и	1	1
132	столько же сколько и	1	1
133	одинаковы с приемами хотя	1	1
134	точки зрения сюжетности надобности	1	1
135	вместе с тем и	2	1
136	методах изучения литературы а	1	1
