N	4gram	Losev_Prob_4	Vvedenie
1	не что иное как	2	4
2	и тем не менее	3	3
3	дело в том что	1	2
4	есть не что иное	2	2
5	по самой своей природе	1	2
6	заключается в том что	1	2
7	мы имеем дело с	1	1
8	только в том чтобы	1	1
9	в той или иной	7	1
10	мы имеем в виду	1	1
11	себе полный отчет в	1	1
12	еще и потому что	1	1
13	и т д и	1	1
14	во всяком случае не	1	1
15	заключается в том чтобы	1	1
16	нечего и говорить о	1	1
17	не сам по себе	2	1
18	бы то ни было	1	1
19	не только в том	2	1
20	в том виде как	2	1
21	отдать себе отчет в	1	1
22	говорить о том что	1	1
23	с этой точки зрения	1	1
24	заключается не только в	1	1
25	том виде как он	1	1
26	то более то менее	1	1
27	и говорить о том	1	1
28	приходит к выводу что	1	1
29	и т д мы	1	1
30	уже потому что он	1	1
31	одном и том же	1	1
32	отчет в том что	2	1
33	в одном и том	1	1
34	если принять во внимание	1	1
35	с точки зрения которой	1	1
36	но если бы и	1	1
37	также и то что	1	1
38	не говоря уже о	1	1
39	всяком случае не есть	1	1
