N	2gram	Vinokur_St_1	Stilisti
1	и в	44	42
2	не только	18	27
3	как бы	4	27
4	прежде всего	7	22
5	хотя бы	6	17
6	то же	5	15
7	но и	10	15
8	и не	16	14
9	не может	8	12
10	может быть	15	12
11	как и	9	11
12	точки зрения	11	11
13	в этом	21	10
14	как мы	1	10
15	что мы	5	10
16	мы не	2	9
17	при этом	2	9
18	в то	9	9
19	для того	10	9
20	то что	18	9
21	в ней	3	8
22	все же	8	8
23	в себе	2	8
24	таким образом	7	8
25	тем самым	2	8
26	и это	2	8
27	слово как	1	8
28	с тем	1	8
29	что же	6	8
30	в зависимости	1	7
31	зависимости от	1	7
32	и на	1	7
33	в которой	4	7
34	было бы	17	7
35	и тем	3	7
36	так как	5	7
37	никогда не	5	7
38	же время	4	7
39	потому что	6	7
40	того чтобы	11	7
41	ничего не	2	7
42	с его	1	7
43	только в	10	7
44	и его	8	7
45	а не	16	7
46	и от	1	7
47	во всех	8	6
48	точку зрения	3	6
49	в этой	11	6
50	но ведь	8	6
51	в нем	5	6
52	не в	12	6
53	в процессе	1	6
54	в области	14	6
55	когда мы	1	6
56	так и	9	6
57	язык и	1	6
58	в форме	1	6
59	и так	3	6
60	в конце	3	6
61	или иной	1	6
62	той же	5	5
63	уже в	2	5
64	в нашем	1	5
65	в той	6	5
66	и с	3	5
67	того или	4	5
68	же мы	1	5
69	с точки	8	5
70	тому что	3	5
71	в сознании	2	5
72	а в	17	5
73	не является	3	5
74	в его	9	5
75	и является	1	5
76	и их	2	5
77	слова в	1	5
78	точек зрения	1	5
79	вместе с	1	5
80	как это	4	5
81	или иного	4	5
82	если б	1	4
83	и то	5	4
84	самом деле	11	4
85	или иную	1	4
86	тем же	3	4
87	мы называем	1	4
88	себя в	1	4
89	что именно	1	4
90	и к	1	4
91	но в	10	4
92	в самом	7	4
93	что это	4	4
94	уже не	1	4
95	можно было	13	4
96	в каждом	3	4
97	его в	2	4
98	ту или	1	4
99	и без	3	4
100	на него	2	4
101	у нас	11	4
102	но все	4	4
103	к тому	1	4
104	той или	1	4
105	языка и	4	4
106	с самого	1	4
107	было в	1	4
108	если бы	9	4
109	о том	17	4
110	можно сказать	1	4
111	того что	9	4
112	в качестве	4	4
113	если мы	1	4
114	вопроса о	3	4
115	само собой	1	4
116	были бы	1	4
117	не просто	1	4
118	а с	3	4
119	в слове	5	4
120	то есть	2	4
121	к своему	1	4
122	все это	5	4
123	не существует	3	4
124	к данной	1	4
125	бы в	1	4
126	зрения в	2	4
127	того времени	5	4
128	так же	5	4
129	вряд ли	5	3
130	отношения к	2	3
131	на самом	6	3
132	еще не	3	3
133	ответ на	3	3
134	нет и	1	3
135	или иное	3	3
136	знакомства с	1	3
137	перед нами	1	3
138	хотя и	1	3
139	зрения как	1	3
140	если он	1	3
141	и вот	1	3
142	их в	2	3
143	об этом	3	3
144	лишь в	3	3
145	это не	8	3
146	ведь в	1	3
147	том что	29	3
148	уважение к	1	3
149	что такое	1	3
150	бы мы	2	3
151	что было	1	3
152	в разных	1	3
153	да и	3	3
154	что оно	3	3
155	в виду	1	3
156	но при	1	3
157	в ее	4	3
158	то или	3	3
159	что у	4	3
160	во второй	9	3
161	мы в	1	3
162	должно было	2	3
163	нуждается в	1	3
164	жизни и	5	3
165	конечно не	2	3
166	в данной	2	3
167	из них	8	3
168	его и	1	3
169	не так	1	3
170	представить себе	1	3
171	в котором	5	3
172	в одном	1	3
173	но что	1	3
174	не становится	1	3
175	от того	1	3
176	что и	6	3
177	и даже	5	3
178	конце концов	1	3
179	так называемой	2	3
180	и уже	2	3
181	если не	2	3
182	ни на	2	3
183	в тех	3	3
184	этого слова	2	3
185	этом случае	2	3
186	в целом	5	3
187	в начале	3	3
188	но для	2	3
189	и для	3	3
190	для нас	7	3
191	и все	2	3
192	но вот	1	3
193	не знает	2	3
194	сказать что	7	3
195	также и	9	2
196	показаться что	1	2
197	нас не	1	2
198	что эти	1	2
199	в какой-то	1	2
200	и этот	1	2
201	его не	1	2
202	к нашей	1	2
203	и конечно	1	2
204	мы имеем	2	2
205	всех его	1	2
206	вопрос о	4	2
207	на эти	7	2
208	но даже	1	2
209	между собой	1	2
210	но не	3	2
211	достаточно для	2	2
212	знак и	1	2
213	должны были	1	2
214	очевидно что	1	2
