N	2gram	Losev_Vesc_1	Psycholo
1	то что	27	44
2	и в	21	33
3	в этом	4	28
4	и что	15	25
5	как бы	12	25
6	все время	1	24
7	потому что	16	24
8	для того	2	23
9	том что	8	22
10	того чтобы	3	22
11	может быть	16	22
12	что в	9	21
13	в том	8	21
14	о том	6	20
15	что он	1	20
16	и мы	1	15
17	только что	2	15
18	как это	2	14
19	что это	13	13
20	таким образом	8	13
21	так же	1	13
22	и не	29	13
23	все это	5	13
24	сказать что	17	13
25	самом деле	4	12
26	в самом	9	12
27	было бы	14	12
28	все то	1	12
29	к тому	3	12
30	и все	5	12
31	если мы	8	12
32	так как	7	12
33	что все	2	11
34	говорит что	1	10
35	на то	4	10
36	что она	15	10
37	если бы	5	10
38	в его	2	10
39	как она	4	10
40	не может	17	10
41	то же	6	9
42	в этой	3	9
43	и если	2	9
44	по себе	13	9
45	как раз	9	9
46	в конце	2	8
47	как будто	1	8
48	совершенно ясно	2	8
49	для этого	4	8
50	вместе с	1	8
51	в своем	6	7
52	раз в	1	7
53	не только	36	7
54	в нем	2	7
55	так что	5	7
56	и только	3	7
57	же точно	2	7
58	когда он	1	7
59	для нас	2	7
60	и т	19	6
61	на самом	1	6
62	в сущности	4	6
63	в ней	12	6
64	что они	6	6
65	перед нами	2	6
66	все эти	3	6
67	в себе	14	6
68	и вот	2	6
69	точки зрения	5	6
70	но он	2	6
71	что эта	1	6
72	тому что	2	6
73	в самой	2	6
74	когда мы	6	6
75	же самое	1	6
76	никак не	3	6
77	это не	5	6
78	мы видим	2	6
79	у него	2	6
80	а не	19	6
81	что мы	14	6
82	мы должны	2	6
83	это и	6	5
84	мы уже	3	5
85	мы не	6	5
86	с этим	3	5
87	все же	4	5
88	и как	8	5
89	и может	2	5
90	ясно что	8	5
91	как и	8	5
92	нисколько не	4	5
93	никогда не	2	5
94	и его	2	5
95	и это	14	5
96	и совершенно	1	5
97	мы будем	1	5
98	с ним	8	5
99	заключается в	1	5
100	вовсе не	10	5
101	мы можем	4	5
102	из этого	1	5
103	и есть	26	4
104	той же	2	4
105	в которой	1	4
106	я не	4	4
107	не то	4	4
108	с совершенно	1	4
109	на нас	2	4
110	говорит о	1	4
111	с именем	4	4
112	том чтобы	1	4
113	могла бы	3	4
114	не будет	12	4
115	это было	1	4
116	с тем	5	4
117	и уже	1	4
118	слова и	5	4
119	смысл и	9	4
120	в своей	5	4
121	с точки	3	4
122	одна из	5	4
123	ее с	5	4
124	а в	4	4
125	с другом	1	4
126	у нас	7	4
127	как мы	4	4
128	и о	3	4
129	что у	5	4
130	можно было	2	4
131	жизнь и	1	4
132	об этом	3	4
133	о нем	1	4
134	не просто	19	4
135	того что	8	4
136	в двух	1	4
137	этот вопрос	1	4
138	только в	14	4
139	и так	1	4
140	себя в	10	4
141	в жизни	3	4
142	при помощи	2	4
143	но совершенно	2	4
144	из них	4	4
145	никто не	1	4
146	очень легко	1	4
147	по поводу	1	4
148	от этих	1	4
149	что не	5	4
150	смысла и	5	4
151	в частности	1	4
152	друг с	1	4
153	с этой	4	4
154	совершенно не	5	4
155	жизни и	2	4
156	ее в	1	4
157	это в	1	4
158	к этому	1	4
159	же как	1	3
160	и этот	2	3
161	это совершенно	4	3
162	что если	1	3
163	говорить о	6	3
164	с но	2	3
165	как я	4	3
166	то это	3	3
167	и он	1	3
168	но не	5	3
169	сама по	3	3
170	конце концов	2	3
171	что именно	1	3
172	от этого	2	3
173	не можем	1	3
174	та же	1	3
175	из этой	1	3
176	на этом	2	3
177	в основу	1	3
178	здесь мы	1	3
179	его в	2	3
180	должен был	1	3
181	ни в	1	3
182	далеко не	1	3
183	должно быть	6	3
184	всех этих	1	3
185	но если	8	3
186	мы в	1	3
187	бы мы	1	3
188	их в	3	3
189	тем самым	1	3
190	она не	4	3
191	в то	3	3
192	в основе	3	3
193	в самых	1	3
194	ли это	7	3
195	больше того	4	3
196	и для	9	3
197	во все	1	3
198	с ее	6	3
199	нам о	1	3
200	что составляет	1	3
201	в пределах	1	3
202	так и	3	3
203	и здесь	4	3
204	которой мы	1	3
205	что и	3	3
206	во всей	1	3
207	сделать это	2	3
208	том как	1	3
209	к делу	2	3
210	или его	1	3
211	с одной	3	3
212	конечно не	1	3
213	мы получим	2	3
214	в виде	1	3
215	тому же	1	3
216	всяком случае	2	3
217	могло бы	1	3
218	в одном	2	3
219	сами по	3	3
220	тем что	2	3
221	бы это	1	3
222	до сих	1	3
223	но и	18	3
224	на этот	1	3
225	обратиться к	1	3
226	не было	1	3
227	одной стороны	3	3
228	и опять	1	3
229	совершенно одинаково	1	3
230	из которых	1	3
231	в той	3	3
232	да и	3	3
233	здравого смысла	1	3
234	сих пор	1	3
235	что оно	8	3
236	тот же	3	3
237	бы его	1	3
238	в своих	1	3
239	во всяком	3	3
240	нем нет	1	2
241	также и	6	2
242	сам по	3	2
243	и то	10	2
244	силы и	1	2
245	между двумя	1	2
246	из его	2	2
247	что эти	1	2
248	с таким	1	2
249	мы имеем	7	2
250	нас это	1	2
251	так чтобы	2	2
252	время как	1	2
253	и ее	18	2
254	большей частью	1	2
255	бы то	4	2
256	с его	1	2
257	во всех	2	2
258	точка зрения	1	2
259	и всякий	1	2
260	себе и	1	2
261	со стороны	5	2
262	она есть	8	2
263	чем мы	3	2
264	что ее	2	2
265	однако не	2	2
266	и наконец	1	2
267	не в	5	2
268	и к	1	2
269	в каком-то	2	2
270	в действительности	7	2
271	но в	5	2
272	тому как	4	2
273	бы и	5	2
274	из этих	1	2
275	думаем что	1	2
276	думать что	1	2
277	если он	1	2
278	с чем	7	2
279	при этом	1	2
280	формулировать так	1	2
281	т д	19	2
282	и почему	1	2
283	едва ли	1	2
284	никому не	1	2
285	то чтобы	3	2
286	есть конечно	2	2
287	и чтобы	1	2
288	и дает	1	2
289	только одно	2	2
290	о которых	1	2
291	не больше	1	2
292	в котором	3	2
293	или вернее	1	2
294	вопрос о	1	2
295	бы сказать	2	2
296	допустим что	1	2
297	и эти	2	2
298	быть не	4	2
299	части и	1	2
300	же мы	1	2
301	есть максимум	1	2
302	с необычайной	1	2
303	и другое	4	2
304	только не	2	2
305	во всем	1	2
306	только с	3	2
307	только одна	1	2
308	не потому	6	2
309	в руки	2	2
310	к таким	1	2
311	можно формулировать	1	2
312	есть только	7	2
313	просто на	1	2
314	лежит в	1	2
315	как только	4	2
316	о них	1	2
317	могли бы	1	2
318	к такому	1	2
319	без всякого	4	2
320	в ее	7	2
321	нет никакой	2	2
322	уже с	1	2
323	то время	1	2
324	и когда	4	2
325	то как	2	2
326	времени и	1	2
327	в какое-то	1	2
328	которые с	1	2
329	спорить с	2	2
330	и с	8	2
331	ничего не	3	2
332	можно сказать	6	2
333	но может	1	2
334	в виду	2	2
335	воли и	1	2
336	о ней	2	2
337	все дело	1	2
338	сводится к	2	2
339	внимание на	1	2
340	но мы	1	2
341	почему же	1	2
342	знает что	2	2
343	и смысл	1	2
344	и она	1	2
345	один из	3	2
346	ли он	1	2
347	понятно и	1	2
348	почти все	2	2
349	никак нельзя	1	2
350	уже в	1	2
351	в нашей	1	2
352	не все	1	2
353	его и	2	2
354	мы знаем	1	2
355	одно из	1	2
356	эти три	1	2
357	образом что	1	2
358	к самому	1	2
359	даже не	7	2
360	видим что	1	2
361	с другой	6	2
362	такое понимание	1	2
363	на ее	3	2
364	именно в	1	2
365	сам себя	2	2
366	а с	3	2
367	прежде всего	9	2
368	тех пор	1	2
369	ничем не	3	2
370	не на	1	2
371	была бы	2	2
372	ее на	1	2
373	говорит нам	1	2
374	ни на	3	2
375	если взять	1	2
376	и потому	5	2
377	совершенно в	1	2
378	этой основной	1	2
379	есть как	3	2
380	по существу	2	2
381	в это	1	2
382	и формы	2	2
383	заставляет нас	1	2
384	стоит только	1	2
385	со всей	2	2
386	не является	1	2
387	и от	3	2
388	в результате	3	2
389	хотя бы	6	2
390	мы переходим	1	2
391	слово в	2	2
392	и эта	3	2
393	другой стороны	2	2
394	себя как	2	1
395	это однако	1	1
396	и энергично	1	1
397	от самой	4	1
398	человека и	1	1
399	связана с	1	1
400	того же	5	1
401	с кем	1	1
402	мы имели	1	1
403	от самого	1	1
404	в первом	2	1
405	из самых	2	1
406	к другому	1	1
407	от которых	1	1
408	когда это	1	1
409	действительности и	5	1
410	через эти	1	1
411	где я	1	1
412	есть не	14	1
413	из всего	1	1
414	для своего	1	1
415	освещение и	1	1
416	которую мы	1	1
417	и тут	3	1
418	той которую	1	1
419	к новой	1	1
420	имеет свою	1	1
421	не имеющая	2	1
422	основания и	1	1
423	что иное	7	1
424	мы получаем	1	1
425	но даже	3	1
426	мы и	1	1
427	и заставляет	2	1
428	себе что	3	1
429	еще не	8	1
430	именно эти	1	1
431	иное как	7	1
432	цвет и	1	1
433	которое он	1	1
434	то мы	2	1
435	ее к	2	1
436	они должны	1	1
437	признать что	1	1
438	не таково	1	1
439	нет не	1	1
440	и сказать	1	1
441	перед глазами	1	1
442	если в	1	1
443	в общем	1	1
444	который мы	1	1
445	очевидно что	1	1
446	и будет	1	1
447	это сравнение	1	1
448	несмотря на	1	1
449	я только	1	1
450	и чем	3	1
451	и уйти	1	1
452	в настоящем	2	1
453	относится к	5	1
454	и я	1	1
455	в истории	1	1
456	пониманию и	1	1
457	независимо от	5	1
458	стороны и	2	1
459	как к	4	1
460	словом в	1	1
461	этой стороны	1	1
462	нельзя было	4	1
463	грубых и	1	1
464	неизмеримо более	1	1
465	ясно и	1	1
466	для ее	2	1
467	так или	4	1
468	одно ее	1	1
469	же причине	1	1
470	но без	1	1
471	он думает	1	1
472	что ничего	1	1
473	звуков а	1	1
474	смысла но	1	1
475	только один	2	1
476	все прочее	1	1
477	но ведь	2	1
478	делает не	1	1
479	должны еще	1	1
480	не могла	1	1
481	для защиты	1	1
482	главным образом	1	1
483	они совершенно	1	1
484	именно то	1	1
485	что нужно	3	1
486	мы везде	1	1
487	это если	1	1
488	вообще не	2	1
489	необходимо для	1	1
490	что тут	6	1
491	д все	1	1
492	чем она	1	1
493	чтобы кто-нибудь	2	1
494	из него	1	1
495	голый и	1	1
496	его от	1	1
497	подобно тому	4	1
498	может существовать	1	1
499	как момент	1	1
500	будем говорить	1	1
501	такого же	1	1
502	это конечно	1	1
503	эта основная	1	1
504	для всякой	1	1
505	то ни	4	1
506	факт что	1	1
507	представьте себе	1	1
508	имеют в	1	1
509	есть все	1	1
510	в другом	2	1
511	что мне	2	1
512	по смыслу	5	1
513	те или	4	1
514	книг и	1	1
515	деле в	1	1
516	между смыслом	3	1
517	истории и	2	1
518	знали что	1	1
519	высказать и	1	1
520	даже что	1	1
521	но уже	3	1
522	она и	1	1
523	со своими	1	1
524	форма и	1	1
525	отсюда что	1	1
526	и еще	2	1
527	в этих	1	1
528	вещи в	9	1
529	для него	4	1
530	но что	2	1
531	самого главного	1	1
532	что такое	12	1
533	для здравого	1	1
534	какие бы	1	1
535	все одинаково	1	1
536	и без	3	1
537	почти не	1	1
538	я начинаю	1	1
539	момент который	1	1
540	не столько	1	1
541	мысли и	3	1
542	бы что	2	1
543	от его	2	1
544	для всякого	2	1
545	есть действительность	1	1
546	образом и	1	1
547	может значить	1	1
548	силу и	1	1
549	без всяких	1	1
550	и более	1	1
551	с такими	1	1
552	необходимо чтобы	3	1
553	это что-то	2	1
554	и вся	1	1
555	хотел дать	1	1
556	то с	3	1
557	нет никакого	2	1
558	что есть	5	1
559	в отношении	4	1
560	получится если	1	1
561	нечто вроде	1	1
562	можно с	2	1
563	этого нужно	2	1
564	этот образ	1	1
565	тогда когда	5	1
566	уже из	1	1
567	и вместо	1	1
568	взятый сам	1	1
569	от жизни	1	1
570	значит ли	5	1
571	с то	1	1
572	но только	3	1
573	нам и	1	1
574	это мы	1	1
575	вообще нет	1	1
576	и всегда	1	1
577	дело в	4	1
578	находятся в	1	1
579	или как	2	1
580	действительность а	2	1
581	к ней	2	1
582	своей природе	1	1
583	из того	2	1
584	действительности чтобы	1	1
585	до того	1	1
586	это уже	1	1
587	так то	3	1
588	она отличается	1	1
589	что на	2	1
590	стоит перед	1	1
591	однако это	2	1
592	у меня	3	1
593	исходить из	1	1
594	заставить ее	1	1
595	в которое	1	1
596	на это	4	1
597	взять ее	1	1
598	должен быть	2	1
599	оно может	2	1
600	и которая	1	1
601	не забудем	1	1
602	ощущаем и	1	1
603	как не	1	1
604	свою очередь	4	1
605	всего этого	1	1
606	а самое	1	1
607	личности и	1	1
608	что данное	1	1
609	и логически	1	1
610	только то	2	1
611	в дальнейшем	1	1
612	дано в	1	1
613	как с	4	1
614	с собой	2	1
615	только тот	1	1
616	себя что	1	1
617	нужно было	2	1
618	и каждый	1	1
619	она была	2	1
620	который я	2	1
621	именно этот	1	1
622	остается только	1	1
623	это только	1	1
624	но у	1	1
625	она тоже	1	1
626	является в	2	1
627	совершенно невозможно	1	1
628	со старой	1	1
629	и восприятия	1	1
630	действительность и	8	1
631	сказать совершенно	1	1
632	быть в	1	1
633	уже были	1	1
634	на их	2	1
635	даже больше	4	1
636	тех кто	2	1
637	или что-нибудь	1	1
638	и ничем	1	1
639	другими словами	5	1
640	как ее	2	1
641	к действительности	2	1
642	и который	1	1
643	а также	1	1
644	может не	2	1
645	происходит не	1	1
646	как наиболее	1	1
647	связанной с	1	1
648	что им	1	1
649	и во	3	1
650	к истине	1	1
651	к нему	1	1
652	образ но	1	1
653	его с	1	1
654	ним и	1	1
655	от нее	2	1
656	мы хотим	1	1
657	с а	4	1
658	который бы	1	1
659	ровно ничего	1	1
660	психология и	1	1
661	другое не	1	1
662	но так	1	1
663	которое было	1	1
664	но с	2	1
665	этой точки	1	1
666	что только	3	1
667	свет и	1	1
668	в свой	2	1
669	но ни	1	1
670	уже одно	1	1
671	могло быть	1	1
672	поэтому и	1	1
673	бы ни	2	1
674	еще мы	1	1
675	с какой	1	1
676	было так	1	1
677	же и	1	1
678	есть в	1	1
679	и событий	1	1
680	можно выразить	1	1
681	если это	2	1
682	и у	3	1
683	только на	3	1
684	ни было	4	1
685	какое-то другое	1	1
686	слова в	2	1
687	еще очень	1	1
688	по законам	2	1
689	сделать и	1	1
690	от других	1	1
691	воли чтобы	1	1
692	не из	2	1
693	это требует	1	1
694	не так	1	1
695	себе в	3	1
696	и их	7	1
697	краски и	1	1
698	от другого	1	1
699	как совместить	1	1
700	моментов в	2	1
701	назначение и	1	1
