N	3gram	Potebnia_M_3	Istorich
1	и т д	3	15
2	с другой стороны	4	7
3	до сих пор	3	5
4	в том что	16	5
5	тем не менее	3	5
6	как мы видели	1	5
7	мы можем предположить	1	4
8	в данном случае	1	3
9	в сказке о	1	3
10	если бы она	1	2
11	по отношению к	5	2
12	и в других	1	2
13	что и в	3	2
14	таким образом и	1	2
15	с одной стороны	3	2
16	то время как	1	2
17	и то что	1	2
18	но тем не	2	2
19	в то время	4	2
20	о том что	1	2
21	не только не	2	2
22	как и в	2	2
23	к тому же	1	2
24	мы видим не	1	1
25	но в разных	1	1
26	и столь же	1	1
27	в чем же	1	1
28	такое же внешнее	1	1
29	и той же	2	1
30	подобно тому как	2	1
31	во многих случаях	1	1
32	уже не в	1	1
33	каждого из них	1	1
34	не могла бы	2	1
35	в силу того	1	1
36	мы должны будем	2	1
37	отношению к своему	1	1
38	еще никто не	1	1
39	сами по себе	1	1
40	могут быть объяснены	1	1
41	бы она не	1	1
42	но и в	4	1
43	каждое из них	1	1
44	и по тому	2	1
45	только то что	1	1
46	из того что	1	1
47	то же в	1	1
48	в таком случае	2	1
49	друг друга не	1	1
50	и тем что	1	1
51	вместе с тем	4	1
52	уже потому что	1	1
53	в том смысле	3	1
54	можно заметить что	1	1
55	для нас это	1	1
56	не только в	4	1
57	заключается в том	1	1
58	том что и	1	1
59	смысле этого слова	7	1
60	он относится к	1	1
61	с этим в	1	1
62	мы видели выше	1	1
63	так или иначе	1	1
64	и каждое из	1	1
65	но вместе с	2	1
66	и в том	2	1
67	в других случаях	1	1
68	силу того что	1	1
69	в свою очередь	3	1
70	на самом деле	1	1
71	ничего общего с	1	1
72	равно как и	1	1
73	не может быть	3	1
74	прежде всего он	1	1
75	в связь с	1	1
76	можно сказать что	2	1
77	на то что	1	1
78	это далеко не	1	1
79	друг от друга	1	1
80	заметить что в	1	1
81	после того как	1	1
82	себя от мира	1	1
83	друг другу но	1	1
84	одной и той	2	1
85	друг с другом	1	1
86	в буквальном смысле	2	1
87	но и то	1	1
88	и все что	1	1
89	здесь не только	1	1
90	уж у меня	1	1
