N	2gram	Bakhtin_Pr_2	TeoriaLi
1	в мире	3	24
2	не только	16	18
3	и не	42	16
4	а в	3	14
5	и в	45	13
6	в частности	1	13
7	то есть	50	12
8	так и	3	12
9	может быть	18	12
10	в этом	20	11
11	при этом	2	11
12	в том	8	11
13	но не	6	10
14	и его	8	10
15	а не	10	10
16	то же	5	9
17	в его	22	9
18	по отношению	8	8
19	в душе	1	8
20	но и	15	8
21	отношению к	8	8
22	что в	6	8
23	отличие от	1	7
24	в себе	5	7
25	том что	7	7
26	точки зрения	19	7
27	в отличие	1	7
28	в то	5	7
29	только в	9	7
30	себя в	2	7
31	как это	2	7
32	в данном	1	7
33	еще не	9	6
34	с его	8	6
35	но в	6	6
36	в первой	1	6
37	лишь в	2	6
38	место в	1	6
39	в русской	2	6
40	же время	3	6
41	как бы	15	6
42	мы имеем	2	5
43	данном случае	1	5
44	в своем	5	5
45	в самом	13	5
46	он не	9	5
47	как и	14	5
48	не в	8	5
49	тем самым	2	5
50	в нем	20	5
51	в ее	3	5
52	в пределах	4	5
53	или иной	3	5
54	и одновременно	2	5
55	уже не	6	5
56	с другой	1	5
57	как в	4	5
58	между ними	4	5
59	героя и	7	5
60	говорить о	1	4
61	а и	1	4
62	отношение к	8	4
63	хотя и	2	4
64	то что	5	4
65	порядка в	1	4
66	не предполагает	1	4
67	ни в	2	4
68	в слове	1	4
69	в своей	6	4
70	в их	4	4
71	или менее	1	4
72	не менее	2	4
73	личности в	3	4
74	приводит к	1	4
75	можно сказать	2	4
76	в форме	2	4
77	и ее	7	4
78	за пределами	1	4
79	но он	1	4
80	и т.п	6	4
81	мира и	1	4
82	в свою	1	4
83	не знает	4	4
84	сказать что	5	4
85	не может	24	4
86	более или	1	4
87	на две	1	3
88	например в	2	3
89	художественного произведения	1	3
90	совпадает с	1	3
91	а только	2	3
92	в сторону	2	3
93	не все	1	3
94	и т.д	3	3
95	герой не	2	3
96	в художественном	3	3
97	перед нами	4	3
98	и к	2	3
99	в точке	5	3
100	все эти	4	3
101	в нашем	2	3
102	в этой	1	3
103	и вот	2	3
104	и по	2	3
105	самим собой	1	3
106	его в	3	3
107	этом смысле	5	3
108	авторской позиции	5	3
109	и сам	3	3
110	в этих	4	3
111	художественного творчества	1	3
112	тем не	1	3
113	в отношении	1	3
114	никогда не	17	3
115	как раз	6	3
116	потому что	8	3
117	той или	3	3
118	другой стороны	1	3
119	в произведении	5	3
120	так в	1	3
121	в другом	1	3
122	о ней	1	3
123	и что	2	3
124	входит в	9	3
125	того что	3	3
126	а с	3	3
127	во времени	1	3
128	человека с	2	3
129	для него	9	3
130	слова в	4	3
131	с ее	3	3
132	на почве	4	3
133	причастности к	1	3
134	именно в	3	3
135	и др	4	3
136	нового времени	3	3
137	прежде всего	11	3
138	и потому	6	3
139	этого слова	2	3
140	таким образом	11	3
141	или в	2	3
142	в основе	2	3
143	отношении к	1	3
144	я и	3	2
145	была бы	3	2
146	отношения к	2	2
147	того же	1	2
148	это и	1	2
149	тех или	1	2
150	собою в	1	2
151	случае это	1	2
152	принадлежит к	1	2
153	я не	6	2
154	в целом	5	2
155	во мне	1	2
156	между собой	1	2
157	в чем	2	2
158	но как	2	2
159	у него	6	2
160	свою жизнь	2	2
161	человеческих отношений	2	2
162	за пределы	5	2
163	что они	3	2
164	сама по	5	2
165	как к	2	2
166	и как	2	2
167	самом начале	3	2
168	в которой	2	2
169	но на	2	2
170	к герою	5	2
171	этом мире	1	2
172	в году	1	2
173	или иных	1	2
174	здесь мы	1	2
175	могла бы	1	2
176	об этом	3	2
177	это не	3	2
178	к области	1	2
179	на уровне	1	2
180	вовсе не	7	2
181	и того	1	2
182	жанровой традиции	1	2
183	и некоторые	2	2
184	одного и	2	2
185	с точки	9	2
186	от себя	1	2
187	высказывания и	1	2
188	их в	7	2
189	зрения и	1	2
190	по себе	8	2
191	даже в	6	2
192	автора и	2	2
193	и притом	1	2
194	для меня	2	2
195	казалось бы	1	2
196	своей природе	1	2
197	как будто	1	2
198	и для	2	2
199	для такого	1	2
200	и о	2	2
201	здесь не	2	2
202	самим собою	1	2
203	что может	1	2
204	не с	1	2
205	к его	1	2
206	если бы	2	2
207	в виду	2	2
208	и здесь	2	2
209	о том	3	2
210	к действительности	2	2
211	времени в	1	2
212	это было	2	2
213	к нему	11	2
214	во всех	4	2
215	русской литературе	2	2
216	однако с	1	2
217	жизнь личности	2	2
218	говорит в	1	2
219	в литературе	6	2
220	мире и	1	2
221	с одной	1	2
222	оказывается в	1	2
223	в большинстве	2	2
224	а напротив	1	2
225	не слияние	1	2
226	что сама	1	2
227	позиция автора	4	2
228	в диалоге	3	2
229	в конце	4	2
230	во всей	1	2
231	и даже	3	2
232	со стороны	4	2
233	в области	2	2
234	а именно	3	2
235	перед ним	2	2
236	себя и	2	2
237	равной степени	1	2
238	а на	2	2
239	в рассказе	3	2
240	не на	4	2
241	человеческой жизни	2	2
242	о чем	1	2
243	о себе	3	2
244	вместе с	1	2
245	так же	5	2
246	и особенно	2	2
247	из которых	2	2
248	в той	3	2
249	могут быть	4	2
250	и позволяет	1	2
251	к тому	1	2
252	литературных жанров	1	2
253	в художественной	2	2
254	в равной	1	2
255	жизни в	2	2
256	одной из	2	2
257	о своем	1	2
258	в романе	3	2
259	что он	7	2
260	те же	2	1
261	неотделима от	1	1
262	в сфере	2	1
263	таком случае	1	1
264	человека и	2	1
265	и через	2	1
266	переходит к	1	1
267	связана с	1	1
268	идет о	2	1
269	же по	1	1
270	и есть	1	1
271	этого мира	2	1
272	выхода его	1	1
273	от своей	1	1
274	отношения между	1	1
275	и до	4	1
276	их внешней	1	1
277	из его	1	1
278	можно лишь	1	1
279	др в	1	1
280	и должен	1	1
281	сливается с	4	1
282	одним из	3	1
283	со всех	1	1
284	той же	1	1
285	же как	4	1
286	на первом	1	1
287	предсказать помимо	1	1
288	из своих	2	1
289	единство и	1	1
290	героя но	1	1
291	в литературном	1	1
292	и со	2	1
293	не знают	2	1
294	смотря на	1	1
295	весь целиком	1	1
296	литературы является	1	1
297	не от	1	1
298	необходимая для	1	1
299	и на	7	1
300	на них	2	1
301	и возможности	1	1
302	связи между	1	1
303	я никогда	1	1
304	не смерти	1	1
305	суда над	1	1
306	истинный смысл	2	1
307	художественного внимания	1	1
308	не входит	2	1
309	прозы в	1	1
310	ивана карамазова	4	1
311	с собою	1	1
312	значение для	3	1
313	замысла и	1	1
314	на то	2	1
315	жизнь мою	1	1
316	в истории	2	1
317	мере в	1	1
318	в центре	1	1
319	личность как	1	1
320	независимо от	1	1
321	о жизни	1	1
322	что по	1	1
323	нему как	2	1
324	здесь и	2	1
325	и свою	2	1
326	отвечая на	1	1
327	то в	1	1
328	в условиях	2	1
329	еще на	1	1
330	о тебе	1	1
331	момент его	1	1
332	европейского романа	3	1
333	он в	1	1
334	из этих	1	1
335	и принципиальной	1	1
336	тоже не	2	1
337	с их	4	1
338	не приводит	1	1
339	художественный мир	1	1
340	его воли	1	1
341	имеем в	2	1
342	ее как	1	1
343	корнями в	1	1
344	в случае	1	1
345	вследствие этого	1	1
346	на его	5	1
347	образ его	1	1
348	что она	4	1
349	в статье	1	1
350	время и	1	1
351	он ни	1	1
352	но именно	1	1
353	одному из	1	1
354	романе достоевского	3	1
355	по ту	1	1
356	этого несовпадения	1	1
357	по существу	1	1
358	но прежде	1	1
359	мир как	2	1
360	в первом	1	1
361	том числе	2	1
362	ни были	1	1
363	на земле	1	1
364	он уже	2	1
365	чтобы в	1	1
366	подобно тому	2	1
367	его можно	1	1
368	как более	1	1
369	ни был	1	1
370	определить и	1	1
371	бы они	1	1
372	подход к	2	1
373	что все	3	1
374	его характера	1	1
375	а по	1	1
376	сознание не	1	1
377	большинстве случаев	2	1
378	художественный образ	1	1
379	его личности	2	1
380	было бы	4	1
381	как объекты	1	1
382	в них	4	1
383	рядом с	3	1
384	она и	3	1
385	на второй	1	1
386	пределы всего	1	1
387	всю жизнь	1	1
388	автору и	1	1
389	не всегда	1	1
390	он и	4	1
391	ведет к	2	1
392	определение личности	1	1
393	диалогической природы	4	1
394	же я	1	1
395	и становится	2	1
396	развития но	1	1
397	голосов в	1	1
398	свою вненаходимость	1	1
399	но если	1	1
400	от своего	1	1
401	или точнее	1	1
402	таким же	2	1
403	это делает	2	1
404	в котором	7	1
405	к предмету	1	1
406	не как	6	1
407	от его	2	1
408	той мере	1	1
409	для данного	1	1
410	объективного мира	1	1
411	друг другу	1	1
412	можно подсмотреть	1	1
413	и более	2	1
414	в прошлом	1	1
415	том и	1	1
416	произведения в	1	1
417	с такими	2	1
418	необходимо для	1	1
419	реплики и	1	1
420	остановимся на	2	1
421	связей с	1	1
422	у нее	1	1
423	между людьми	1	1
424	случае в	1	1
425	по крайней	2	1
