N	2gram	Tiupa_Anal_1	Marksizm
1	точки зрения	6	34
2	может быть	29	26
3	и не	21	26
4	не может	22	24
5	с точки	4	20
6	и в	18	19
7	и его	5	19
8	языка как	1	17
9	таким образом	3	17
10	в этом	13	16
11	как бы	5	15
12	в процессе	2	14
13	как мы	2	13
14	языка и	1	13
15	прежде всего	6	13
16	как и	13	12
17	так и	4	11
18	связи с	1	11
19	и для	1	11
20	самом деле	2	10
21	в нем	3	10
22	ни было	4	10
23	и т.п	5	10
24	в самом	6	10
25	внутренней речи	5	9
26	лишь в	5	9
27	внутренняя речь	1	9
28	только в	6	9
29	для него	2	9
30	в результате	1	9
31	бы то	3	8
32	как система	1	8
33	все же	4	8
34	не только	15	8
35	без исключения	1	8
36	при этом	12	8
37	то ни	3	8
38	друг друга	1	8
39	до сих	1	8
40	но и	17	8
41	сих пор	1	8
42	то что	6	8
43	язык как	1	7
44	во всех	1	7
45	в ее	1	7
46	но в	8	7
47	все эти	2	7
48	и те	1	7
49	то же	9	7
50	слова как	1	7
51	бытия в	1	7
52	а не	17	7
53	в связи	1	7
54	отнюдь не	15	6
55	мы не	1	6
56	и того	5	6
57	в науке	1	6
58	ничего не	1	6
59	в пределах	2	6
60	в его	13	6
61	в том	27	6
62	другой стороны	2	6
63	того же	4	6
64	отличие от	6	5
65	по преимуществу	1	5
66	входит в	1	5
67	одного и	2	5
68	в отличие	6	5
69	не в	14	5
70	того чтобы	3	5
71	знаковом материале	1	5
72	те же	1	5
73	и все	3	5
74	социальной ситуации	1	5
75	одни и	1	5
76	в начале	2	5
77	вовсе не	2	5
78	с другой	4	5
79	за пределы	2	5
80	именно в	4	5
81	и потому	2	5
82	хотя бы	3	5
83	во всяком	1	5
84	оно может	3	4
85	вопрос о	2	4
86	и на	5	4
87	науки о	2	4
88	нет и	2	4
89	как в	1	4
90	и тот	1	4
91	наука об	1	4
92	здесь мы	1	4
93	не будет	3	4
94	было бы	2	4
95	не столько	2	4
96	не менее	1	4
97	по себе	4	4
98	в отношении	1	4
99	не является	2	4
100	в ней	1	4
101	в рамки	1	4
102	язык есть	2	4
103	еще не	3	4
104	только на	1	4
105	для того	4	4
106	далеко не	6	4
107	в данном	2	4
108	что же	2	4
109	в лингвистике	1	4
110	и внешнего	2	4
111	тот же	1	4
112	а в	9	4
113	жизни в	1	4
114	между ними	1	4
115	и эта	1	4
116	что в	5	4
117	на самом	2	3
118	он может	2	3
119	и есть	3	3
120	между двумя	3	3
121	не имеют	1	3
122	а как	2	3
123	в сущности	6	3
124	оно ни	1	3
125	по отношению	6	3
126	один и	1	3
127	и как	5	3
128	и к	3	3
129	в первом	2	3
130	в которой	2	3
131	этот процесс	1	3
132	но все	1	3
133	его в	1	3
134	он не	3	3
135	том что	12	3
136	в своей	6	3
137	и ее	1	3
138	не становится	2	3
139	в котором	3	3
140	более того	3	3
141	место в	3	3
142	является в	1	3
143	науке об	1	3
144	речи в	1	3
145	войти в	1	3
146	в то	9	3
147	к этим	1	3
148	все без	1	3
149	же время	6	3
150	науке о	2	3
151	следует что	2	3
152	этом отношении	2	3
153	в области	4	3
154	не могут	3	3
155	же самое	2	3
156	не есть	8	3
157	вне этого	1	3
158	знакового материала	3	3
159	сводится к	5	3
160	нашей работы	1	3
161	одного из	2	3
162	можно сказать	2	3
163	с другими	4	3
164	здесь в	1	3
165	внутреннего и	2	3
166	того что	4	3
167	быть и	1	3
168	нуждается в	8	3
169	в какой	2	3
170	между тем	5	3
171	сознания как	1	3
172	языка а	1	3
173	из них	2	3
174	в целях	1	3
175	или иной	6	3
176	в каком	1	3
177	не было	1	3
178	в бытии	1	3
179	смысле этого	1	3
180	и от	1	3
181	речевого общения	1	3
182	нет ничего	2	3
183	в достаточной	1	3
184	она может	3	3
185	сознания и	1	3
186	и при	1	3
187	речи и	1	3
188	совершенно не	1	3
189	мы должны	1	3
190	первом случае	2	3
191	одним из	3	2
192	не остается	2	2
193	как необходимый	1	2
194	в какой-то	1	2
195	внутренний мир	1	2
196	мы уже	1	2
197	той же	2	2
198	не приходится	1	2
199	точкой зрения	1	2
200	таком случае	3	2
201	совпадает с	2	2
202	зависимости от	1	2
203	свою очередь	1	2
204	но при	1	2
205	быть понято	1	2
206	быть в	1	2
207	в чем	1	2
208	во внешнем	3	2
209	как если	1	2
210	и всего	1	2
211	не все	2	2
212	постановка проблемы	1	2
213	не просто	2	2
214	данный момент	1	2
215	как к	2	2
216	однако не	3	2
217	языка ведь	1	2
218	его к	2	2
219	в действительности	1	2
220	то в	2	2
