N	3gram	Bakhtin_Fr_7	Vladivir
1	о том что	1	7
2	в том что	3	7
3	в свое время	2	5
4	дело в том	2	4
5	в этом смысле	1	4
6	то же время	9	4
7	в то же	9	4
8	более или менее	2	3
9	в конце концов	4	3
10	как мы уже	1	3
11	на первый план	1	2
12	а в дальнейшем	1	2
13	то обстоятельство что	1	2
14	не только в	1	2
15	нужно прибавить что	1	2
16	в году в	1	2
17	и то обстоятельство	1	2
18	мы сейчас увидим	2	2
19	в связи со	1	2
20	во всяком случае	1	2
21	мы уже сказали	1	2
22	что у него	2	2
23	и по своим	1	2
24	тем более что	1	2
25	так что в	1	2
26	к тому же	1	2
27	что иное как	1	1
28	а следовательно и	2	1
29	другой день после	1	1
30	что он пишет	1	1
31	мысли и слова	1	1
32	характер но в	1	1
33	не без основания	1	1
34	в конце года	1	1
35	во всем своем	1	1
36	свидетельствует о том	1	1
37	в том же	1	1
38	самом же деле	1	1
39	весьма часто и	1	1
40	всю человеческую жизнь	1	1
41	на самом же	1	1
42	но все это	2	1
43	то что тот	1	1
44	а в конце	1	1
45	в это время	1	1
46	кроме того и	1	1
47	как вы думаете	1	1
48	его образа жизни	1	1
49	содержит в себе	1	1
50	у него в	1	1
51	в результате такого	1	1
52	конце концов и	1	1
53	как мы сейчас	2	1
54	но в то	3	1
55	и в историческом	1	1
56	в связи с	1	1
57	а также и	1	1
58	и в этом	1	1
59	в одной плоскости	1	1
60	прибавить что и	1	1
61	своем учении о	1	1
62	мы уже знаем	1	1
63	со всеми его	1	1
64	но только в	1	1
65	и в том	1	1
66	мы уже видели	2	1
67	вероятно не были	1	1
68	в разных местах	1	1
69	есть не что	1	1
70	этом смысле оно	1	1
71	в своем учении	1	1
72	в тех же	1	1
73	так и в	3	1
74	в свою очередь	3	1
75	это и есть	1	1
76	но он не	1	1
77	и все это	1	1
78	с тем что	1	1
79	к которой он	1	1
80	и тем самым	1	1
81	но и для	1	1
82	же время и	1	1
83	за то что	3	1
84	во второй половине	1	1
85	в этой же	1	1
86	не что иное	1	1
87	по этому поводу	1	1
88	и с его	1	1
89	на другой день	1	1
90	не в этом	1	1
91	в этом отношении	2	1
