N	2gram	Propp_Isto_3	Dialekti
1	не есть	1	40
2	и не	12	30
3	по себе	1	25
4	т е	16	25
5	и т	16	21
6	т д	15	19
7	и в	22	18
8	точки зрения	2	17
9	ничего не	6	17
10	может быть	11	17
11	и есть	2	16
12	в нем	9	16
13	ни в	2	15
14	не имеет	2	15
15	так что	5	15
16	потому что	3	14
17	а не	6	14
18	не только	14	13
19	и даже	2	13
20	то что	7	13
21	что в	15	13
22	в этом	17	12
23	было бы	3	12
24	с точки	1	12
25	если бы	6	12
26	и что	2	12
27	не может	4	12
28	что это	1	11
29	что он	9	11
30	так как	7	11
31	как бы	1	11
32	это значит	1	11
33	все это	1	11
34	то же	6	10
35	что такое	1	10
36	прежде всего	3	10
37	сказать что	3	10
38	и то	2	9
39	отнюдь не	1	9
40	так и	2	9
41	это не	6	9
42	том что	8	9
43	никогда не	3	9
44	в том	9	9
45	ясно что	1	8
46	но это	3	8
47	в каком	1	8
48	к нему	5	8
49	совершенно не	2	8
50	также и	1	7
51	и как	3	7
52	что она	5	7
53	что не	2	7
54	как она	1	7
55	не существует	1	7
56	мы находим	1	7
57	вовсе не	2	7
58	не просто	1	7
59	но и	12	7
60	его не	3	6
61	хотя бы	1	6
62	в чем	3	6
63	не то	1	6
64	но в	10	6
65	с другой	7	6
66	и вот	2	6
67	не в	4	6
68	она не	4	6
69	в то	2	6
70	думают что	1	6
71	с ним	1	6
72	никак не	1	6
73	можно сказать	2	6
74	не было	2	6
75	да и	2	6
76	я не	3	5
77	и он	2	5
78	отношение к	4	5
79	общего с	1	5
80	в своем	2	5
81	все же	5	5
82	на то	1	5
83	и с	4	5
84	в этих	11	5
85	но если	1	5
86	есть только	2	5
87	в дальнейшем	4	5
88	можно было	1	5
89	не с	2	5
90	мы должны	7	5
91	он сам	1	5
92	в особенности	2	5
93	говорит о	1	5
94	и пр	11	5
95	есть и	5	5
96	или не	2	5
97	а в	6	5
98	это и	1	4
99	почти всегда	1	4
100	то это	2	4
101	об этом	1	4
102	как таковой	2	4
103	и более	2	4
