N	2gram	Bakhtin_Fr_1	Dialekti
1	и не	22	30
2	по себе	1	25
3	и в	65	18
4	точки зрения	7	17
5	ничего не	3	17
6	может быть	6	17
7	в нем	13	16
8	потому что	5	14
9	а не	1	14
10	не только	10	13
11	и даже	8	13
12	то что	3	13
13	что в	3	13
14	в этом	15	12
15	было бы	1	12
16	с точки	3	12
17	не может	3	12
18	в себе	3	11
19	что он	3	11
20	так как	6	11
21	как бы	22	11
22	все это	9	11
23	то же	1	10
24	несмотря на	2	10
25	что такое	1	10
26	прежде всего	11	10
27	сказать что	6	10
28	так и	10	9
29	это не	3	9
30	том что	6	9
31	никогда не	6	9
32	в том	16	9
33	но это	3	8
34	к нему	3	8
35	совершенно не	4	8
36	и как	1	7
37	что не	2	7
38	той или	5	7
39	вовсе не	18	7
40	не просто	3	7
41	но и	10	7
42	хотя бы	1	6
43	в чем	2	6
44	но в	14	6
45	с другой	3	6
46	и вот	2	6
47	не в	4	6
48	она не	1	6
49	в то	1	6
50	и образ	1	6
51	с ним	3	6
52	можно сказать	2	6
53	ни с	2	6
54	не было	1	6
55	ни на	2	6
56	да и	2	6
57	и ни	3	6
58	говорить о	1	5
59	и он	2	5
60	отношение к	4	5
61	в своем	8	5
62	все же	6	5
63	в противоположность	2	5
64	на то	1	5
65	мифологии и	1	5
66	и с	3	5
67	в этих	2	5
68	в отношении	6	5
69	в виду	3	5
70	есть только	2	5
71	в дальнейшем	8	5
72	можно было	1	5
73	в особенности	2	5
74	говорит о	1	5
75	и пр	5	5
76	есть и	1	5
77	это и	1	4
78	как он	1	4
79	образ и	1	4
80	об этом	1	4
81	и более	1	4
82	на всю	4	4
83	только и	1	4
84	же время	1	4
85	не о	1	4
86	к тому	2	4
87	как мы	6	4
88	и вообще	3	4
89	о том	2	4
90	от него	2	4
91	мы видим	2	4
92	но не	2	4
93	в конце	1	4
94	как раз	3	4
95	в мифологии	1	4
96	как это	1	4
97	хотя и	2	4
98	другой стороны	1	4
99	во всяком	1	4
100	нем нет	1	3
101	отношения к	2	3
102	самом деле	3	3
103	действительности и	1	3
104	в ней	6	3
105	мысли и	4	3
106	на самом	6	3
107	или иное	1	3
108	то или	1	3
109	говорит что	1	3
110	конечно не	1	3
111	от этого	1	3
112	но эта	2	3
113	в самом	4	3
114	он не	2	3
115	всех этих	8	3
116	и еще	4	3
117	из сферы	1	3
118	но все	3	3
119	в них	5	3
120	всегда и	2	3
121	в их	4	3
122	точку зрения	1	3
123	и почти	2	3
124	даже в	3	3
125	вплоть до	1	3
126	в основе	8	3
127	случае не	1	3
128	в разных	1	3
129	в науке	1	3
130	могут быть	2	3
131	и всех	1	3
132	жизнь и	1	3
133	и та	1	3
134	что и	1	3
135	один из	1	3
136	но с	2	3
137	только в	7	3
138	только на	2	3
139	даже и	3	3
140	же это	1	3
141	или иной	5	3
142	точек зрения	1	3
143	еще и	5	3
144	и потому	10	3
145	в его	9	3
146	тех или	1	3
147	не является	3	3
148	и все	5	3
149	бы в	1	3
150	еще более	5	3
151	отношении к	1	3
152	жизни и	7	3
153	можно говорить	3	2
154	говоря о	1	2
155	вещь не	1	2
156	он всегда	1	2
157	и больше	1	2
158	деле же	1	2
159	от всякой	1	2
160	для своего	2	2
161	почти все	1	2
162	мы и	3	2
163	но конечно	1	2
164	из этих	2	2
165	но как	3	2
166	с этим	1	2
167	на деле	1	2
168	что как	1	2
169	что касается	1	2
170	просто как	1	2
171	все эти	10	2
172	всего необходимо	1	2
173	тому же	1	2
174	связанные с	1	2
175	на этом	1	2
176	это конечно	1	2
177	могла бы	1	2
178	и может	1	2
179	это было	2	2
180	но уже	1	2
181	мы имеем	1	2
182	как и	5	2
183	до сих	4	2
184	и при	1	2
185	в своей	5	2
186	можно найти	1	2
187	всяком случае	1	2
188	почти не	1	2
189	и объем	1	2
190	во всем	2	2
191	в которых	1	2
192	для всякого	1	2
193	и от	2	2
194	и осмысления	1	2
195	не знает	6	2
196	раз и	2	2
197	не менее	1	2
198	но они	1	2
199	мысли в	1	2
200	к ним	1	2
201	же он	2	2
202	и эта	3	2
203	этом отношении	3	2
204	которое в	2	2
205	отличается от	1	2
206	и это	2	2
207	о которых	1	2
208	которая характерна	1	2
209	и образа	1	2
210	как с	1	2
211	можно только	4	2
212	в эпоху	9	2
213	на что	2	2
214	для того	1	2
215	и следовательно	1	2
216	не зная	1	2
217	того что	2	2
218	с ними	1	2
219	и так	2	2
220	поэтому и	4	2
221	образа в	1	2
222	с одной	2	2
223	же и	1	2
224	уже не	3	2
225	и у	6	2
226	то и	1	2
227	из них	4	2
228	для него	5	2
229	и их	3	2
230	ее на	1	2
231	именно как	1	2
232	со стороны	1	2
233	именно в	1	2
234	здесь в	8	2
235	с ней	1	2
236	стремится к	1	2
237	о чем	1	2
238	он и	3	2
239	которую не	1	2
240	в частности	5	2
241	как в	5	2
242	одной стороны	2	2
243	необходимо дать	1	2
244	еще не	6	2
245	или хотя	1	2
246	как например	1	2
247	такой же	1	2
248	сих пор	4	2
249	даже больше	1	2
250	абстрактной мысли	1	2
251	и для	2	2
252	просто не	1	2
253	ни к	2	2
254	характерна для	1	2
255	а о	1	2
256	он находит	2	2
257	они были	6	2
258	как результат	1	2
259	к этому	1	2
260	новое время	3	1
261	а между	1	1
262	речь идет	1	1
263	например в	2	1
264	не остается	1	1
265	и без	2	1
266	из самых	1	1
267	явления и	1	1
268	и до	4	1
269	и находили	1	1
270	конечно совершенно	1	1
271	совершенно в	1	1
272	а как	1	1
273	если я	1	1
274	может даже	1	1
275	и само	2	1
276	мы не	1	1
277	общества и	1	1
278	мироощущение и	2	1
279	и сущность	1	1
280	два организма	1	1
281	только благодаря	1	1
282	тоже можно	1	1
283	самый термин	1	1
284	виде но	1	1
285	разумеется не	1	1
286	что по	1	1
287	во всех	9	1
288	во внешнем	1	1
289	различия между	2	1
290	в ее	3	1
291	миром и	1	1
292	мы будем	3	1
293	явлениями и	1	1
294	друг от	1	1
295	нет и	2	1
296	и чем	1	1
297	полнее и	1	1
298	чем же	1	1
299	и вовсе	3	1
300	в той	5	1
301	его на	2	1
302	из уст	1	1
303	если на	1	1
304	в связи	1	1
305	итак в	3	1
306	сознания в	1	1
307	и наконец	2	1
308	говорит об	1	1
309	его к	2	1
310	и к	4	1
311	и свою	1	1
312	разделения на	1	1
313	есть ли	1	1
314	и говорит	1	1
315	смерти с	1	1
316	еще на	1	1
317	ней и	1	1
318	в которой	1	1
319	эту идею	1	1
320	самой природе	1	1
321	так в	1	1
322	по преимуществу	1	1
323	с их	5	1
324	различные моменты	1	1
325	но его	1	1
326	эпохи и	1	1
327	проникает в	1	1
328	не могла	1	1
329	и если	1	1
330	вообще не	1	1
331	при этом	6	1
332	интересно и	1	1
333	есть именно	1	1
334	не к	2	1
335	котором мы	1	1
336	уже вовсе	1	1
337	нами здесь	1	1
338	от мистики	1	1
339	и вечно	1	1
340	и по	2	1
341	людей и	1	1
342	так например	2	1
343	или иных	1	1
344	от других	1	1
345	по его	3	1
346	бы они	1	1
347	здесь мы	1	1
348	что все	1	1
349	в состоянии	3	1
350	тем в	1	1
351	друг в	2	1
352	главным образом	6	1
353	и дальше	1	1
354	мы уже	12	1
355	и объяснять	1	1
356	них не	1	1
357	то есть	45	1
358	зрения на	1	1
359	которое с	1	1
360	его в	7	1
361	ли он	1	1
362	весь мир	3	1
363	на сцене	1	1
364	времен года	1	1
365	в новое	3	1
366	в жизни	4	1
367	он является	1	1
368	нет в	1	1
369	это положение	1	1
370	в мистическом	1	1
371	она и	1	1
372	далеко не	3	1
373	в этой	4	1
374	например к	1	1
375	в храме	1	1
376	живое целое	1	1
377	они являются	2	1
378	землею и	1	1
379	жизни но	2	1
380	оно имеет	1	1
381	связаны в	1	1
382	в развитии	1	1
383	этих произведений	2	1
384	имеет место	1	1
385	ибо не	1	1
386	мир то	1	1
387	как такое	1	1
388	это земля	1	1
389	чудесного это	1	1
390	и культуры	1	1
391	еще недостаточно	1	1
392	место в	1	1
393	представление о	1	1
394	также на	1	1
395	большей степени	1	1
396	и они	1	1
397	всю сложность	1	1
398	и ранний	1	1
399	мир и	3	1
400	есть его	1	1
401	которые в	1	1
402	самых ранних	1	1
403	и ничего	1	1
404	но он	1	1
405	сами по	1	1
406	еще раз	2	1
407	без всяких	1	1
408	не могли	1	1
409	ставит себя	1	1
410	где нет	1	1
411	мере и	1	1
412	формы как	1	1
413	это особенно	1	1
414	всегда имеет	1	1
415	и вся	1	1
416	и очень	2	1
417	они противостоят	1	1
418	можно ли	1	1
419	чистом виде	1	1
420	века а	1	1
421	тем самым	1	1
422	до известной	1	1
423	xviii века	2	1
424	дело в	2	1
425	и именно	2	1
426	ограниченность и	1	1
427	того чтобы	1	1
428	теперь можно	1	1
429	не стремится	1	1
430	на язык	1	1
431	и вещи	2	1
432	времени почти	1	1
433	этих двух	2	1
434	и непосредственнее	1	1
435	всего на	2	1
436	природы в	1	1
437	явление в	1	1
438	показывает как	1	1
439	говорить как	1	1
440	на те	1	1
441	по своей	3	1
442	и его	10	1
443	связи с	4	1
444	вот почему	1	1
445	и развиваться	2	1
446	здесь же	1	1
447	не потому	1	1
448	с другом	1	1
449	земле как	1	1
450	на соответствующие	1	1
451	но там	1	1
452	места для	1	1
453	не могут	3	1
454	мы найдем	2	1
455	и часто	2	1
456	иногда даже	1	1
457	сама жизнь	3	1
458	и выразительный	1	1
459	например на	1	1
460	оно не	1	1
461	на это	1	1
462	где он	1	1
463	он фигурирует	1	1
464	и которая	1	1
465	значения и	1	1
466	совершенно правильно	1	1
467	от друга	1	1
468	но при	2	1
469	нужно сказать	4	1
470	здесь не	1	1
471	и телесная	1	1
472	характер и	1	1
473	и этим	2	1
474	образов это	1	1
475	культуры и	8	1
476	и сам	1	1
477	времени и	6	1
478	здесь как	1	1
479	еще в	1	1
480	в результате	1	1
481	других именно	1	1
482	нас и	1	1
483	связаны и	1	1
484	мы всегда	2	1
485	своему материалу	1	1
486	приближается к	1	1
487	но необходимо	1	1
488	того он	1	1
489	конечно это	1	1
490	все вещи	1	1
491	все его	1	1
492	вне всякой	1	1
493	науке и	1	1
494	должно было	1	1
495	три основных	2	1
496	между тем	5	1
497	особенно резко	1	1
498	и всякая	1	1
499	а потому	1	1
500	и только	1	1
501	исторического развития	2	1
502	представления о	2	1
503	мы хотим	1	1
504	такой тон	1	1
505	поэтому все	1	1
506	наконец и	1	1
507	в новой	1	1
508	в какой	1	1
509	года то	1	1
510	это очень	2	1
