N	3gram	Vygotskiy__3	DiskursI
1	в отличие от	6	12
2	в данном случае	1	6
3	в том что	17	6
4	как и в	2	5
5	по отношению к	2	4
6	в этом отношении	3	4
7	с одной стороны	5	4
8	так и в	2	3
9	не может быть	2	3
10	о том что	3	3
11	той или иной	2	3
12	и того же	4	2
13	состоит в том	3	2
14	подобно тому как	1	2
15	в этом случае	1	2
16	с точки зрения	1	2
17	заключает в себе	2	2
18	и то что	2	2
19	не сводится к	1	2
20	и как бы	1	2
21	одного и того	4	2
22	в другом месте	1	1
23	по своей природе	1	1
24	том что в	1	1
25	не в состоянии	1	1
26	и другого в	1	1
27	прежде всего следует	1	1
28	того или иного	2	1
29	друг от друга	1	1
30	с другой стороны	3	1
31	бы то ни	1	1
32	имеем дело не	1	1
33	то что в	2	1
34	того и другого	2	1
35	по аналогии с	1	1
36	в этот период	1	1
37	а с другой	3	1
38	одном и том	1	1
39	основания предполагать что	1	1
40	отнюдь не является	1	1
41	не приводит к	2	1
42	в значительной степени	1	1
43	в применении к	1	1
44	может не иметь	1	1
45	говорит об этом	2	1
46	то ни было	1	1
47	и том же	1	1
48	на некоторое время	1	1
49	не могут быть	1	1
50	с теми же	1	1
51	во всяком случае	4	1
52	в самых общих	1	1
53	и той же	2	1
54	самых общих чертах	1	1
55	решающую роль в	1	1
56	с той или	1	1
57	одно из главных	1	1
58	между тем как	1	1
59	в переходе от	1	1
60	та или иная	3	1
61	с самого начала	6	1
62	но все эти	1	1
63	в этом заключается	1	1
64	двух точек зрения	1	1
65	включает в себя	2	1
66	в том числе	1	1
67	одной и той	2	1
68	тем не менее	5	1
69	совпадают с теми	1	1
70	здесь как и	1	1
71	связи и отношения	1	1
72	том числе и	1	1
