N	3gram	Ircho_Kome_3	FransuaR
1	то же время	4	8
2	в то же	4	8
3	в конце концов	2	4
4	и в то	1	4
5	более или менее	1	3
6	в том числе	1	3
7	для того чтобы	6	3
8	таким образом и	1	3
9	с другой стороны	2	3
10	с самого начала	4	3
11	подобно тому как	1	3
12	с точки зрения	3	2
13	том числе и	1	2
14	образом и здесь	1	2
15	с одной стороны	3	2
16	в то время	2	2
17	о том что	4	2
18	и с его	1	2
19	если бы он	3	1
20	можно сказать что	1	1
21	таким образом что	1	1
22	но как раз	1	1
23	само собой разумеется	2	1
24	и до сих	1	1
25	это в свою	1	1
26	и к тому	1	1
27	то же самое	3	1
28	одной стороны и	1	1
29	на первый план	1	1
30	до сих пор	9	1
31	и не может	1	1
32	в этом отношении	2	1
33	и если бы	1	1
34	за то что	1	1
35	так как все	1	1
36	здесь мы видим	1	1
37	как раз в	1	1
38	то время как	2	1
39	к нему в	1	1
40	в самом начале	1	1
41	по своему характеру	1	1
42	у того же	3	1
43	на этот раз	2	1
44	и все его	1	1
45	в отличие от	1	1
46	в связи с	3	1
47	в виду что	1	1
48	где происходит действие	1	1
49	так и в	1	1
50	как мы знаем	1	1
51	еще раз в	1	1
52	мы можем судить	1	1
53	это в известной	1	1
54	достигается тем что	1	1
55	же самое что	1	1
56	и без того	1	1
57	в свою очередь	6	1
58	к этому времени	1	1
59	в конечном счете	2	1
60	его в своем	1	1
61	в соответствии с	1	1
62	лицом к лицу	1	1
63	в том что	9	1
64	в нашем отрывке	1	1
65	что и в	2	1
66	к тому же	4	1
67	в том же	1	1
