N	2gram	Berdyaev_O_1	FransuaR
1	и в	19	29
2	и не	13	16
3	в эпоху	1	15
4	в этой	5	13
5	и все	10	13
6	но в	2	12
7	как и	6	12
8	и на	2	11
9	в этом	12	11
10	так и	2	11
11	не только	11	10
12	все эти	4	9
13	и с	2	9
14	его в	2	9
15	в конце	1	9
16	вовсе не	1	9
17	но и	13	9
18	и его	4	8
19	в его	7	8
20	прежде всего	9	8
21	как бы	3	8
22	в них	1	7
23	в том	5	7
24	так как	2	7
25	в сущности	1	6
26	но он	7	6
27	из них	1	6
28	и до	1	5
29	что это	1	5
30	в нем	10	5
31	он и	1	5
32	в своей	2	5
33	до конца	7	5
34	и о	2	5
35	это не	3	5
36	у него	22	5
37	сказать что	2	5
38	также и	1	4
39	связана с	1	4
40	на самом	1	4
41	и есть	3	4
42	в которой	2	4
43	еще не	3	4
44	с его	4	4
45	которую он	2	4
46	что он	3	4
47	тем что	2	4
48	связан с	1	4
49	но это	1	4
50	все это	6	4
51	один из	1	4
52	то что	5	4
53	жизни и	1	4
54	женщины и	1	3
55	и здесь	1	3
56	в ней	1	3
57	как к	2	3
58	в своем	2	3
59	и как	1	3
60	то в	1	3
61	в себе	3	3
62	он не	7	3
63	и вот	3	3
64	и сам	1	3
65	для того	3	3
66	особенно в	1	3
67	том что	2	3
68	того чтобы	4	3
69	в разных	1	3
70	по своей	1	3
71	в ее	2	3
72	что у	2	3
73	к нему	3	3
74	отметить что	1	3
75	все время	1	3
76	того что	3	3
77	с ними	1	3
78	же и	1	3
79	и других	1	3
80	ведь это	2	3
81	не случайно	1	3
82	и даже	1	3
83	нужно отметить	1	3
84	все же	2	3
85	в пределе	1	3
86	в частности	1	3
87	и то	2	2
88	в виду	1	2
89	он был	8	2
90	но не	1	2
91	что они	2	2
92	в одной	1	2
93	как в	1	2
94	хотя и	2	2
95	и к	2	2
96	и этим	2	2
97	после этого	1	2
98	это конечно	1	2
99	может быть	11	2
100	этом он	2	2
101	в жизни	1	2
102	их было	1	2
103	в этих	3	2
104	в котором	1	2
105	мир и	1	2
106	дело в	1	2
