N	2gram	Potebnia_M_4	VrazhdaK
1	не только	10	9
2	в этом	23	8
3	и в	23	8
4	и что	7	8
5	но и	11	7
6	и все	4	7
7	то что	29	7
8	что в	17	7
9	все же	1	6
10	но в	8	6
11	в нем	7	6
12	как и	14	6
13	в котором	4	6
14	и с	4	6
15	о нем	1	6
16	и даже	2	6
17	то же	14	5
18	об этом	2	5
19	в то	4	5
20	же время	3	5
21	между тем	9	5
22	у него	1	5
23	не было	12	5
24	и не	18	5
25	в ней	2	4
26	что он	4	4
27	в истории	4	4
28	при этом	15	4
29	это не	7	4
30	все это	5	4
31	в виду	3	4
32	с ним	5	4
33	о том	8	4
34	для нас	14	4
35	уже в	5	4
36	может быть	26	4
37	как бы	5	4
38	в своих	2	4
39	так же	4	4
40	речь идет	1	3
41	одним из	1	3
42	я не	2	3
43	в чем	1	3
44	в своем	8	3
45	и как	2	3
46	на то	7	3
47	его в	4	3
48	он не	2	3
49	далеко не	1	3
50	том что	12	3
51	но он	1	3
52	что есть	3	3
53	и его	2	3
54	связи с	3	3
55	человека в	2	3
56	и о	4	3
57	что у	3	3
58	и во	1	3
59	в его	5	3
60	в том	23	3
61	давно уже	3	3
62	и у	2	3
63	чтобы он	1	3
64	тем что	10	3
65	в связи	1	3
66	эти слова	1	3
67	и то	5	2
68	б и	1	2
69	он сам	1	2
70	столь же	2	2
71	но как	1	2
72	тогда как	4	2
73	человека с	1	2
74	в известном	1	2
75	в той	4	2
76	его на	1	2
77	при создании	1	2
78	в этой	1	2
79	в себе	14	2
80	чувств и	1	2
81	время и	1	2
82	в нашей	1	2
83	их в	3	2
84	нашего времени	3	2
85	таким образом	24	2
86	в мире	2	2
87	мне и	1	2
88	в глазах	2	2
89	этот человек	1	2
90	в них	3	2
91	рядом с	1	2
92	а с	1	2
93	не мог	1	2
94	на первый	1	2
95	в эту	1	2
96	во время	2	2
97	точки зрения	4	2
98	в своей	1	2
99	с точки	3	2
100	не менее	5	2
101	том же	2	2
102	никогда не	3	2
103	его с	1	2
104	и это	2	2
105	на основе	1	2
106	так в	3	2
107	еще не	3	2
108	примечании к	1	2
109	а также	1	2
110	там же	3	2
111	тем более	5	2
112	пришел к	1	2
113	по мнению	1	2
114	с нею	3	2
115	уже не	3	2
116	при помощи	3	2
117	из них	1	2
118	могли быть	1	2
119	для него	5	2
120	от сознания	1	2
121	отношение к	2	2
122	к ним	2	2
123	о влиянии	1	2
124	как же	4	2
125	с которым	2	2
126	начиная с	1	2
127	не может	11	2
128	вместе с	6	2
129	в среде	1	2
130	в примечании	1	2
131	в это	2	2
132	но это	3	2
133	что я	11	2
134	же в	1	2
135	а в	5	2
136	в свою	2	2
137	это в	1	2
138	себя как	1	1
139	а между	4	1
140	вряд ли	1	1
141	можно говорить	1	1
142	этого в	1	1
