N	3gram	Vygotskiy__3	Mirosoze
1	не может быть	2	17
2	вместе с тем	10	5
3	и вместе с	2	4
4	с тем что	3	3
5	заключает в себе	2	3
6	это значит что	4	3
7	и в самом	1	3
8	мы увидим что	1	3
9	по отношению к	2	2
10	до сих пор	1	2
11	хотя бы и	1	2
12	к тому чтобы	1	2
13	то время как	4	2
14	не только в	1	2
15	в конце концов	1	2
16	на том основании	1	2
17	не могут быть	1	2
18	том основании что	1	2
19	в то время	4	2
20	ли может быть	1	2
21	для того чтобы	7	2
22	в высшей степени	6	2
23	что иное как	1	1
24	всякий раз когда	1	1
25	новых и новых	1	1
26	как и все	1	1
27	в зависимости от	5	1
28	в отличие от	6	1
29	огромный шаг вперед	1	1
30	в мышлении и	1	1
31	что в основе	1	1
32	но всегда в	1	1
33	в значительной степени	1	1
34	так как они	1	1
35	по сравнению с	3	1
36	во всех этих	1	1
37	и менее всего	1	1
38	если в основе	2	1
39	все более и	1	1
40	друг к другу	1	1
41	во всяком случае	4	1
42	между тем как	1	1
43	вперед в деле	1	1
44	не мог бы	3	1
45	как и всякая	1	1
46	и в том	1	1
47	в него как	1	1
48	у человека и	1	1
49	и характер его	1	1
50	значит что они	1	1
51	зависимости от этого	2	1
52	что и в	5	1
53	так же мало	1	1
54	о том что	3	1
55	более и более	1	1
56	не что иное	1	1
57	быть отнесена к	1	1
58	можно было бы	5	1
59	по сравнению со	1	1
60	в том что	17	1
61	выходит за пределы	1	1
