N	3gram	Bakhtin_Fr_5	OGranits
1	с точки зрения	2	5
2	не может быть	2	4
3	по отношению к	1	3
4	вполне понятно что	1	3
5	что иное как	1	2
6	в г в	1	2
7	в самом деле	1	2
8	в данном случае	2	2
9	ничего общего с	1	2
10	есть не что	1	2
11	не что иное	1	2
12	в том что	6	2
13	в другом месте	2	1
14	том что в	1	1
15	его и не	1	1
16	что в основе	1	1
17	в чем же	2	1
18	чем же объясняется	1	1
19	течение всей своей	1	1
20	на самом деле	4	1
21	те же самые	1	1
22	то же самое	2	1
23	иной характер носит	1	1
24	от него не	1	1
25	же время в	1	1
26	можно говорить о	2	1
27	в отличие от	2	1
28	между тем как	1	1
29	в этом отношении	5	1
30	то что в	1	1
31	нужно сказать что	2	1
32	можно было бы	2	1
33	может быть и	1	1
34	в значительной мере	1	1
35	важное значение имеет	1	1
36	для того чтобы	6	1
37	в особенности в	1	1
38	так же как	4	1
39	а также и	4	1
40	между собою и	1	1
41	быть и речи	1	1
42	тем не менее	1	1
43	в одном случае	1	1
44	в течение всей	1	1
45	в связи с	5	1
46	это конечно не	1	1
47	он и не	1	1
48	она ориентируется на	1	1
49	все то что	1	1
50	и закрепленное в	1	1
51	то же время	9	1
52	мы не можем	1	1
53	так же точно	1	1
54	хотя бы в	2	1
55	включает в себя	1	1
56	но в то	5	1
57	в конечном счете	1	1
58	в течение всего	1	1
59	громадную роль играет	1	1
60	этот момент как	1	1
61	существует как бы	1	1
62	здесь и там	1	1
63	в то же	9	1
64	и здесь и	2	1
65	как и в	1	1
66	это особенно ясно	1	1
