N	2gram	Bakhtin_Pr_5	FransuaR
1	и в	35	41
2	то есть	16	20
3	таким образом	7	19
4	в этом	14	15
5	как и	18	14
6	и все	15	14
7	то же	15	13
8	все эти	3	13
9	в этой	1	13
10	мы уже	8	12
11	в его	21	12
12	эпизод с	2	11
13	в себе	5	11
14	как мы	8	11
15	в том	5	11
16	прежде всего	12	11
17	так и	8	10
18	в то	11	10
19	все это	14	10
20	в своем	2	9
21	не в	10	9
22	же время	10	9
23	и его	14	9
24	в качестве	1	9
25	и т.п	6	9
26	но и	14	9
27	что в	6	9
28	но в	19	8
29	в конце	5	8
30	то что	10	8
31	и от	3	8
32	в нем	16	7
33	вовсе не	7	7
34	в них	4	7
35	как бы	31	7
36	и не	27	7
37	в романе	1	7
38	и до	1	6
39	ни в	2	6
40	он хочет	4	6
41	о том	2	6
42	только в	6	6
43	это не	3	6
44	есть в	1	6
45	для него	14	6
46	у него	4	6
47	эпизоде с	1	5
48	как в	5	5
49	и к	12	5
50	не только	10	5
51	в плане	6	5
52	на этом	2	5
53	мы видели	2	5
54	точки зрения	7	5
55	потому что	8	5
56	всего в	1	5
57	и это	5	5
58	в ней	2	5
59	к нему	13	5
60	на одном	1	5
61	и у	4	5
62	уже в	3	5
63	что и	3	5
64	вместе с	2	5
65	так же	7	5
66	и для	8	5
67	а в	7	5
68	к этому	1	5
69	в сущности	14	4
70	как я	1	4
71	момент в	1	4
72	и на	6	4
73	хотя и	2	4
74	и наконец	7	4
75	та же	4	4
76	что это	4	4
77	он не	13	4
78	но все	4	4
79	и с	12	4
80	должно быть	3	4
81	том что	3	4
82	он дает	2	4
83	но он	4	4
84	одна из	1	4
85	ничего не	3	4
86	рядом с	4	4
87	в виду	3	4
88	в последней	1	4
89	после того	1	4
90	слов и	3	4
91	уже говорили	5	4
92	может быть	14	4
93	было бы	3	4
94	конце концов	3	4
95	например в	2	3
96	он может	1	3
97	с точки	2	3
98	проникает в	2	3
99	той же	2	3
100	то новое	1	3
101	я не	8	3
102	с ее	3	3
103	проявляется в	1	3
104	я рад	1	3
105	он был	1	3
106	на них	7	3
107	во всех	3	3
108	совсем не	3	3
109	кроме того	1	3
110	его к	3	3
111	в главе	1	3
112	так сказать	2	3
113	при этом	2	3
114	но именно	2	3
115	и по	2	3
116	в нее	1	3
117	в мире	4	3
118	его в	4	3
119	во время	5	3
120	в своей	4	3
121	таким же	1	3
122	в их	1	3
123	в отношении	9	3
124	тем что	4	3
125	очень часто	2	3
126	свою очередь	1	3
127	можно было	2	3
128	за то	1	3
129	что у	6	3
130	о нем	2	3
131	все его	4	3
132	нас в	1	3
133	в форме	3	3
134	в формах	1	3
135	что он	24	3
136	из них	3	3
137	и их	1	3
138	в одном	6	3
139	так как	4	3
140	не на	1	3
141	не может	18	3
142	и потому	1	3
143	в той	4	3
144	но этот	1	3
145	такой же	3	3
146	но это	6	3
147	с ними	5	3
148	в свою	1	3
149	не знает	6	3
150	которым он	4	3
151	того же	1	3
152	является и	1	3
153	и другие	1	3
154	и эта	1	3
155	это в	2	3
156	ту же	1	2
157	начинается с	1	2
158	мы здесь	1	2
159	и то	5	2
160	на самом	9	2
161	здесь и	1	2
162	и так	4	2
163	все те	1	2
164	в доме	1	2
165	есть не	1	2
166	со всех	1	2
167	пока он	1	2
168	он знает	3	2
169	мы не	1	2
170	в которой	2	2
171	но по	1	2
172	не совсем	1	2
173	всего романа	2	2
174	и заставляет	1	2
175	и самого	1	2
176	на другом	1	2
177	еще не	7	2
178	в которых	2	2
179	в чем	4	2
180	с его	7	2
181	одно мгновение	1	2
182	по отношению	6	2
183	отношение к	6	2
184	не просто	2	2
185	мы сейчас	1	2
186	в одной	3	2
187	перед нами	1	2
188	говорит что	1	2
189	вы думаете	4	2
190	как он	2	2
191	слово это	1	2
192	и вот	4	2
193	свое время	1	2
194	никому не	1	2
195	одно и	3	2
196	человека в	1	2
197	значительной степени	1	2
198	что все	2	2
199	и может	1	2
200	это было	2	2
201	с этим	3	2
202	в реальном	3	2
203	далеко не	1	2
204	которой он	3	2
205	такою же	1	2
206	в тоне	2	2
207	не мог	3	2
208	в этих	2	2
209	места в	2	2
210	том как	1	2
211	своего рода	2	2
212	их в	2	2
213	том и	1	2
214	на всю	2	2
215	характер носят	1	2
216	его целом	2	2
217	дело в	1	2
218	в процессе	1	2
219	и всегда	1	2
220	этом отношении	1	2
221	нет ни	2	2
222	к тому	6	2
223	за что	1	2
224	они и	1	2
225	оно не	1	2
226	в каждой	2	2
227	всего этого	3	2
228	в себя	1	2
229	с самого	8	2
230	роль в	1	2
231	никогда не	4	2
232	здесь как	1	2
233	особенно в	2	2
234	и выражений	1	2
235	и реальное	1	2
236	жизнь и	2	2
237	находится в	1	2
238	в построении	2	2
239	и т.д	3	2
240	в значительной	1	2
241	и во	3	2
242	пятой книги	1	2
243	вся эта	1	2
244	бы в	4	2
245	во всей	1	2
246	не видел	1	2
247	еще более	1	2
248	разобранным нами	1	2
249	все время	4	2
250	в самый	2	2
251	того что	3	2
252	на которой	2	2
253	тот же	4	2
254	одной из	2	2
255	правда и	1	2
256	и ее	1	2
257	со всеми	3	2
258	для всех	1	2
259	уже не	3	2
260	он заставляет	1	2
261	в большинстве	2	2
262	только на	4	2
263	же в	1	2
264	большинстве случаев	2	2
265	и обратно	1	2
266	и других	1	2
267	превращаются в	1	2
268	характерно что	1	2
269	и со	3	2
270	входят в	1	2
271	отношению к	7	2
272	к самому	5	2
273	здесь только	1	2
274	в особенности	1	2
275	связан с	2	2
276	он только	3	2
277	был в	1	2
278	до конца	4	2
279	а не	4	2
280	власти и	1	2
281	переходим к	4	2
282	нигде не	1	2
283	из которых	1	2
284	в человеке	1	2
285	может стать	1	2
286	без труда	1	2
