N	2gram	Vygotskiy__4	Mirosoze
1	и в	33	46
2	в нем	7	22
3	у него	6	22
4	может быть	22	21
5	в этом	28	20
6	не только	7	18
7	и не	13	18
8	никогда не	5	18
9	для него	1	18
10	но и	3	15
11	не может	10	15
12	как и	5	13
13	а не	6	13
14	прежде всего	2	12
15	потому что	24	12
16	и он	3	11
17	не было	3	11
18	но он	6	11
19	в ней	6	11
20	у нас	4	11
21	но в	2	10
22	та же	3	10
23	в себе	6	10
24	он не	11	10
25	не в	2	9
26	и есть	4	8
27	в своем	7	8
28	так как	12	8
29	она не	3	8
30	в любви	1	8
31	как бы	25	8
32	но это	1	8
33	человека и	1	7
34	связана с	1	7
35	человеческой природы	2	7
36	в мире	3	7
37	как в	3	7
38	и к	2	7
39	в нашем	1	7
40	в этой	9	7
41	хотя бы	2	7
42	и потому	2	7
43	и для	3	7
44	что он	20	7
45	вопрос о	2	6
46	что это	13	6
47	нем есть	1	6
48	в русской	2	6
49	не могу	1	6
50	он сам	1	6
51	и здесь	3	6
52	во власти	1	6
53	так же	13	6
54	того что	4	6
55	жизни и	4	6
56	то же	9	5
57	есть не	1	5
58	я не	4	5
59	друг к	1	5
60	совсем не	1	5
61	к отрицанию	1	5
62	в самом	12	5
63	бы и	2	5
64	и вот	6	5
65	что она	10	5
66	что все	11	5
67	к другу	1	5
68	в своей	4	5
69	в отношении	1	5
70	в конце	8	5
71	во всем	2	5
72	и его	5	5
73	к тому	12	5
74	и это	5	5
75	те же	2	5
76	это не	6	5
77	один из	2	5
78	в его	10	5
79	него нет	1	5
80	для того	23	5
81	то что	44	5
82	и все	12	5
83	также и	2	4
84	с его	2	4
85	на деле	1	4
86	есть что-то	1	4
87	думать что	2	4
88	в жизни	4	4
89	народа и	1	4
90	том что	22	4
91	жизнь и	4	4
92	тому что	6	4
93	не имеет	2	4
94	того чтобы	22	4
95	перед ним	2	4
96	должен быть	1	4
97	что у	4	4
98	так и	3	4
99	для этого	8	4
100	себя в	4	4
101	что и	3	4
102	в свою	1	4
103	до конца	7	4
104	самого себя	1	4
105	есть уже	1	4
106	человека не	1	4
107	что в	21	4
108	же как	3	3
109	это и	5	3
110	к другому	1	3
111	той же	4	3
112	и на	5	3
113	иное как	1	3
114	в чем	1	3
115	менее всего	1	3
116	что нет	2	3
117	как он	5	3
118	и она	2	3
119	не будет	4	3
120	и с	2	3
121	в глубине	1	3
122	на все	2	3
123	его в	3	3
124	ни в	3	3
125	в них	2	3
126	он же	1	3
127	всю жизнь	2	3
128	одна и	2	3
129	для чего	4	3
130	в такой	2	3
131	что всякий	2	3
132	не для	3	3
133	любви и	1	3
134	того как	1	3
135	что иное	1	3
136	и всегда	1	3
137	он хочет	1	3
138	только с	2	3
139	в трагедии	10	3
140	себя и	1	3
141	ничего подобного	1	3
142	если бы	10	3
143	с ним	5	3
144	о том	20	3
145	и во	1	3
146	что они	6	3
147	к которой	3	3
148	в том	21	3
149	только в	4	3
150	есть в	1	3
151	не так	1	3
152	и никогда	1	3
153	тем что	3	3
154	с другим	1	3
155	до сих	3	3
156	к которому	1	3
157	с которым	1	3
158	нет ничего	1	3
159	жизни в	1	3
160	сих пор	3	3
161	и от	2	3
162	сказать что	13	3
163	не что	1	3
164	в своих	3	3
165	те которые	2	3
166	нем нет	2	2
167	в обычном	1	2
168	он считает	1	2
169	сам по	2	2
170	который должен	1	2
171	от этой	1	2
172	поэтому он	1	2
173	не имеют	1	2
174	с таким	2	2
175	и за	3	2
176	его не	2	2
177	принадлежит к	2	2
178	для нашей	2	2
179	не от	1	2
180	не был	2	2
181	в дневнике	3	2
182	во всех	2	2
183	с гениальной	2	2
184	по отношению	1	2
185	себе и	2	2
186	не хотел	2	2
187	она есть	2	2
188	любви со	1	2
189	более чем	1	2
190	как к	1	2
191	нельзя было	1	2
192	говорит что	10	2
193	в действительности	2	2
194	увидим что	3	2
195	от этого	3	2
196	в которой	4	2
197	бы не	2	2
198	и те	1	2
199	если он	2	2
200	и если	9	2
201	на его	1	2
202	в величайшем	1	2
203	одной и	2	2
204	на этом	3	2
205	с собой	1	2
206	должно быть	3	2
207	в этих	1	2
208	точки зрения	6	2
209	другим и	1	2
210	ее в	4	2
211	место в	2	2
212	от его	1	2
213	и той	2	2
214	которые в	1	2
215	его до	1	2
216	что есть	1	2
217	тогда когда	1	2
218	правда в	1	2
219	ничего не	2	2
220	к ней	1	2
221	не убивал	1	2
222	связи с	2	2
223	как будто	8	2
224	не до	1	2
225	в основе	3	2
226	нет ни	3	2
227	мысль о	1	2
228	можно было	4	2
229	в последней	2	2
230	по себе	9	2
231	и та	2	2
232	и что	25	2
233	как ее	1	2
234	в сущности	6	2
235	она означает	1	2
236	к нему	1	2
237	не надо	2	2
238	это лишь	1	2
239	все время	24	2
240	подобно тому	1	2
241	которое было	1	2
242	но с	1	2
243	только можно	1	2
244	мы видим	6	2
245	тот же	3	2
246	мы увидим	2	2
247	бы его	3	2
248	между тем	1	2
249	так что	7	2
250	же и	1	2
251	уже в	2	2
252	ни одного	2	2
253	и других	4	2
254	себе в	1	2
255	много раз	2	2
256	тут у	1	2
257	были бы	1	2
258	мы еще	1	2
259	что не	4	2
260	превращается в	1	2
261	и своего	1	2
262	и своим	1	2
263	личности и	1	2
264	к матери	1	2
265	вместе с	8	2
266	что за	1	2
267	такого рода	1	2
268	тому как	2	2
269	это есть	1	2
270	да и	3	2
271	из этой	3	2
272	сам не	1	2
273	но для	1	2
274	его с	1	2
275	человек и	1	2
276	ее и	2	2
277	бы в	1	2
278	а в	4	2
279	к самому	2	2
280	это все	1	2
281	отношению к	1	2
282	это была	1	2
283	и эта	2	2
284	которых не	1	1
285	кровью и	1	1
286	говорят о	1	1
287	и то	2	1
288	самом деле	12	1
289	он может	2	1
290	он хотел	1	1
291	из самых	1	1
292	и чрезвычайно	1	1
293	почти всегда	2	1
294	от которых	1	1
295	со своей	1	1
296	тяжелое и	2	1
297	самое замечательное	3	1
298	он знает	2	1
299	это совершенно	3	1
300	мы не	5	1
301	не имевший	1	1
302	что если	3	1
303	на внешние	1	1
304	не была	1	1
305	но по	1	1
306	говорить о	3	1
307	на практике	1	1
308	и ее	2	1
309	привести и	1	1
310	что вопрос	1	1
311	о боге	1	1
312	быть в	1	1
313	тем как	1	1
314	не оставляет	1	1
315	нет не	1	1
316	значение и	1	1
317	не все	2	1
318	если в	1	1
319	цели которая	1	1
320	органической связи	1	1
321	для всякой	1	1
322	как личности	1	1
323	когда тот	1	1
324	посторонней силы	1	1
325	за пределы	1	1
326	я только	1	1
327	но без	1	1
328	сама по	3	1
329	которое послужило	1	1
330	которые не	1	1
331	он думает	1	1
332	себя за	1	1
333	с этим	5	1
334	все остальные	1	1
335	могли бы	2	1
336	и всецело	1	1
337	вопросом о	1	1
338	и как	5	1
339	то особенное	1	1
340	это остается	1	1
341	в каком-то	2	1
342	такой связи	1	1
343	не быть	1	1
344	не хочет	1	1
345	из жизни	1	1
346	нее он	1	1
347	в целом	5	1
348	формы в	1	1
349	все так	1	1
350	все эти	6	1
351	или во	1	1
352	что ничего	1	1
353	раз в	7	1
354	этого как	1	1
355	только один	1	1
356	на то	10	1
357	эту мысль	1	1
358	и другим	2	1
359	все те	2	1
360	когда это	1	1
361	он должен	1	1
362	есть та	1	1
363	что нужно	1	1
364	еще иметь	2	1
365	наших глазах	1	1
366	не могли	1	1
367	в плане	1	1
368	под конец	2	1
369	что ни	2	1
370	может существовать	1	1
371	как момент	1	1
372	может понять	2	1
373	наконец его	1	1
374	но все	2	1
375	себя еще	1	1
376	то чтобы	2	1
377	они должны	1	1
378	послужило поводом	1	1
379	в другом	1	1
380	об этом	4	1
381	на протяжении	1	1
382	вот например	2	1
383	было бы	12	1
384	отца и	2	1
385	начала и	1	1
386	после этого	6	1
387	за ней	2	1
388	он принадлежит	1	1
389	она и	1	1
390	может нас	1	1
391	с тем	4	1
392	эту тему	1	1
393	и уже	4	1
394	нигде не	1	1
395	с такой	2	1
396	человека мы	1	1
397	перед собой	1	1
398	которую он	2	1
399	но если	3	1
400	привело к	1	1
401	что такое	1	1
402	как сама	1	1
403	можно найти	2	1
404	как все	4	1
405	и без	1	1
406	своей страстной	1	1
407	во времена	1	1
408	в котором	2	1
409	с точки	4	1
410	жизнь без	1	1
411	это верно	1	1
412	в которых	3	1
413	тому который	1	1
414	он весь	1	1
415	признать что	1	1
416	ответить на	1	1
417	ее он	1	1
418	значение для	1	1
419	одном из	1	1
420	против него	1	1
421	него не	1	1
422	другом и	2	1
423	она в	1	1
424	и более	1	1
425	их в	3	1
426	чему эти	1	1
427	между двумя	2	1
428	все три	1	1
429	с необычайной	2	1
430	но они	1	1
431	быть его	2	1
432	этого нужно	1	1
433	все мы	1	1
434	столкновение двух	1	1
435	к этим	1	1
436	не по	2	1
437	и именно	2	1
438	не производит	1	1
439	на самый	1	1
440	в самых	3	1
441	же его	1	1
442	к такому	2	1
443	люди вдруг	1	1
444	закон и	1	1
445	или как	1	1
446	своей природе	1	1
447	она написана	1	1
448	на одной	2	1
449	в сознании	1	1
450	того же	1	1
451	до того	1	1
452	слова о	1	1
453	и искусства	1	1
454	что на	1	1
455	стоит перед	1	1
456	не потому	2	1
457	в нее	2	1
458	двумя противоположными	1	1
459	пребывает в	1	1
460	ее на	2	1
461	тогда и	1	1
462	лежит в	2	1
463	бы он	1	1
464	за его	1	1
465	отличается от	1	1
466	в окончательном	1	1
467	силы этот	1	1
468	пути которые	2	1
469	мысли о	2	1
470	он видит	3	1
471	своего отца	1	1
472	как не	1	1
473	всего этого	1	1
474	в ее	2	1
475	из трагедии	1	1
476	тем в	1	1
477	это имело	1	1
478	на той	1	1
479	в пределах	3	1
480	дано в	1	1
481	как с	1	1
482	не выдерживают	1	1
483	и сам	1	1
484	на нее	2	1
485	что кроме	1	1
486	и каждый	1	1
487	чем все	1	1
488	она была	1	1
489	думает что	1	1
490	но у	1	1
491	была в	1	1
492	от начала	3	1
493	в словах	2	1
494	это обычно	1	1
495	вот это	1	1
496	народом в	1	1
497	жизни которое	1	1
498	а также	1	1
499	в самой	6	1
500	силы но	1	1
501	она всегда	1	1
502	что такой	2	1
503	и который	1	1
504	может не	1	1
505	он берет	1	1
506	все в	1	1
507	это в	4	1
508	которой мы	3	1
509	быть ее	1	1
510	показывает как	1	1
511	и только	7	1
512	слова для	1	1
513	на наших	1	1
514	ней все	1	1
515	к концу	1	1
516	и об	1	1
517	так для	1	1
518	уже из	1	1
519	чем наши	1	1
520	но так	1	1
521	которых они	1	1
522	ли он	2	1
523	в какой	5	1
524	но ни	1	1
525	и всю	1	1
526	которое должно	1	1
527	в стороне	1	1
528	с какой-то	1	1
529	верно и	2	1
530	эти разговоры	1	1
531	за себя	1	1
532	в природе	1	1
533	бы ни	1	1
534	но под	1	1
535	бы одного	1	1
536	в уста	3	1
537	не то	4	1
538	его жизнь	1	1
539	и у	1	1
540	не из	1	1
541	его и	2	1
542	был бы	3	1
543	никто не	4	1
544	лет но	1	1
545	моментов в	1	1
546	от тех	1	1
547	смысле этого	3	1
548	и страстной	1	1
549	но что	1	1
550	дело и	2	1
551	из нее	3	1
