N	3gram	Losev_Vlad_3	Istorich
1	с другой стороны	2	8
2	с одной стороны	3	7
3	в этом случае	1	6
4	в том что	10	5
5	до сих пор	1	4
6	не только в	1	4
7	о том что	8	4
8	о том как	1	3
9	вместе с тем	6	3
10	в данном случае	2	3
11	то время как	2	3
12	мы уже видели	1	3
13	в то время	4	3
14	не может быть	6	3
15	потому что он	1	2
16	уже знаем что	1	2
17	в ней нет	1	2
18	том что в	3	2
19	на первый план	2	2
20	все же можно	1	2
21	мы не будем	1	2
22	только то что	1	2
23	что в нем	1	2
24	как это делают	1	2
25	точно так же	4	2
26	не могло быть	1	2
27	такой же как	1	2
28	во всяком случае	3	2
29	в более ранних	1	2
30	можно было бы	1	2
31	мы уже знаем	1	2
32	что и в	3	2
33	как мы видели	3	2
34	однако и в	1	1
35	таким образом если	1	1
36	что иное как	1	1
37	не столько о	1	1
38	это то что	1	1
39	то это значит	4	1
40	более или менее	5	1
41	так как в	1	1
42	в том числе	1	1
43	том что он	1	1
44	одной стороны и	2	1
45	же как и	1	1
46	для тех кто	2	1
47	тем что в	1	1
48	сих пор не	1	1
49	еще и сейчас	2	1
50	более высокой ступени	1	1
51	то и другое	1	1
52	же можно наблюдать	1	1
53	и то и	1	1
54	в таком случае	2	1
55	у него речь	1	1
56	не так просто	1	1
57	у него в	4	1
58	с тем что	1	1
59	с этой точки	1	1
60	и тем не	1	1
61	и то что	4	1
62	как и вся	1	1
63	одно и то	1	1
64	так же как	2	1
65	или как говорит	1	1
66	отличается тем что	1	1
67	говорит это не	1	1
68	и то же	1	1
69	а также и	6	1
70	тут же мы	1	1
71	а с другой	2	1
72	так или иначе	2	1
73	все же не	1	1
74	но вместе с	1	1
75	то что все	1	1
76	но и то	1	1
77	если они не	1	1
78	в связи со	1	1
79	в последнем случае	1	1
80	и в том	2	1
81	есть вместе с	1	1
82	в том смысле	1	1
83	этой точки зрения	1	1
84	надо сказать что	1	1
85	независимо от того	2	1
86	все того же	1	1
87	и вместе с	2	1
88	это значит что	6	1
89	несмотря на все	1	1
90	не было ни	1	1
91	на то что	2	1
92	другой стороны оно	1	1
93	не что иное	1	1
94	тем не менее	9	1
95	не только то	1	1
96	в сравнении с	2	1
97	для того чтобы	1	1
98	в себе не	1	1
99	и не могло	1	1
100	мы только что	1	1
