N	3gram	Vygotskiy__4	Mirosoze
1	не может быть	1	17
2	вместе с тем	3	5
3	но и в	2	4
4	потому что в	1	3
5	с тем что	3	3
6	заключает в себе	1	3
7	это значит что	2	3
8	мы увидим что	1	3
9	не может не	2	2
10	прежде всего в	1	2
11	по отношению к	1	2
12	по своему значению	3	2
13	до сих пор	1	2
14	что он не	1	2
15	в том смысле	2	2
16	то время как	1	2
17	не только в	1	2
18	должно привести к	2	2
19	в конце концов	1	2
20	не могут быть	2	2
21	в то время	1	2
22	для того чтобы	5	2
23	в высшей степени	2	2
24	на том что	1	1
25	что иное как	1	1
26	ключ к пониманию	2	1
27	в самом деле	6	1
28	по прямой линии	1	1
29	сплошь и рядом	1	1
30	том случае если	1	1
31	в зависимости от	1	1
32	в отличие от	2	1
33	не знает что	2	1
34	начинает с того	1	1
35	в том случае	1	1
36	его личности и	1	1
37	в мышлении и	1	1
38	имел в виду	1	1
39	что в основе	6	1
40	обычной точки зрения	1	1
41	так как они	1	1
42	по сравнению с	3	1
43	все более и	2	1
44	друг к другу	1	1
45	во всяком случае	3	1
46	одна и та	1	1
47	его не только	1	1
48	как бы в	1	1
49	когда мы говорим	1	1
50	тем что в	1	1
51	или лучше сказать	1	1
52	между тем как	3	1
53	что они не	1	1
54	нельзя было бы	1	1
55	как бы не	1	1
56	в себе и	3	1
57	между этими двумя	2	1
58	том смысле что	1	1
59	не только те	1	1
60	в момент когда	1	1
61	что и в	1	1
62	о том что	3	1
63	к которому он	1	1
64	и ту же	1	1
65	в вопросе о	2	1
66	есть прежде всего	1	1
67	более и более	2	1
68	может быть так	1	1
69	не что иное	1	1
70	можно было бы	5	1
71	и та же	1	1
72	по сравнению со	1	1
73	одну и ту	1	1
74	в том что	31	1
75	но и с	1	1
