N	3gram	Tiupa_Lite_1	Istorich
1	с другой стороны	1	8
2	с одной стороны	2	7
3	о том что	2	4
4	в связи с	4	4
5	но все же	1	4
6	тем не менее	2	4
7	не может быть	1	3
8	это уже не	1	2
9	на том что	1	2
10	том что при	1	2
11	исключают друг друга	1	2
12	по отношению к	2	2
13	до сих пор	1	2
14	в это время	1	2
15	в данном случае	4	2
16	не только в	4	2
17	не исключают друг	1	2
18	в том что	11	2
19	на то что	1	2
20	что он один	2	1
21	иметь в виду	1	1
22	конце xix века	1	1
23	а не в	1	1
24	что перед нами	1	1
25	из того что	2	1
26	на самом деле	1	1
27	в том числе	1	1
28	в соответствии с	1	1
29	знает что он	1	1
30	с точки зрения	2	1
31	и не только	1	1
32	только в том	2	1
33	в зависимости от	1	1
34	в отличие от	5	1
35	то же время	5	1
36	могло превратиться в	1	1
37	с этой точки	3	1
38	в конце xix	1	1
39	состоит в том	5	1
40	на задний план	1	1
41	во всяком случае	2	1
42	не в стиле	1	1
43	как в данном	1	1
44	этой точки зрения	3	1
45	каждого из них	1	1
46	к себе в	1	1
47	может быть это	3	1
48	в свою очередь	1	1
49	и тем самым	2	1
50	одна из форм	1	1
51	с самого начала	1	1
52	в пределах одной	1	1
53	в самом деле	1	1
54	подобно тому как	2	1
55	том что искусство	1	1
56	в то же	5	1
57	может быть названа	1	1
58	здесь как и	1	1
59	как мы знаем	1	1
60	это время мимо	1	1
